pam,pid,player_name,confidence
flynnCT_13361,33286,Tom Flynn,medium
brownzach_11307,14513,Ken Brown,medium
harrischris_13146,14650,Cliff Harris,medium
hugheslonnie_22468,14738,Chuck Hughes,medium
keary_2491,64634,Keary Colbert,medium
huntnate_20346,14794,Ervin Hunt,medium
driscollSteve_21278,73786, ,medium
freeneylyle_11282,1174,Dwight Freeney,medium
hakkertyrone_17830,73786, ,medium
hawkinscorey_21499,15193,Ben Hawkins,medium
jurkosam_2515,64252,J. Philippe Darche,medium
cineLewis_22397,64625,C #66,medium
davisTariq_15137,14432,Butch Davis,medium
burnsBrian_20566,16543,Leon Burns,medium
BurdenIIILuther_15095,73786, ,medium
hollinsjohn_17645,73786, ,medium
bosherMatt_10806,14548,Bo Scott,medium
greenejames_2522,14648,Cornell Green,medium
briskerjaquan_22228,73786, ,medium
appleEli_17653,73786, ,medium
davisDemarcus_20056,14432,Butch Davis,medium
butkerHarrison_12863,73786, ,medium
kearse_2491,37643,Tim Kearse,medium
antetokounmpoKostas_2997,73786, ,medium
hitchensTom_2486,73786, ,medium
dicksonmichael_13214,14387,Dick Enderle,medium
hopkinscam_20987,15153,Roy Hopkins,medium
MayeDrake_14501,14577,Ray May,medium
gentrylynae_2317,29957,Dennis Gentry,medium
mattisonAlexander_20641,15063,Matt Hazeltine,medium
kelceTravis_11280,73786, ,medium
haskinsdwayne_20338,56109,Jon Haskins,medium
gilliamjayden_22468,14603,John Gilliam,medium
cobbRandall_10619,20556,Marvin Cobb,medium
cookconnor_17560,18046,Greg Cook,medium
fejedelemsam_17568,73786, ,medium
falconarthur_13195,25026,Terry Falcon,medium
hicksmaurice_2460,15108,W.K. Hicks,medium
gonzalezjorge_22464,19882,Noe Gonzalez,medium
hargroverharris_21571,14916,Jim Hargrove,medium
helsleyquandre_28435,73786, ,medium
humphreesliam_17587,73786, ,medium
fiedorowiczCJ_1453,73786, ,medium
israelarthur_2439,46846,Steve Israel,medium
jenningscolby_28322,19948,Dave Jennings,medium
green_10865,14648,Cornell Green,medium
jonesjulio_9792,14489,Willie Jones,medium
CampbellTyson_21696,14381,Sonny Campbell,medium
gomezjordan_20094,73786, ,medium
falelepenei_11558,73786, ,medium
elamAbram_12664,21518,Cleveland Elam,medium
hamiltontrent_21494,6314,Jack Ham,medium
dupreemalachi_2449,31680,Myron Dupree,medium
jacksoncedric_2094,14429,Jack Concannon,medium
crawleyKen_12429,64625,C #66,medium
johnsondamien_22326,14395,Randy Johnson,medium
jonesduke_13109,14489,Willie Jones,medium
beathardCJ_12652,14596,Pete Beathard,medium
breesDrew_14118,73786, ,medium
jamesrichie_11562,15558,James Harris,medium
carterjalen_22703,14472,Virgil Carter,medium
goffJared_17547,34257,Willard Goff,medium
fordemaric_21164,15594,Charlie Ford,medium
irvingbyron_17600,14604,Irv Goode,medium
hugheskyle_2301,14738,Chuck Hughes,medium
davisStefon_13064,14432,Butch Davis,medium
huntleydawson_20601,14794,Ervin Hunt,medium
johnsonbrandin_28470,14395,Randy Johnson,medium
gosederjerry_13218,73786, ,medium
hunterjustin_12654,14794,Ervin Hunt,medium
grossmankyle_20348,14960,Earl Gros,medium
glassgowgraham_2395,14522,Chip Glass,medium
eckeleraustin_12598,26450,Keith Eck,medium
graywilam_22072,15149,Ken Gray,medium
crowderJamison_2450,19720,Randy Crowder,medium
enunwamike_20498,73786, ,medium
hugginskelvin_13181,60015,Johnny Huggins,medium
haynesgabriel_22477,1684,Mike Haynes,medium
fitzpatricktravis_17545,36867,James FitzPatrick,medium
brownMarquise_20497,14513,Ken Brown,medium
droppeduke_1637,73786, ,medium
flowerstreudavenport_20160,14646,Richmond Flowers,medium
mcclaimrobert_10068,73786, ,medium
horsleytim_21178,73786, ,medium
henneman_17659,73786, ,medium
ajayjay_2400,23532,A.J. Duhe,medium
evansmike_10860,14865,Norm Evans,medium
ferreRaimann_22382,73786, ,medium
jeffersonjustin_20983,14417,Jeff Van Note,medium
casselMatt_27037,15400,Cas Banaszek,medium
McConkeyLadd_14651,33622,Phil McConkey,medium
keenanthomas_22089,28343,Keena Turner,medium
fosterramon_11247,15367,Gene Foster,medium
bortlesBlake_10834,14548,Bo Scott,medium
hopkinsbaby_13149,15153,Roy Hopkins,medium
jeterdaniel_27992,14795,Bob Jeter,medium
bouyeAJ_14134,14548,Bo Scott,medium
gibsonlucas_13160,17172,Paul Gibson,medium
hankinstravis_13095,15137,Hank Autry,medium
galoppoaj_20498,73786, ,medium
DanielsJayden_14579,14431,Dick Daniels,medium
allendwayne_11281,14376,Grady Allen,medium
artispaynecameron_2412,14402,Art Malone,medium
akersCam_20919,254,David Akers,medium
bosticjon_1331,14548,Bo Scott,medium
howeybenry_22079,34261,Glen Howe,medium
hurtjalen_20982,27394,Eric Hurt,medium
jonesdaniel_13074,14489,Willie Jones,medium
zuerleinggreg_11598,73786, ,medium
gen_2_B_S_006,73786, ,medium
englijakevan_22740,73786, ,medium
jordanjuwaun_22486,15323,Jeff Jordan,medium
CarterAbdul_15198,14472,Virgil Carter,medium
forbesvemon_22314,51816,Marlon Forbes,medium
goodell_2278,14565,Tom Goode,medium
alexanderMackensie_17553,14397,Al Lavan,medium
johnsonzak_21514,14395,Randy Johnson,medium
bellLeVeon_344,26,Bobby Bell,medium
forsterlucy_27963,73786, ,medium
gen_2_B_N_0018,73786, ,medium
guyTavon_12544,14478,Guy Dennis,medium
howardoj_13219,14449,Howard Mudd,medium
bucannonDeone_10841,73786, ,medium
jenningsbrian_28322,19948,Dave Jennings,medium
fitspatrickryan_21571,73786, ,medium
edwardsStan_10814,14452,Ed O'Bradovich,medium
dunnronnie_11299,14480,Paul Dunn,medium
chubbNick_13129,64625,C #66,medium
dudamearcus_20098,31572,Mark Duda,medium
davenportOmega_21568,14393,Dave Hettema,medium
husseyjeremiah_12606,73786, ,medium
joneseddie_28382,14489,Willie Jones,medium
jenkinsjaylan_21004,14529,Al Jenkins,medium
forsythecairo_22310,73786, ,medium
gibsonrisley_2504,17172,Paul Gibson,medium
guicesderrius_13106,73786, ,medium
hopevion_20966,39258,Neil Hope,medium
hinesnyheim_17581,14828,Jimmy Hines,medium
gurlexTodd_11262,73786, ,medium
diggsStefon_17543,23759,Shelton Diggs,medium
matthewschris_2249,14800,Al Matthews,medium
johnsonandre_2517,14395,Randy Johnson,medium
hilltontl_12669,14568,Jerry Hill,medium
allenjavonus_2408,14376,Grady Allen,medium
grazenthomas_21507,73786, ,medium
mcCaffreyChristian_12556,20888,Bob McCaffrey,medium
AngerBryan_11594,73786, ,medium
graydarien_20703,15149,Ken Gray,medium
hamiltonduke_20336,6314,Jack Ham,medium
franceschihomer_11598,14707,Fran Lynch,medium
CampbellWill_15160,14381,Sonny Campbell,medium
ironcurtistopher_22080,73786, ,medium
jenkinsmalcolm_11272,14529,Al Jenkins,medium
CollinsZaven_21495,14515,Gary Collins,medium
gregorychad_1637,14399,Greg Lens,medium
griggyjason_22065,73786, ,medium
hansenJC_17650,14392,Don Hansen,medium
engeljosh_13224,14519,Steve Engel,medium
fullerWill_13181,15410,Johnny Fuller,medium
harrisronjr_11567,14650,Cliff Harris,medium
barwinConnor_20153,73786, ,medium
McCloudRayRay_13362,54496,Tyrus McCloud,medium
johnsonCalvin_9791,14395,Randy Johnson,medium
goodwinjustin_20697,52382,Hunter Goodwin,medium
edgegerrin_28448,14452,Ed O'Bradovich,medium
hutebrian_28404,73786, ,medium
hemingjohnathan_17743,73786, ,medium
hardenwilken_17593,14787,Lee Harden,medium
jonesmarvin_17555,14489,Willie Jones,medium
hammerjason_22068,6314,Jack Ham,medium
griffeyken_28396,73786, ,medium
dennisonNeil_1632,14478,Guy Dennis,medium
brownDuane_28431,14513,Ken Brown,medium
atkinsGeno_9867,15136,Bob Atkins,medium
johnsonGeorges_22086,14395,Randy Johnson,medium
frenchquaylon_21163,30873,Ernest French,medium
johnsonderick_17733,14395,Randy Johnson,medium
hadleyDavid_22067,14825,David Hadley,high
duvaldarius_22046,35388,Duval Love,medium
harrisnajee_21573,14650,Cliff Harris,medium
hewittralston_22078,54021,Chris Hewitt,medium
bushDevin_20583,24421,Blair Bush,medium
gabrieljc_20977,580,Roman Gabriel,medium
isleljohn_28289,73786, ,medium
juszczykKyle_11278,64252,J. Philippe Darche,medium
andersonDerek_26674,14678,Bobby Anderson,medium
hamiltondarell_12554,6314,Jack Ham,medium
herrontyler_20340,18625,Mack Herron,medium
fitzpatrickryann_21571,36867,James FitzPatrick,medium
alexanderjaire_13109,14397,Al Lavan,medium
goodwynjeff_11563,73786, ,medium
harrisch_13146,14650,Cliff Harris,medium
chancellorkam_9964,64625,C #66,medium
jeffersonvan_20994,14417,Jeff Van Note,medium
johnsontyler_13127,14395,Randy Johnson,medium
grantcordaralle_11258,14566,Bob Grant,medium
jossphilippe_22481,27194,Jo Heath,medium
hedleycovey_13069,73786, ,medium
brockersMichael_11298,22331,Pete Brock,medium
conleyGareon_12565,16831,Steve Conley,medium
colemanTevin_2401,14428,Linzy Cole,medium
harrisuraye_2296,14650,Cliff Harris,medium
cannAJ_2506,64625,C #66,medium
baileyDan_10933,14556,Jim Bailey,medium
garrinbrandon_17553,73786, ,medium
allegrettiNick_20724,14397,Al Lavan,medium
BryantCoby_22211,14906,Bobby Bryant,medium
brissettjacoby_17566,73786, ,medium
gowdykevin_20096,36033,Cornell Gowdy,medium
horisberdan_20343,73786, ,medium
hightowerDontae_9810,1499,Tim Hightower,medium
ezeukakelechi_28295,73786, ,medium
fullerKyle_22056,15410,Johnny Fuller,medium
howardaustin_22323,14449,Howard Mudd,medium
foremanarmani_22060,18513,Chuck Foreman,medium
duncanFranklin_12536,14563,Jim Duncan,medium
fordinicole_17577,15594,Charlie Ford,medium
heathchris_28436,21678,Clayton Heath,medium
heimstephen_20700,73786, ,medium
iyiegenimichael_21002,73786, ,medium
bushrodjermon_28039,24421,Blair Bush,medium
cunninghamZach_12581,14686,Carl Cunningham,medium
cyprienjohnathan_1472,64625,C #66,medium
heathjeff_27921,21678,Clayton Heath,medium
johnsonchris_13185,14395,Randy Johnson,medium
honeycuttRon_20598,73786, ,medium
cephusQuintez_20946,17382,Cephus Weatherspoon,medium
greendarius_12542,14648,Cornell Green,medium
davisTrevor_14059,14432,Butch Davis,medium
barronjahdae_15277,49618,Barron Wortham,medium
earlyjack_2086,14580,Earl Morrall,medium
inocenteandre_22083,73786, ,medium
jesseanthony_22480,14500,Jess Phillips,medium
johannjohn_20152,27194,Jo Heath,medium
gbinije_1644,73786, ,medium
henreyderrick_13196,73786, ,medium
fortduvernay_2511,73786, ,medium
griffinquentin_20335,21781,Archie Griffin,medium
gronkRob_11260,73786, ,medium
connerJames_12664,20126,Dick Conn,medium
harvinjacob_13182,39758,Allen Harvin,medium
hicksjordan_20594,15108,W.K. Hicks,medium
aguayoRoberto_17695,73786, ,medium
cohenTarik_12786,59214,Dustin Cohen,medium
foydunion_21506,73786, ,medium
hawestyree_1637,73786, ,medium
harrisonjonnu_17579,14650,Cliff Harris,medium
barnettderek_12530,27651,Bill Barnett,medium
boldenBrandon_11244,14548,Bo Scott,medium
collinsSrJamie_1285,14515,Gary Collins,medium
hatcherkyle_22069,35376,Dale Hatcher,medium
johnsonmichael_20154,14395,Randy Johnson,medium
emoryKJ_22914,73786, ,medium
gen_2_B_S_005,73786, ,medium
boulwareben_12695,14548,Bo Scott,medium
crabtreemichael_20056,14477,Eric Crabtree,medium
holmesjustin_22082,14829,Robert Holmes,medium
harisoncj_21176,73786, ,medium
jacobsjacob_20600,14966,Harry Jacobs,medium
edwardsglenn_27956,14452,Ed O'Bradovich,medium
hurdridly_17847,37805,Jeff Hurd,medium
clementCorey_12653,14720,Clem Turner,medium
gerswilkekyle_17619,73786, ,medium
dickersonjermaine_28351,14387,Dick Enderle,medium
abanikandaIsrael_22741,42213,A.B. Brown,medium
alShaairAzeez_20688,14397,Al Lavan,medium
boltonNick_21474,14548,Bo Scott,medium
hicksCornerback_11270,15108,W.K. Hicks,medium
kavcicSteve_2320,73786, ,medium
chaissonKLavon_20991,64625,C #66,medium
gibsonanton_13160,17172,Paul Gibson,medium
gooffard_17547,73786, ,medium
harristj_11567,14650,Cliff Harris,medium
horsecollardale_2319,73786, ,medium
ekejiobuelijah_20972,73786, ,medium
gutekunstaustin_17553,73786, ,medium
dodsonquiton_22482,73786, ,medium
jozwijohnny_22481,27194,Jo Heath,medium
heywoodtremon_20095,73786, ,medium
brownphilly_2292,14513,Ken Brown,medium
godchaux_12620,73786, ,medium
fernslerbernie_11298,73786, ,medium
