Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PCTH,PSPC,PCIT,PSRR,PMRR,PDRR,PREL,PRBK,PPBK,PIBL,PRBP,PRBF,PPBP,PPBF
0,0.0,0.0,12.0,0.0,0.0,68.0,69.0,72.0,72.0,65.0,66.0,67.0,0.0,0.0,0,0,0,0.0,56.0,54.0,0.0,0,0,0,0
0,0.0,0.0,10.0,0.0,0.0,82.0,56.0,54.0,59.0,80.0,83.0,60.0,0.0,0.0,0,0,0,0.0,81.0,76.0,0.0,0,0,0,0
0,0.0,0.0,18.0,0.0,0.0,81.0,76.0,80.0,75.0,65.0,74.0,83.0,0.0,0.0,0,0,0,0.0,54.0,50.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,68.0,62.0,64.0,55.0,60.0,0.0,0.0,0,0,0,0.0,59.0,57.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,50.0,49.0,45.0,73.0,47.0,56.0,0.0,0.0,0,0,0,0.0,64.0,55.0,0.0,0,0,0,0
0,0.0,0.0,51.0,1.0,1.0,86.0,85.0,87.0,81.0,67.0,75.0,85.0,0.0,0.0,0,0,0,0.0,54.0,48.0,0.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,74.0,68.0,73.0,68.0,72.0,66.0,72.0,0.0,0.0,0,0,0,0.0,59.0,55.0,0.0,0,0,0,0
0,0.0,0.0,26.0,0.0,0.0,86.0,59.0,62.0,57.0,82.0,85.0,70.0,0.0,0.0,0,0,0,0.0,75.0,70.0,0.0,0,0,0,0
0,0.0,0.0,8.0,0.0,0.0,75.0,76.0,79.0,73.0,68.0,68.0,74.0,0.0,0.0,0,0,0,0.0,53.0,50.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,62.0,65.0,60.0,72.0,70.0,64.0,0.0,0.0,0,0,0,0.0,62.0,59.0,0.0,0,0,0,0
0,0.0,0.0,95.0,6.0,14.0,98.0,86.0,90.0,80.0,71.0,91.0,91.0,0.0,0.0,0,0,0,0.0,57.0,52.0,0.0,0,0,0,0
0,0.0,0.0,7.0,0.0,0.0,83.0,70.0,78.0,64.0,75.0,74.0,70.0,0.0,0.0,0,0,0,0.0,72.0,57.0,0.0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,74.0,77.0,85.0,76.0,63.0,68.0,79.0,0.0,0.0,0,0,0,0.0,50.0,47.0,0.0,0,0,0,0
0,0.0,0.0,33.0,0.0,0.0,90.0,82.0,87.0,87.0,73.0,74.0,82.0,0.0,0.0,0,0,0,0.0,57.0,55.0,0.0,0,0,0,0
0,0.0,0.0,17.0,0.0,0.0,73.0,77.0,80.0,73.0,70.0,62.0,69.0,0.0,0.0,0,0,0,0.0,56.0,52.0,0.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,54.0,50.0,48.0,54.0,67.0,46.0,62.0,0.0,0.0,0,0,0,0.0,62.0,64.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,86.0,75.0,77.0,75.0,72.0,78.0,86.0,0.0,0.0,0,0,0,0.0,55.0,52.0,0.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,67.0,67.0,72.0,66.0,68.0,58.0,68.0,0.0,0.0,0,0,0,0.0,58.0,50.0,0.0,0,0,0,0
0,0.0,0.0,17.0,0.0,0.0,86.0,68.0,70.0,65.0,75.0,80.0,80.0,0.0,0.0,0,0,0,0.0,65.0,62.0,0.0,0,0,0,0
0,0.0,0.0,19.0,0.0,0.0,86.0,82.0,86.0,79.0,73.0,71.0,80.0,0.0,0.0,0,0,0,0.0,58.0,54.0,0.0,0,0,0,0
0,0.0,0.0,40.0,0.0,0.0,79.0,86.0,88.0,85.0,70.0,59.0,77.0,0.0,0.0,0,0,0,0.0,52.0,46.0,0.0,0,0,0,0
0,0.0,0.0,17.0,0.0,0.0,83.0,68.0,72.0,65.0,72.0,80.0,73.0,0.0,0.0,0,0,0,0.0,67.0,67.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,81.0,82.0,85.0,82.0,64.0,73.0,83.0,0.0,0.0,0,0,0,0.0,50.0,50.0,0.0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,77.0,70.0,75.0,69.0,68.0,68.0,75.0,0.0,0.0,0,0,0,0.0,60.0,51.0,0.0,0,0,0,0
0,0.0,0.0,48.0,1.0,4.0,93.0,84.0,89.0,83.0,74.0,80.0,86.0,0.0,0.0,0,0,0,0.0,54.0,50.0,0.0,0,0,0,0
0,0.0,0.0,23.0,0.0,0.0,69.0,74.0,77.0,72.0,65.0,55.0,75.0,0.0,0.0,0,0,0,0.0,52.0,48.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,58.0,62.0,60.0,75.0,53.0,61.0,0.0,0.0,0,0,0,0.0,62.0,54.0,0.0,0,0,0,0
0,0.0,0.0,11.0,0.0,0.0,84.0,76.0,79.0,78.0,68.0,77.0,82.0,0.0,0.0,0,0,0,0.0,58.0,52.0,0.0,0,0,0,0
0,0.0,0.0,13.0,0.0,0.0,78.0,78.0,82.0,75.0,65.0,69.0,75.0,0.0,0.0,0,0,0,0.0,57.0,54.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,82.0,75.0,65.0,69.0,75.0,0.0,0.0,0,0,0,0.0,57.0,54.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,50.0,49.0,45.0,73.0,47.0,56.0,0.0,0.0,0,0,0,0.0,64.0,55.0,0.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,81.0,84.0,87.0,85.0,65.0,65.0,80.0,0.0,0.0,0,0,0,0.0,54.0,50.0,0.0,0,0,0,0
0,0.0,0.0,6.0,0.0,0.0,79.0,79.0,83.0,76.0,66.0,66.0,75.0,0.0,0.0,0,0,0,0.0,59.0,52.0,0.0,0,0,0,0
0,0.0,0.0,21.0,0.0,0.0,86.0,80.0,84.0,78.0,69.0,75.0,81.0,0.0,0.0,0,0,0,0.0,58.0,52.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,1.0,69.0,60.0,64.0,62.0,67.0,70.0,65.0,0.0,0.0,0,0,0,0.0,65.0,64.0,0.0,0,0,0,0
0,0.0,0.0,1.0,0.0,0.0,62.0,74.0,72.0,73.0,62.0,64.0,68.0,0.0,0.0,0,0,0,0.0,45.0,49.0,0.0,0,0,0,0
0,0.0,0.0,45.0,0.0,2.0,81.0,76.0,80.0,82.0,69.0,55.0,85.0,0.0,0.0,0,0,0,0.0,57.0,53.0,0.0,0,0,0,0
0,0.0,0.0,5.0,0.0,0.0,75.0,62.0,64.0,62.0,73.0,70.0,68.0,0.0,0.0,0,0,0,0.0,67.0,64.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,63.0,65.0,62.0,70.0,75.0,65.0,0.0,0.0,0,0,0,0.0,63.0,59.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,96.0,87.0,89.0,85.0,76.0,81.0,87.0,0.0,0.0,0,0,0,0.0,58.0,54.0,0.0,0,0,0,0
0,0.0,0.0,8.0,0.0,0.0,71.0,73.0,76.0,69.0,69.0,67.0,71.0,0.0,0.0,0,0,0,0.0,55.0,52.0,0.0,0,0,0,0
0,0.0,0.0,19.0,0.0,0.0,88.0,74.0,79.0,76.0,69.0,83.0,87.0,0.0,0.0,0,0,0,0.0,58.0,54.0,0.0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,88.0,74.0,79.0,76.0,69.0,83.0,87.0,0.0,0.0,0,0,0,0.0,58.0,54.0,0.0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,69.0,71.0,72.0,67.0,66.0,64.0,71.0,0.0,0.0,0,0,0,0.0,56.0,50.0,0.0,0,0,0,0
0,0.0,0.0,15.0,0.0,0.0,82.0,67.0,69.0,63.0,73.0,77.0,78.0,0.0,0.0,0,0,0,0.0,63.0,59.0,0.0,0,0,0,0
0,0.0,0.0,18.0,0.0,0.0,80.0,76.0,82.0,74.0,73.0,64.0,76.0,0.0,0.0,0,0,0,0.0,58.0,58.0,0.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,64.0,69.0,70.0,62.0,60.0,62.0,68.0,0.0,0.0,0,0,0,0.0,56.0,45.0,0.0,0,0,0,0
0,0.0,0.0,8.0,0.0,0.0,78.0,67.0,74.0,63.0,80.0,70.0,72.0,0.0,0.0,0,0,0,0.0,59.0,59.0,0.0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,74.0,59.0,61.0,59.0,72.0,75.0,70.0,0.0,0.0,0,0,0,0.0,65.0,63.0,0.0,0,0,0,0
0,0.0,0.0,13.0,0.0,0.0,61.0,77.0,75.0,76.0,66.0,50.0,64.0,0.0,0.0,0,0,0,0.0,50.0,42.0,0.0,0,0,0,0
0,0.0,0.0,12.0,0.0,0.0,83.0,63.0,68.0,62.0,79.0,78.0,69.0,0.0,0.0,0,0,0,0.0,72.0,65.0,0.0,0,0,0,0
0,0.0,0.0,98.0,0.0,3.0,76.0,73.0,75.0,78.0,68.0,60.0,80.0,0.0,0.0,0,0,0,0.0,55.0,52.0,0.0,0,0,0,0
0,0.0,0.0,11.0,0.0,3.0,76.0,73.0,75.0,78.0,68.0,60.0,80.0,0.0,0.0,0,0,0,0.0,55.0,52.0,0.0,0,0,0,0
0,0.0,0.0,18.0,0.0,1.0,76.0,61.0,65.0,62.0,73.0,80.0,74.0,0.0,0.0,0,0,0,0.0,61.0,60.0,0.0,0,0,0,0
0,0.0,0.0,15.0,0.0,0.0,85.0,70.0,74.0,69.0,78.0,80.0,75.0,0.0,0.0,0,0,0,0.0,63.0,59.0,0.0,0,0,0,0
0,0.0,0.0,8.0,0.0,0.0,83.0,81.0,85.0,83.0,72.0,64.0,82.0,0.0,0.0,0,0,0,0.0,54.0,48.0,0.0,0,0,0,0
0,0.0,0.0,20.0,0.0,0.0,66.0,74.0,77.0,75.0,63.0,52.0,72.0,0.0,0.0,0,0,0,0.0,52.0,48.0,0.0,0,0,0,0
0,0.0,0.0,34.0,0.0,2.0,79.0,76.0,77.0,76.0,68.0,70.0,85.0,0.0,0.0,0,0,0,0.0,50.0,45.0,0.0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,76.0,72.0,73.0,70.0,70.0,70.0,74.0,0.0,0.0,0,0,0,0.0,58.0,54.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,66.0,71.0,62.0,56.0,55.0,68.0,0.0,0.0,0,0,0,0.0,61.0,47.0,0.0,0,0,0,0
0,0.0,0.0,6.0,0.0,0.0,78.0,82.0,83.0,80.0,68.0,55.0,79.0,75.0,75.0,0,0,0,70.0,59.0,57.0,75.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,76.0,78.0,78.0,82.0,68.0,52.0,75.0,60.0,65.0,0,0,0,65.0,62.0,60.0,70.0,0,0,0,0
0,0.0,0.0,4.0,0.0,0.0,73.0,77.0,74.0,74.0,65.0,66.0,81.0,84.0,77.0,0,0,0,65.0,54.0,52.0,52.0,0,0,0,0
0,0.0,0.0,5.0,0.0,0.0,72.0,62.0,64.0,62.0,78.0,72.0,66.0,48.0,66.0,0,0,0,68.0,70.0,65.0,76.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,68.0,68.0,73.0,68.0,72.0,66.0,75.0,47.0,62.0,0,0,0,69.0,62.0,56.0,68.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,74.0,82.0,79.0,62.0,59.0,68.0,83.0,66.0,0,0,0,68.0,48.0,46.0,60.0,0,0,0,0
0,0.0,0.0,43.0,0.0,2.0,91.0,82.0,84.0,82.0,66.0,84.0,87.0,88.0,91.0,0,0,0,86.0,58.0,52.0,66.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,76.0,75.0,77.0,73.0,74.0,74.0,77.0,72.0,68.0,0,0,0,77.0,55.0,54.0,74.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,73.0,81.0,84.0,75.0,69.0,72.0,75.0,66.0,67.0,0,0,0,72.0,56.0,52.0,64.0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,78.0,76.0,76.0,74.0,70.0,78.0,80.0,60.0,66.0,0,0,0,70.0,58.0,54.0,74.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,72.0,79.0,78.0,74.0,70.0,58.0,78.0,62.0,74.0,0,0,0,75.0,50.0,52.0,65.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,70.0,77.0,78.0,72.0,72.0,52.0,80.0,60.0,72.0,0,0,0,70.0,50.0,50.0,65.0,0,0,0,0
0,0.0,0.0,10.0,0.0,0.0,78.0,76.0,78.0,72.0,76.0,66.0,76.0,52.0,68.0,0,0,0,69.0,62.0,58.0,74.0,0,0,0,0
0,0.0,0.0,14.0,0.0,1.0,75.0,86.0,82.0,76.0,68.0,54.0,82.0,65.0,76.0,0,0,0,65.0,52.0,48.0,65.0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,70.0,75.0,72.0,76.0,71.0,62.0,78.0,66.0,70.0,0,0,0,70.0,48.0,52.0,62.0,0,0,0,0
0,0.0,0.0,27.0,0.0,0.0,86.0,79.0,82.0,79.0,68.0,85.0,86.0,85.0,85.0,0,0,0,80.0,60.0,55.0,62.0,0,0,0,0
0,0.0,0.0,60.0,0.0,3.0,85.0,87.0,86.0,85.0,63.0,78.0,85.0,87.0,83.0,0,0,0,85.0,55.0,53.0,55.0,0,0,0,0
0,0.0,0.0,5.0,0.0,0.0,72.0,84.0,80.0,78.0,60.0,55.0,78.0,78.0,77.0,0,0,0,75.0,51.0,49.0,55.0,0,0,0,0
0,0.0,0.0,12.0,0.0,0.0,81.0,72.0,75.0,68.0,76.0,77.0,79.0,66.0,75.0,0,0,0,70.0,60.0,57.0,72.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,81.0,75.0,78.0,75.0,68.0,75.0,83.0,60.0,73.0,0,0,0,70.0,54.0,50.0,75.0,0,0,0,0
0,0.0,0.0,63.0,3.0,5.0,97.0,85.0,85.0,82.0,70.0,84.0,87.0,92.0,94.0,0,0,0,92.0,58.0,53.0,70.0,0,0,0,0
0,0.0,0.0,37.0,0.0,1.0,97.0,85.0,85.0,82.0,70.0,84.0,87.0,92.0,94.0,0,0,0,92.0,58.0,53.0,70.0,0,0,0,0
0,0.0,0.0,11.0,0.0,0.0,79.0,74.0,73.0,69.0,73.0,78.0,82.0,65.0,82.0,0,0,0,65.0,59.0,55.0,74.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,76.0,84.0,84.0,78.0,68.0,55.0,82.0,80.0,80.0,0,0,0,80.0,52.0,48.0,60.0,0,0,0,0
0,0.0,0.0,80.0,2.0,11.0,97.0,84.0,82.0,79.0,74.0,80.0,85.0,82.0,92.0,0,0,0,92.0,59.0,52.0,80.0,0,0,0,0
0,0.0,0.0,35.0,0.0,1.0,80.0,84.0,80.0,78.0,66.0,58.0,80.0,87.0,82.0,0,0,0,75.0,55.0,53.0,65.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,75.0,74.0,74.0,68.0,66.0,78.0,74.0,74.0,0,0,0,60.0,57.0,54.0,65.0,0,0,0,0
0,0.0,0.0,19.0,0.0,0.0,86.0,77.0,77.0,70.0,75.0,72.0,78.0,55.0,78.0,0,0,0,70.0,63.0,51.0,80.0,0,0,0,0
0,0.0,0.0,24.0,0.0,0.0,84.0,85.0,85.0,84.0,68.0,78.0,85.0,85.0,82.0,0,0,0,85.0,56.0,55.0,60.0,0,0,0,0
0,0.0,0.0,7.0,0.0,0.0,79.0,78.0,76.0,70.0,75.0,64.0,77.0,74.0,76.0,0,0,0,74.0,60.0,53.0,70.0,0,0,0,0
0,0.0,0.0,7.0,0.0,0.0,78.0,68.0,70.0,65.0,74.0,74.0,76.0,52.0,74.0,0,0,0,64.0,64.0,60.0,78.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,74.0,72.0,70.0,60.0,77.0,68.0,75.0,40.0,65.0,0,0,0,60.0,65.0,54.0,75.0,0,0,0,0
0,0.0,0.0,18.0,0.0,0.0,79.0,79.0,82.0,76.0,65.0,70.0,77.0,72.0,64.0,0,0,0,70.0,58.0,58.0,72.0,0,0,0,0
0,0.0,0.0,26.0,0.0,0.0,79.0,66.0,60.0,55.0,86.0,80.0,65.0,45.0,68.0,0,0,0,66.0,70.0,58.0,85.0,0,0,0,0
0,0.0,0.0,11.0,0.0,0.0,77.0,79.0,77.0,72.0,68.0,75.0,80.0,65.0,82.0,0,0,0,68.0,54.0,50.0,67.0,0,0,0,0
0,0.0,0.0,7.0,0.0,0.0,76.0,64.0,70.0,62.0,78.0,70.0,67.0,44.0,66.0,0,0,0,58.0,78.0,64.0,80.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,74.0,85.0,85.0,82.0,70.0,50.0,77.0,72.0,68.0,0,0,0,66.0,56.0,50.0,68.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,72.0,72.0,70.0,77.0,55.0,74.0,60.0,70.0,0,0,0,60.0,64.0,52.0,65.0,0,0,0,0
0,0.0,0.0,12.0,0.0,0.0,73.0,75.0,75.0,72.0,68.0,68.0,74.0,54.0,78.0,0,0,0,74.0,58.0,52.0,69.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,72.0,74.0,70.0,62.0,74.0,66.0,76.0,60.0,70.0,0,0,0,60.0,59.0,55.0,72.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,69.0,74.0,68.0,74.0,68.0,75.0,52.0,54.0,0,0,0,50.0,65.0,62.0,75.0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,72.0,69.0,74.0,68.0,74.0,68.0,75.0,52.0,54.0,0,0,0,50.0,65.0,62.0,75.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,68.0,70.0,64.0,77.0,60.0,75.0,62.0,72.0,0,0,0,75.0,60.0,50.0,70.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,66.0,66.0,62.0,74.0,78.0,72.0,52.0,66.0,0,0,0,62.0,64.0,59.0,79.0,0,0,0,0
0,0.0,0.0,6.0,0.0,0.0,70.0,80.0,82.0,78.0,66.0,66.0,75.0,79.0,72.0,0,0,0,65.0,52.0,49.0,67.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,74.0,80.0,72.0,69.0,49.0,76.0,64.0,58.0,0,0,0,55.0,66.0,64.0,71.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,70.0,69.0,65.0,72.0,70.0,71.0,60.0,65.0,0,0,0,70.0,53.0,52.0,76.0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,69.0,71.0,72.0,65.0,67.0,66.0,72.0,55.0,54.0,0,0,0,59.0,68.0,60.0,72.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,68.0,70.0,67.0,61.0,60.0,68.0,60.0,64.0,0,0,0,60.0,62.0,56.0,75.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,68.0,70.0,67.0,61.0,60.0,68.0,60.0,64.0,0,0,0,60.0,62.0,56.0,75.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,66.0,70.0,65.0,74.0,62.0,71.0,52.0,66.0,0,0,0,62.0,55.0,50.0,79.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,69.0,74.0,68.0,72.0,65.0,71.0,50.0,52.0,0,0,0,60.0,60.0,60.0,72.0,0,0,0,0
0,0.0,0.0,17.0,0.0,0.0,83.0,82.0,82.0,78.0,70.0,80.0,79.0,78.0,80.0,0,0,0,84.0,58.0,50.0,65.0,0,0,0,0
0,0.0,0.0,27.0,0.0,0.0,77.0,85.0,84.0,84.0,66.0,55.0,82.0,80.0,76.0,0,0,0,72.0,52.0,52.0,65.0,0,0,0,0
0,0.0,0.0,41.0,0.0,2.0,88.0,85.0,82.0,84.0,66.0,83.0,85.0,77.0,84.0,0,0,0,82.0,55.0,52.0,65.0,0,0,0,0
0,0.0,0.0,10.0,0.0,0.0,74.0,56.0,54.0,59.0,80.0,78.0,55.0,45.0,68.0,0,0,0,66.0,82.0,66.0,90.0,0,0,0,0
0,0.0,0.0,51.0,1.0,1.0,93.0,88.0,86.0,86.0,66.0,92.0,91.0,80.0,89.0,0,0,0,94.0,52.0,54.0,62.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,75.0,78.0,75.0,70.0,68.0,50.0,78.0,68.0,78.0,0,0,0,65.0,54.0,56.0,66.0,0,0,0,0
0,0.0,0.0,35.0,0.0,1.0,84.0,82.0,80.0,78.0,74.0,75.0,82.0,79.0,78.0,0,0,0,74.0,59.0,55.0,66.0,0,0,0,0
0,0.0,0.0,8.0,0.0,0.0,80.0,78.0,81.0,76.0,69.0,75.0,79.0,69.0,77.0,0,0,0,68.0,54.0,52.0,75.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,74.0,72.0,68.0,69.0,60.0,80.0,74.0,70.0,0,0,0,75.0,56.0,48.0,60.0,0,0,0,0
0,0.0,0.0,95.0,6.0,14.0,98.0,86.0,82.0,80.0,72.0,95.0,94.0,91.0,97.0,0,0,0,96.0,55.0,50.0,67.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,76.0,85.0,84.0,77.0,70.0,55.0,78.0,65.0,70.0,0,0,0,70.0,54.0,52.0,65.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,82.0,77.0,73.0,66.0,62.0,80.0,77.0,78.0,0,0,0,74.0,52.0,50.0,55.0,0,0,0,0
0,0.0,0.0,22.0,0.0,0.0,82.0,75.0,70.0,70.0,77.0,68.0,76.0,64.0,75.0,0,0,0,66.0,60.0,52.0,82.0,0,0,0,0
0,0.0,0.0,1.0,0.0,0.0,79.0,80.0,77.0,78.0,69.0,72.0,77.0,76.0,74.0,0,0,0,74.0,55.0,50.0,70.0,0,0,0,0
0,0.0,0.0,12.0,0.0,0.0,79.0,80.0,77.0,78.0,69.0,72.0,77.0,76.0,74.0,0,0,0,74.0,55.0,50.0,70.0,0,0,0,0
0,0.0,0.0,8.0,0.0,0.0,73.0,74.0,76.0,69.0,69.0,67.0,75.0,60.0,70.0,0,0,0,68.0,58.0,52.0,69.0,0,0,0,0
0,0.0,0.0,1.0,0.0,0.0,72.0,70.0,72.0,70.0,72.0,68.0,74.0,55.0,68.0,0,0,0,66.0,60.0,52.0,70.0,0,0,0,0
0,0.0,0.0,23.0,0.0,0.0,79.0,78.0,82.0,75.0,68.0,78.0,79.0,74.0,78.0,0,0,0,78.0,52.0,48.0,65.0,0,0,0,0
0,0.0,0.0,14.0,0.0,0.0,78.0,70.0,70.0,64.0,84.0,70.0,70.0,31.0,62.0,0,0,0,60.0,70.0,52.0,93.0,0,0,0,0
0,0.0,0.0,1.0,0.0,0.0,71.0,82.0,84.0,82.0,68.0,52.0,84.0,52.0,65.0,0,0,0,68.0,52.0,42.0,68.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,87.0,89.0,92.0,88.0,70.0,78.0,83.0,86.0,82.0,0,0,0,80.0,53.0,49.0,62.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,79.0,74.0,76.0,75.0,68.0,79.0,81.0,70.0,80.0,0,0,0,72.0,56.0,52.0,66.0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,78.0,80.0,84.0,80.0,68.0,69.0,78.0,85.0,77.0,0,0,0,70.0,57.0,54.0,64.0,0,0,0,0
0,0.0,0.0,19.0,0.0,0.0,80.0,77.0,77.0,74.0,66.0,84.0,87.0,62.0,80.0,0,0,0,81.0,55.0,52.0,62.0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,80.0,77.0,77.0,74.0,66.0,84.0,87.0,62.0,80.0,0,0,0,81.0,55.0,52.0,62.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,77.0,74.0,77.0,69.0,66.0,72.0,77.0,49.0,68.0,0,0,0,68.0,65.0,60.0,82.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,77.0,74.0,77.0,69.0,66.0,72.0,77.0,49.0,68.0,0,0,0,68.0,65.0,60.0,82.0,0,0,0,0
0,0.0,0.0,18.0,0.0,0.0,74.0,82.0,82.0,82.0,67.0,78.0,82.0,68.0,74.0,0,0,0,78.0,57.0,50.0,55.0,0,0,0,0
0,0.0,0.0,48.0,1.0,4.0,95.0,84.0,82.0,84.0,72.0,82.0,85.0,79.0,92.0,0,0,0,90.0,58.0,55.0,69.0,0,0,0,0
0,0.0,0.0,17.0,0.0,0.0,80.0,79.0,75.0,70.0,70.0,75.0,82.0,75.0,82.0,0,0,0,75.0,58.0,52.0,60.0,0,0,0,0
0,0.0,0.0,13.0,0.0,0.0,80.0,78.0,80.0,73.0,65.0,72.0,82.0,78.0,75.0,0,0,0,78.0,60.0,58.0,69.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,80.0,78.0,80.0,73.0,65.0,72.0,82.0,78.0,75.0,0,0,0,78.0,60.0,58.0,69.0,0,0,0,0
0,0.0,0.0,22.0,0.0,0.0,80.0,89.0,90.0,88.0,68.0,66.0,82.0,80.0,82.0,0,0,0,82.0,48.0,44.0,58.0,0,0,0,0
0,0.0,0.0,20.0,0.0,3.0,78.0,64.0,64.0,62.0,78.0,74.0,72.0,60.0,67.0,0,0,0,79.0,60.0,50.0,88.0,0,0,0,0
0,0.0,0.0,28.0,0.0,1.0,83.0,78.0,77.0,79.0,64.0,80.0,85.0,77.0,88.0,0,0,0,80.0,50.0,48.0,65.0,0,0,0,0
0,0.0,0.0,12.0,0.0,0.0,83.0,78.0,77.0,79.0,64.0,80.0,85.0,77.0,88.0,0,0,0,80.0,50.0,48.0,65.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,77.0,86.0,82.0,80.0,68.0,69.0,80.0,72.0,72.0,0,0,0,75.0,48.0,44.0,65.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,75.0,76.0,78.0,68.0,69.0,78.0,78.0,67.0,69.0,0,0,0,68.0,58.0,55.0,71.0,0,0,0,0
0,0.0,0.0,5.0,0.0,0.0,75.0,76.0,78.0,68.0,69.0,78.0,78.0,67.0,69.0,0,0,0,68.0,58.0,55.0,71.0,0,0,0,0
0,0.0,0.0,21.0,0.0,0.0,85.0,79.0,80.0,80.0,69.0,77.0,84.0,74.0,82.0,0,0,0,80.0,58.0,53.0,70.0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,80.0,81.0,85.0,78.0,68.0,78.0,82.0,68.0,72.0,0,0,0,78.0,53.0,50.0,68.0,0,0,0,0
0,0.0,0.0,35.0,0.0,0.0,73.0,76.0,77.0,68.0,67.0,68.0,79.0,62.0,77.0,0,0,0,72.0,54.0,50.0,62.0,0,0,0,0
0,0.0,0.0,45.0,0.0,2.0,92.0,82.0,80.0,77.0,75.0,83.0,87.0,71.0,90.0,0,0,0,82.0,59.0,55.0,80.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,73.0,72.0,72.0,73.0,68.0,78.0,83.0,68.0,82.0,0,0,0,65.0,56.0,52.0,45.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,99.0,88.0,86.0,86.0,77.0,85.0,90.0,92.0,94.0,0,0,0,94.0,58.0,52.0,68.0,0,0,0,0
