Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PTAK,PBSH,PPUR,PPRC,PMCV,PZCV,PHTP,PPRS
0,0.0,0.0,1.0,0.0,0.0,79.0,77.0,82.0,82.0,66.0,75.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,26.0,0.0,0.0,78.0,75.0,66.0,69.0,81.0,69.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,78.0,80.0,73.0,65.0,68.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,71.0,85.0,87.0,78.0,65.0,55.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,14.0,0.0,0.0,71.0,85.0,87.0,78.0,65.0,55.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,59.0,0.0,4.0,92.0,84.0,89.0,80.0,75.0,88.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,53.0,0.0,2.0,90.0,87.0,88.0,85.0,69.0,90.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,34.0,0.0,0.0,89.0,84.0,86.0,79.0,77.0,86.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,70.0,0.0,1.0,89.0,75.0,78.0,73.0,74.0,93.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,88.0,75.0,78.0,74.0,76.0,88.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,8.0,0.0,0.0,87.0,74.0,76.0,69.0,80.0,89.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,62.0,1.0,1.0,87.0,74.0,76.0,69.0,80.0,89.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,64.0,0.0,0.0,87.0,77.0,84.0,80.0,76.0,85.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,52.0,1.0,0.0,86.0,82.0,80.0,80.0,72.0,83.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,28.0,0.0,0.0,86.0,74.0,79.0,72.0,80.0,83.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,79.0,77.0,77.0,74.0,72.0,72.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,79.0,72.0,78.0,72.0,75.0,77.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,29.0,0.0,0.0,79.0,75.0,72.0,70.0,77.0,79.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17.0,0.0,0.0,75.0,76.0,78.0,72.0,76.0,68.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17.0,0.0,0.0,75.0,72.0,75.0,70.0,76.0,70.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,74.0,73.0,76.0,78.0,74.0,72.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,3.0,0.0,0.0,74.0,78.0,77.0,76.0,66.0,69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,6.0,0.0,0.0,72.0,66.0,70.0,66.0,79.0,73.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,40.0,0.0,0.0,72.0,75.0,75.0,70.0,70.0,80.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,68.0,75.0,70.0,75.0,65.0,65.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,8.0,0.0,0.0,67.0,78.0,75.0,77.0,66.0,52.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18.0,0.0,0.0,67.0,70.0,74.0,66.0,76.0,68.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,19.0,0.0,0.0,67.0,72.0,74.0,72.0,68.0,62.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,3.0,0.0,0.0,67.0,72.0,74.0,72.0,68.0,62.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,2.0,0.0,0.0,66.0,80.0,77.0,70.0,64.0,63.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,66.0,67.0,68.0,66.0,65.0,70.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,2.0,0.0,0.0,66.0,78.0,80.0,70.0,71.0,55.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,66.0,77.0,80.0,74.0,69.0,56.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,65.0,70.0,72.0,72.0,67.0,64.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,5.0,0.0,0.0,65.0,70.0,72.0,72.0,67.0,64.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,65.0,70.0,72.0,72.0,67.0,64.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,5.0,0.0,0.0,65.0,71.0,67.0,68.0,68.0,62.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,65.0,70.0,72.0,71.0,69.0,66.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,64.0,72.0,73.0,68.0,69.0,55.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,2.0,0.0,0.0,63.0,80.0,83.0,74.0,63.0,51.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,63.0,67.0,71.0,65.0,72.0,64.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,57.0,70.0,67.0,60.0,76.0,60.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,60.0,0.0,0.0,89.0,81.0,85.0,85.0,77.0,84.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,19.0,0.0,0.0,85.0,77.0,77.0,82.0,71.0,80.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,55.0,0.0,0.0,85.0,80.0,80.0,75.0,73.0,78.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,23.0,0.0,0.0,78.0,76.0,85.0,78.0,70.0,76.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,67.0,73.0,75.0,72.0,68.0,66.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,57.0,75.0,72.0,70.0,71.0,50.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,57.0,75.0,72.0,70.0,71.0,50.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,37.0,0.0,0.0,85.0,75.0,76.0,79.0,75.0,85.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,46.0,0.0,2.0,81.0,80.0,88.0,78.0,75.0,72.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,39.0,0.0,0.0,79.0,84.0,86.0,82.0,69.0,78.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,12.0,0.0,0.0,77.0,80.0,82.0,77.0,74.0,69.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,10.0,0.0,0.0,75.0,76.0,79.0,73.0,69.0,77.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,10.0,0.0,0.0,70.0,74.0,78.0,77.0,67.0,70.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,69.0,78.0,85.0,78.0,68.0,55.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,69.0,78.0,85.0,78.0,68.0,55.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,9.0,0.0,0.0,69.0,78.0,85.0,78.0,68.0,55.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,69.0,72.0,75.0,70.0,70.0,71.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,42.0,0.0,0.0,86.0,79.0,84.0,79.0,72.0,75.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,24.0,0.0,0.0,85.0,76.0,78.0,74.0,78.0,85.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,38.0,0.0,1.0,84.0,82.0,83.0,79.0,63.0,76.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,74.0,72.0,74.0,73.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,74.0,72.0,74.0,73.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,8.0,0.0,0.0,70.0,77.0,83.0,81.0,65.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,68.0,81.0,86.0,83.0,62.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,67.0,76.0,83.0,75.0,65.0,64.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,92.0,85.0,88.0,87.0,72.0,88.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,73.0,0.0,0.0,92.0,85.0,88.0,87.0,72.0,88.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,48.0,0.0,0.0,88.0,82.0,87.0,83.0,73.0,79.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,33.0,0.0,0.0,84.0,77.0,81.0,76.0,76.0,79.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,2.0,0.0,0.0,81.0,77.0,84.0,83.0,70.0,70.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,72.0,0.0,0.0,81.0,77.0,84.0,83.0,70.0,70.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,29.0,0.0,0.0,79.0,74.0,73.0,73.0,75.0,80.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,72.0,76.0,80.0,75.0,74.0,59.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,6.0,0.0,0.0,68.0,70.0,74.0,70.0,75.0,63.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,37.0,0.0,0.0,89.0,82.0,86.0,85.0,68.0,86.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,40.0,0.0,1.0,88.0,82.0,85.0,74.0,81.0,84.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,80.0,1.0,4.0,84.0,88.0,92.0,87.0,69.0,72.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,2.0,1.0,4.0,84.0,88.0,92.0,87.0,69.0,72.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,46.0,0.0,0.0,83.0,82.0,82.0,79.0,74.0,77.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,80.0,70.0,75.0,70.0,75.0,84.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,37.0,0.0,0.0,76.0,75.0,81.0,77.0,74.0,72.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,5.0,0.0,0.0,73.0,74.0,79.0,74.0,73.0,68.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,13.0,0.0,0.0,69.0,82.0,88.0,84.0,64.0,49.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,115.0,5.0,7.0,96.0,73.0,80.0,74.0,77.0,98.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,133.0,6.0,12.0,87.0,74.0,76.0,73.0,72.0,96.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,79.0,76.0,72.0,78.0,67.0,78.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,3.0,0.0,0.0,75.0,79.0,83.0,75.0,70.0,65.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,31.0,0.0,0.0,73.0,79.0,86.0,84.0,72.0,63.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,67.0,73.0,73.0,70.0,71.0,62.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,64.0,77.0,80.0,70.0,63.0,55.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,33.0,0.0,0.0,88.0,83.0,89.0,86.0,74.0,77.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,44.0,0.0,1.0,88.0,72.0,76.0,75.0,80.0,88.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,28.0,0.0,0.0,82.0,75.0,80.0,74.0,70.0,83.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,47.0,0.0,1.0,81.0,72.0,79.0,76.0,80.0,74.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,8.0,0.0,0.0,79.0,85.0,89.0,77.0,71.0,65.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,6.0,0.0,0.0,72.0,83.0,84.0,76.0,64.0,67.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,3.0,0.0,0.0,64.0,72.0,80.0,72.0,73.0,52.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,76.0,0.0,2.0,93.0,77.0,84.0,78.0,75.0,96.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,66.0,1.0,1.0,90.0,74.0,74.0,72.0,82.0,91.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,45.0,0.0,0.0,88.0,72.0,72.0,68.0,79.0,96.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,85.0,2.0,3.0,88.0,77.0,85.0,74.0,75.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,7.0,2.0,3.0,88.0,77.0,85.0,74.0,75.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,38.0,0.0,0.0,87.0,80.0,82.0,77.0,79.0,83.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,13.0,0.0,0.0,76.0,76.0,78.0,77.0,74.0,76.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,22.0,0.0,0.0,71.0,77.0,84.0,73.0,68.0,66.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,64.0,72.0,73.0,72.0,75.0,52.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,43.0,0.0,0.0,78.0,77.0,75.0,74.0,70.0,76.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17.0,0.0,0.0,76.0,83.0,88.0,75.0,66.0,68.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,76.0,77.0,75.0,73.0,74.0,74.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,12.0,0.0,0.0,75.0,79.0,79.0,76.0,68.0,65.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,9.0,0.0,0.0,74.0,78.0,80.0,74.0,75.0,65.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,69.0,82.0,85.0,82.0,67.0,65.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,4.0,0.0,0.0,60.0,70.0,72.0,67.0,66.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,54.0,0.0,0.0,87.0,79.0,80.0,80.0,75.0,85.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,85.0,81.0,82.0,78.0,75.0,82.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,20.0,0.0,0.0,84.0,82.0,85.0,80.0,67.0,79.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,21.0,0.0,0.0,79.0,73.0,76.0,72.0,77.0,77.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,78.0,72.0,74.0,75.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,78.0,72.0,74.0,75.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17.0,0.0,0.0,74.0,82.0,88.0,79.0,67.0,65.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,50.0,0.0,0.0,89.0,78.0,84.0,77.0,75.0,84.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,56.0,0.0,3.0,88.0,85.0,92.0,89.0,73.0,80.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,26.0,0.0,0.0,80.0,75.0,78.0,72.0,77.0,74.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18.0,0.0,0.0,73.0,71.0,72.0,70.0,70.0,79.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,28.0,0.0,0.0,68.0,77.0,78.0,74.0,70.0,63.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,68.0,77.0,78.0,74.0,70.0,63.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,4.0,0.0,0.0,67.0,86.0,90.0,80.0,60.0,50.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,60.0,71.0,72.0,68.0,70.0,60.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,39.0,0.0,0.0,87.0,80.0,82.0,79.0,77.0,83.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,13.0,0.0,0.0,75.0,77.0,78.0,72.0,74.0,71.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,42.0,0.0,0.0,74.0,80.0,84.0,75.0,70.0,67.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,9.0,0.0,0.0,74.0,80.0,84.0,75.0,70.0,67.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,13.0,0.0,0.0,74.0,80.0,84.0,75.0,70.0,67.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,4.0,0.0,0.0,74.0,80.0,84.0,75.0,70.0,67.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,38.0,0.0,0.0,73.0,73.0,75.0,74.0,74.0,69.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,45.0,0.0,0.0,68.0,76.0,78.0,76.0,66.0,65.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,68.0,76.0,78.0,76.0,66.0,65.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,12.0,0.0,0.0,67.0,70.0,79.0,69.0,75.0,67.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,67.0,77.0,87.0,78.0,67.0,53.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,71.0,1.0,4.0,89.0,79.0,85.0,74.0,77.0,88.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,54.0,0.0,0.0,86.0,81.0,84.0,79.0,76.0,76.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,14.0,0.0,0.0,81.0,83.0,85.0,79.0,65.0,74.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,29.0,0.0,0.0,80.0,80.0,82.0,78.0,71.0,78.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,9.0,0.0,0.0,75.0,82.0,89.0,79.0,67.0,68.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,62.0,72.0,74.0,68.0,75.0,59.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,90.0,1.0,4.0,95.0,85.0,91.0,82.0,77.0,84.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,95.0,1.0,2.0,90.0,79.0,82.0,80.0,80.0,86.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,46.0,0.0,0.0,84.0,75.0,79.0,74.0,82.0,80.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,62.0,0.0,0.0,84.0,78.0,83.0,83.0,75.0,80.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,10.0,0.0,0.0,78.0,70.0,76.0,66.0,79.0,75.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,2.0,0.0,0.0,74.0,82.0,83.0,75.0,72.0,64.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,73.0,76.0,81.0,73.0,72.0,64.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,2.0,0.0,0.0,69.0,73.0,78.0,71.0,74.0,62.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,83.0,0.0,1.0,93.0,85.0,89.0,88.0,69.0,94.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,68.0,0.0,0.0,87.0,75.0,81.0,77.0,74.0,89.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,59.0,0.0,0.0,87.0,83.0,88.0,78.0,76.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,30.0,0.0,0.0,87.0,83.0,88.0,78.0,76.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,40.0,1.0,3.0,82.0,85.0,90.0,82.0,77.0,64.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,46.0,0.0,0.0,78.0,76.0,77.0,72.0,74.0,76.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,54.0,0.0,1.0,75.0,79.0,87.0,75.0,72.0,68.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,76.0,78.0,75.0,72.0,70.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18.0,0.0,0.0,65.0,73.0,72.0,66.0,74.0,62.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,63.0,71.0,76.0,68.0,70.0,60.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,69.0,1.0,5.0,97.0,88.0,90.0,88.0,74.0,88.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,59.0,0.0,0.0,86.0,77.0,77.0,73.0,80.0,85.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,86.0,77.0,77.0,73.0,80.0,85.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,31.0,0.0,0.0,85.0,76.0,78.0,74.0,74.0,86.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18.0,0.0,0.0,83.0,80.0,82.0,76.0,71.0,76.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,59.0,0.0,1.0,83.0,76.0,85.0,75.0,78.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,83.0,76.0,85.0,75.0,78.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,5.0,0.0,0.0,74.0,80.0,84.0,78.0,68.0,70.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,77.0,84.0,77.0,65.0,64.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,77.0,84.0,77.0,65.0,64.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,67.0,72.0,73.0,72.0,75.0,57.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,66.0,74.0,77.0,70.0,74.0,64.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,60.0,0.0,0.0,94.0,79.0,82.0,79.0,78.0,89.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
