Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PCTH,PCAR,PBTK,PTRK,PCOD,PBCV,PSTF,PSPM,PJUM,PJMP
0,0.0,0.0,6.0,0.0,0.0,75.0,86.0,87.0,83.0,66.0,72.0,70.0,76.0,74.0,0.0,0,0.0,0.0,0.0,0.0,70.0
0,0.0,0.0,4.0,0.0,0.0,72.0,65.0,64.0,60.0,73.0,70.0,60.0,62.0,60.0,0.0,0,0.0,0.0,0.0,0.0,54.0
0,0.0,0.0,36.0,0.0,0.0,72.0,86.0,85.0,80.0,79.0,47.0,64.0,75.0,85.0,0.0,0,0.0,0.0,0.0,0.0,62.0
0,0.0,0.0,25.0,0.0,0.0,65.0,87.0,88.0,82.0,64.0,43.0,56.0,67.0,72.0,0.0,0,0.0,0.0,0.0,0.0,59.0
0,0.0,0.0,102.0,1.0,5.0,95.0,89.0,92.0,89.0,78.0,97.0,79.0,98.0,88.0,0.0,0,0.0,0.0,0.0,0.0,65.0
0,0.0,0.0,12.0,0.0,0.0,88.0,69.0,74.0,66.0,66.0,74.0,80.0,67.0,64.0,0.0,0,0.0,0.0,0.0,0.0,49.0
0,0.0,0.0,11.0,0.0,0.0,83.0,93.0,93.0,87.0,62.0,82.0,74.0,78.0,79.0,0.0,0,0.0,0.0,0.0,0.0,65.0
0,0.0,0.0,5.0,0.0,0.0,72.0,85.0,88.0,82.0,68.0,56.0,62.0,72.0,78.0,0.0,0,0.0,0.0,0.0,0.0,66.0
0,0.0,0.0,4.0,0.0,0.0,69.0,81.0,77.0,73.0,67.0,55.0,63.0,68.0,66.0,0.0,0,0.0,0.0,0.0,0.0,69.0
0,0.0,0.0,13.0,0.0,0.0,87.0,84.0,85.0,77.0,81.0,74.0,55.0,91.0,92.0,0.0,0,0.0,0.0,0.0,0.0,54.0
0,0.0,0.0,30.0,0.0,0.0,86.0,89.0,91.0,86.0,76.0,77.0,70.0,86.0,89.0,0.0,0,0.0,0.0,0.0,0.0,77.0
0,0.0,0.0,20.0,0.0,0.0,76.0,94.0,93.0,88.0,64.0,65.0,67.0,72.0,67.0,0.0,0,0.0,0.0,0.0,0.0,70.0
0,0.0,0.0,0.0,0.0,0.0,72.0,89.0,91.0,89.0,66.0,42.0,67.0,74.0,74.0,0.0,0,0.0,0.0,0.0,0.0,68.0
0,0.0,0.0,0.0,0.0,0.0,69.0,62.0,68.0,54.0,64.0,55.0,64.0,69.0,71.0,0.0,0,0.0,0.0,0.0,0.0,57.0
0,0.0,0.0,69.0,1.0,2.0,89.0,94.0,98.0,94.0,65.0,79.0,82.0,85.0,77.0,0.0,0,0.0,0.0,0.0,0.0,60.0
0,0.0,0.0,11.0,0.0,0.0,86.0,62.0,70.0,59.0,77.0,75.0,74.0,68.0,69.0,0.0,0,0.0,0.0,0.0,0.0,58.0
0,0.0,0.0,27.0,0.0,0.0,82.0,86.0,88.0,81.0,76.0,77.0,63.0,87.0,87.0,0.0,0,0.0,0.0,0.0,0.0,68.0
0,0.0,0.0,7.0,0.0,0.0,74.0,88.0,92.0,92.0,59.0,55.0,69.0,75.0,67.0,0.0,0,0.0,0.0,0.0,0.0,70.0
0,0.0,0.0,0.0,0.0,0.0,70.0,89.0,90.0,86.0,59.0,58.0,65.0,80.0,62.0,0.0,0,0.0,0.0,0.0,0.0,70.0
0,0.0,0.0,0.0,0.0,0.0,89.0,63.0,72.0,53.0,78.0,80.0,54.0,55.0,60.0,0.0,0,0.0,0.0,0.0,0.0,48.0
0,0.0,0.0,81.0,2.0,6.0,87.0,82.0,85.0,79.0,85.0,95.0,53.0,96.0,95.0,0.0,0,0.0,0.0,0.0,0.0,45.0
0,0.0,0.0,52.0,0.0,0.0,87.0,87.0,87.0,87.0,74.0,87.0,76.0,86.0,84.0,0.0,0,0.0,0.0,0.0,0.0,79.0
0,0.0,0.0,9.0,0.0,0.0,83.0,85.0,87.0,84.0,66.0,60.0,66.0,78.0,80.0,0.0,0,0.0,0.0,0.0,0.0,70.0
0,0.0,0.0,19.0,0.0,0.0,73.0,91.0,89.0,86.0,69.0,54.0,59.0,74.0,76.0,0.0,0,0.0,0.0,0.0,0.0,59.0
0,0.0,0.0,25.0,0.0,0.0,73.0,91.0,89.0,86.0,69.0,54.0,59.0,74.0,76.0,0.0,0,0.0,0.0,0.0,0.0,59.0
0,0.0,0.0,0.0,0.0,0.0,73.0,91.0,89.0,86.0,69.0,54.0,59.0,74.0,76.0,0.0,0,0.0,0.0,0.0,0.0,59.0
0,0.0,0.0,129.0,3.0,5.0,98.0,95.0,97.0,95.0,72.0,90.0,85.0,87.0,93.0,0.0,0,0.0,0.0,0.0,0.0,73.0
0,0.0,0.0,14.0,2.0,4.0,92.0,55.0,53.0,49.0,77.0,90.0,54.0,70.0,68.0,0.0,0,0.0,0.0,0.0,0.0,52.0
0,0.0,0.0,0.0,0.0,0.0,79.0,90.0,90.0,84.0,72.0,65.0,61.0,80.0,86.0,0.0,0,0.0,0.0,0.0,0.0,62.0
0,0.0,0.0,62.0,0.0,3.0,72.0,92.0,95.0,94.0,55.0,58.0,70.0,75.0,55.0,0.0,0,0.0,0.0,0.0,0.0,70.0
0,0.0,0.0,55.0,1.0,2.0,71.0,91.0,93.0,82.0,71.0,55.0,55.0,75.0,72.0,0.0,0,0.0,0.0,0.0,0.0,66.0
0,0.0,0.0,1.0,0.0,0.0,65.0,71.0,80.0,75.0,65.0,53.0,58.0,73.0,77.0,0.0,0,0.0,0.0,0.0,0.0,71.0
0,0.0,0.0,13.0,0.0,1.0,96.0,72.0,74.0,70.0,72.0,90.0,75.0,77.0,72.0,0.0,0,0.0,0.0,0.0,0.0,58.0
0,0.0,0.0,36.0,0.0,0.0,84.0,87.0,93.0,84.0,75.0,79.0,65.0,82.0,87.0,0.0,0,0.0,0.0,0.0,0.0,64.0
0,0.0,0.0,94.0,0.0,5.0,76.0,88.0,89.0,88.0,70.0,50.0,64.0,78.0,81.0,0.0,0,0.0,0.0,0.0,0.0,72.0
0,0.0,0.0,34.0,0.0,0.0,72.0,84.0,86.0,83.0,67.0,78.0,66.0,70.0,66.0,0.0,0,0.0,0.0,0.0,0.0,70.0
0,0.0,0.0,6.0,0.0,0.0,72.0,84.0,86.0,83.0,67.0,78.0,66.0,70.0,66.0,0.0,0,0.0,0.0,0.0,0.0,70.0
0,0.0,0.0,0.0,0.0,0.0,72.0,87.0,89.0,87.0,62.0,68.0,59.0,72.0,68.0,0.0,0,0.0,0.0,0.0,0.0,62.0
0,0.0,0.0,68.0,1.0,3.0,96.0,92.0,98.0,88.0,78.0,92.0,72.0,95.0,94.0,0.0,0,0.0,0.0,0.0,0.0,77.0
0,0.0,0.0,0.0,0.0,1.0,93.0,76.0,78.0,68.0,74.0,75.0,68.0,68.0,67.0,0.0,0,0.0,0.0,0.0,0.0,54.0
0,0.0,0.0,27.0,0.0,0.0,79.0,91.0,94.0,89.0,68.0,70.0,76.0,74.0,73.0,0.0,0,0.0,0.0,0.0,0.0,67.0
0,0.0,0.0,0.0,0.0,0.0,71.0,85.0,86.0,81.0,66.0,64.0,60.0,73.0,76.0,0.0,0,0.0,0.0,0.0,0.0,71.0
0,0.0,0.0,132.0,3.0,7.0,87.0,90.0,91.0,92.0,66.0,95.0,83.0,82.0,74.0,0.0,0,0.0,0.0,0.0,0.0,82.0
0,0.0,0.0,75.0,0.0,3.0,86.0,88.0,87.0,85.0,75.0,75.0,75.0,83.0,90.0,0.0,0,0.0,0.0,0.0,0.0,74.0
0,0.0,0.0,0.0,0.0,0.0,77.0,70.0,72.0,65.0,70.0,65.0,66.0,68.0,65.0,0.0,0,0.0,0.0,0.0,0.0,52.0
0,0.0,0.0,0.0,0.0,0.0,72.0,94.0,95.0,85.0,60.0,65.0,66.0,65.0,66.0,0.0,0,0.0,0.0,0.0,0.0,66.0
0,0.0,0.0,0.0,0.0,0.0,69.0,87.0,87.0,84.0,65.0,62.0,63.0,66.0,68.0,0.0,0,0.0,0.0,0.0,0.0,68.0
0,0.0,0.0,49.0,3.0,6.0,90.0,82.0,90.0,72.0,81.0,91.0,61.0,72.0,91.0,0.0,0,0.0,0.0,0.0,0.0,60.0
0,0.0,0.0,50.0,0.0,0.0,83.0,88.0,90.0,85.0,75.0,78.0,76.0,75.0,84.0,0.0,0,0.0,0.0,0.0,0.0,79.0
0,0.0,0.0,0.0,0.0,0.0,83.0,92.0,95.0,93.0,67.0,63.0,73.0,78.0,80.0,0.0,0,0.0,0.0,0.0,0.0,75.0
0,0.0,0.0,71.0,0.0,1.0,80.0,85.0,86.0,85.0,65.0,85.0,77.0,81.0,75.0,0.0,0,0.0,0.0,0.0,0.0,77.0
0,0.0,0.0,4.0,0.0,0.0,79.0,70.0,85.0,72.0,64.0,62.0,70.0,66.0,58.0,0.0,0,0.0,0.0,0.0,0.0,66.0
0,0.0,0.0,0.0,0.0,0.0,65.0,88.0,89.0,80.0,58.0,50.0,59.0,67.0,68.0,0.0,0,0.0,0.0,0.0,0.0,64.0
0,0.0,0.0,3.0,0.0,0.0,88.0,90.0,94.0,87.0,78.0,78.0,63.0,82.0,93.0,0.0,0,0.0,0.0,0.0,0.0,70.0
0,0.0,0.0,24.0,0.0,0.0,88.0,90.0,94.0,87.0,78.0,78.0,63.0,82.0,93.0,0.0,0,0.0,0.0,0.0,0.0,70.0
0,0.0,0.0,3.0,0.0,0.0,75.0,85.0,84.0,75.0,71.0,54.0,69.0,73.0,75.0,0.0,0,0.0,0.0,0.0,0.0,72.0
0,0.0,0.0,1.0,0.0,0.0,70.0,91.0,93.0,88.0,65.0,49.0,68.0,74.0,60.0,0.0,0,0.0,0.0,0.0,0.0,69.0
0,0.0,0.0,0.0,0.0,0.0,69.0,83.0,84.0,80.0,69.0,62.0,63.0,70.0,72.0,0.0,0,0.0,0.0,0.0,0.0,62.0
0,0.0,0.0,0.0,0.0,0.0,68.0,91.0,92.0,86.0,62.0,48.0,67.0,68.0,63.0,0.0,0,0.0,0.0,0.0,0.0,66.0
0,0.0,0.0,72.0,0.0,2.0,92.0,96.0,98.0,96.0,67.0,85.0,68.0,84.0,86.0,0.0,0,0.0,0.0,0.0,0.0,79.0
0,0.0,0.0,0.0,0.0,0.0,80.0,64.0,69.0,56.0,72.0,62.0,57.0,71.0,66.0,0.0,0,0.0,0.0,0.0,0.0,57.0
0,0.0,0.0,31.0,0.0,0.0,78.0,87.0,87.0,83.0,72.0,70.0,66.0,81.0,83.0,0.0,0,0.0,0.0,0.0,0.0,64.0
0,0.0,0.0,9.0,0.0,0.0,76.0,85.0,87.0,78.0,75.0,68.0,55.0,80.0,83.0,0.0,0,0.0,0.0,0.0,0.0,52.0
0,0.0,0.0,113.0,1.0,4.0,92.0,88.0,85.0,90.0,78.0,88.0,78.0,85.0,0.0,92.0,0,0.0,97.0,80.0,88.0,83.0
0,0.0,0.0,3.0,0.0,0.0,88.0,66.0,67.0,55.0,85.0,78.0,60.0,74.0,0.0,75.0,0,0.0,80.0,35.0,45.0,49.0
0,0.0,0.0,0.0,0.0,0.0,76.0,85.0,85.0,80.0,79.0,82.0,66.0,84.0,0.0,89.0,0,0.0,89.0,50.0,65.0,69.0
0,0.0,0.0,12.0,0.0,0.0,73.0,91.0,92.0,91.0,62.0,62.0,67.0,74.0,0.0,69.0,0,0.0,60.0,79.0,85.0,68.0
0,0.0,0.0,26.0,0.0,0.0,71.0,88.0,85.0,90.0,64.0,52.0,70.0,76.0,0.0,83.0,0,0.0,65.0,65.0,75.0,70.0
0,0.0,0.0,6.0,0.0,1.0,90.0,66.0,74.0,55.0,88.0,79.0,69.0,78.0,0.0,84.0,0,0.0,87.0,35.0,46.0,68.0
0,0.0,0.0,55.0,1.0,2.0,88.0,92.0,95.0,86.0,82.0,85.0,68.0,90.0,0.0,94.0,0,0.0,91.0,65.0,88.0,66.0
0,0.0,0.0,20.0,0.0,0.0,82.0,96.0,97.0,94.0,68.0,74.0,70.0,84.0,0.0,76.0,0,0.0,58.0,82.0,87.0,77.0
0,0.0,0.0,21.0,0.0,0.0,75.0,86.0,82.0,82.0,79.0,66.0,75.0,80.0,0.0,89.0,0,0.0,88.0,60.0,74.0,65.0
0,0.0,0.0,5.0,0.0,0.0,73.0,90.0,91.0,90.0,70.0,42.0,74.0,80.0,0.0,82.0,0,0.0,85.0,65.0,80.0,80.0
0,0.0,0.0,0.0,0.0,0.0,73.0,90.0,91.0,90.0,70.0,42.0,74.0,80.0,0.0,82.0,0,0.0,85.0,65.0,80.0,80.0
0,0.0,0.0,56.0,0.0,2.0,91.0,92.0,94.0,93.0,79.0,84.0,76.0,87.0,0.0,93.0,0,0.0,98.0,78.0,92.0,67.0
0,0.0,0.0,13.0,1.0,2.0,86.0,77.0,70.0,66.0,80.0,68.0,74.0,75.0,0.0,75.0,0,0.0,77.0,55.0,65.0,80.0
0,0.0,0.0,63.0,0.0,3.0,80.0,91.0,94.0,93.0,78.0,58.0,75.0,85.0,0.0,88.0,0,0.0,74.0,64.0,74.0,85.0
0,0.0,0.0,0.0,0.0,0.0,77.0,90.0,92.0,92.0,68.0,55.0,68.0,80.0,0.0,78.0,0,0.0,68.0,84.0,88.0,70.0
0,0.0,0.0,74.0,1.0,5.0,90.0,93.0,95.0,93.0,82.0,64.0,75.0,88.0,0.0,95.0,0,0.0,94.0,88.0,94.0,84.0
0,0.0,0.0,0.0,0.0,0.0,79.0,93.0,94.0,90.0,70.0,62.0,75.0,82.0,0.0,80.0,0,0.0,70.0,75.0,80.0,80.0
0,0.0,0.0,0.0,0.0,0.0,78.0,66.0,66.0,60.0,82.0,66.0,58.0,75.0,0.0,68.0,0,0.0,85.0,30.0,35.0,56.0
0,0.0,0.0,1.0,0.0,0.0,74.0,84.0,85.0,82.0,76.0,65.0,70.0,80.0,0.0,89.0,0,0.0,87.0,65.0,72.0,75.0
0,0.0,0.0,0.0,0.0,0.0,72.0,87.0,86.0,84.0,78.0,40.0,77.0,80.0,0.0,88.0,0,0.0,80.0,60.0,70.0,84.0
0,0.0,0.0,0.0,0.0,0.0,87.0,78.0,79.0,76.0,75.0,78.0,78.0,85.0,0.0,78.0,0,0.0,75.0,55.0,68.0,68.0
0,0.0,0.0,61.0,0.0,1.0,85.0,93.0,96.0,94.0,61.0,64.0,70.0,85.0,0.0,80.0,0,0.0,60.0,96.0,94.0,74.0
0,0.0,0.0,48.0,0.0,1.0,83.0,93.0,92.0,93.0,78.0,56.0,74.0,90.0,0.0,90.0,0,0.0,87.0,70.0,84.0,85.0
0,0.0,0.0,0.0,0.0,0.0,83.0,93.0,92.0,93.0,78.0,56.0,74.0,90.0,0.0,90.0,0,0.0,87.0,70.0,84.0,85.0
0,0.0,0.0,5.0,0.0,0.0,76.0,87.0,87.0,85.0,72.0,68.0,74.0,87.0,0.0,84.0,0,0.0,76.0,66.0,72.0,70.0
0,0.0,0.0,0.0,0.0,0.0,73.0,91.0,91.0,88.0,69.0,54.0,74.0,78.0,0.0,80.0,0,0.0,70.0,65.0,75.0,80.0
0,0.0,0.0,0.0,0.0,0.0,84.0,74.0,70.0,65.0,80.0,84.0,68.0,74.0,0.0,70.0,0,0.0,75.0,30.0,45.0,40.0
0,0.0,0.0,84.0,0.0,2.0,80.0,92.0,90.0,90.0,78.0,54.0,78.0,84.0,0.0,90.0,0,0.0,85.0,65.0,75.0,80.0
0,0.0,0.0,36.0,0.0,0.0,80.0,87.0,87.0,84.0,75.0,72.0,62.0,85.0,0.0,87.0,0,0.0,89.0,70.0,84.0,74.0
0,0.0,0.0,11.0,0.0,0.0,78.0,89.0,91.0,89.0,73.0,69.0,72.0,76.0,0.0,78.0,0,0.0,80.0,72.0,91.0,69.0
0,0.0,0.0,101.0,4.0,7.0,78.0,89.0,91.0,89.0,73.0,69.0,72.0,76.0,0.0,78.0,0,0.0,80.0,72.0,91.0,69.0
0,0.0,0.0,2.0,0.0,0.0,72.0,92.0,94.0,96.0,49.0,60.0,72.0,76.0,0.0,55.0,0,0.0,40.0,82.0,90.0,85.0
0,0.0,0.0,4.0,0.0,0.0,87.0,72.0,70.0,66.0,80.0,78.0,69.0,77.0,0.0,80.0,0,0.0,85.0,40.0,45.0,55.0
0,0.0,0.0,46.0,0.0,1.0,84.0,87.0,85.0,84.0,84.0,85.0,69.0,90.0,0.0,94.0,0,0.0,96.0,60.0,75.0,73.0
0,0.0,0.0,0.0,0.0,0.0,82.0,89.0,91.0,88.0,72.0,82.0,80.0,82.0,0.0,80.0,0,0.0,67.0,77.0,85.0,67.0
0,0.0,0.0,9.0,0.0,0.0,80.0,90.0,92.0,89.0,69.0,66.0,79.0,79.0,0.0,72.0,0,0.0,68.0,84.0,88.0,67.0
0,0.0,0.0,0.0,0.0,0.0,78.0,91.0,93.0,94.0,60.0,54.0,72.0,78.0,0.0,77.0,0,0.0,60.0,88.0,91.0,87.0
0,0.0,0.0,3.0,0.0,0.0,92.0,78.0,80.0,74.0,82.0,70.0,66.0,78.0,0.0,84.0,0,0.0,85.0,45.0,55.0,68.0
0,0.0,0.0,69.0,1.0,1.0,90.0,92.0,88.0,86.0,88.0,95.0,76.0,89.0,0.0,97.0,0,0.0,96.0,60.0,82.0,81.0
0,0.0,0.0,12.0,0.0,0.0,77.0,92.0,94.0,93.0,66.0,60.0,77.0,75.0,0.0,67.0,0,0.0,55.0,84.0,86.0,79.0
0,0.0,0.0,0.0,0.0,0.0,77.0,88.0,90.0,88.0,67.0,68.0,79.0,77.0,0.0,70.0,0,0.0,67.0,84.0,85.0,72.0
0,0.0,0.0,0.0,0.0,0.0,93.0,92.0,95.0,94.0,86.0,80.0,77.0,89.0,0.0,99.0,0,0.0,95.0,70.0,86.0,68.0
0,0.0,0.0,1.0,0.0,0.0,83.0,78.0,78.0,76.0,80.0,58.0,72.0,75.0,0.0,80.0,0,0.0,80.0,40.0,50.0,65.0
0,0.0,0.0,27.0,0.0,0.0,80.0,96.0,97.0,97.0,60.0,52.0,79.0,85.0,0.0,66.0,0,0.0,60.0,87.0,92.0,80.0
0,0.0,0.0,13.0,0.0,0.0,77.0,90.0,92.0,88.0,74.0,45.0,74.0,82.0,0.0,82.0,0,0.0,76.0,78.0,85.0,85.0
0,0.0,0.0,0.0,0.0,0.0,84.0,92.0,94.0,91.0,70.0,70.0,78.0,82.0,0.0,83.0,0,0.0,80.0,78.0,88.0,80.0
0,0.0,0.0,50.0,0.0,0.0,81.0,89.0,92.0,86.0,75.0,74.0,78.0,76.0,0.0,85.0,0,0.0,87.0,71.0,85.0,79.0
0,0.0,0.0,0.0,0.0,0.0,79.0,86.0,84.0,84.0,74.0,70.0,68.0,84.0,0.0,86.0,0,0.0,85.0,64.0,78.0,71.0
0,0.0,0.0,45.0,0.0,0.0,78.0,87.0,90.0,86.0,74.0,66.0,70.0,80.0,0.0,85.0,0,0.0,84.0,70.0,78.0,69.0
0,0.0,0.0,0.0,0.0,0.0,78.0,87.0,90.0,86.0,74.0,66.0,70.0,80.0,0.0,85.0,0,0.0,84.0,70.0,78.0,69.0
0,0.0,0.0,0.0,0.0,0.0,75.0,92.0,93.0,93.0,66.0,50.0,68.0,80.0,0.0,75.0,0,0.0,65.0,77.0,87.0,70.0
0,0.0,0.0,5.0,0.0,0.0,71.0,88.0,86.0,86.0,74.0,44.0,75.0,82.0,0.0,86.0,0,0.0,80.0,60.0,75.0,80.0
0,0.0,0.0,38.0,0.0,0.0,79.0,92.0,92.0,92.0,73.0,55.0,76.0,85.0,0.0,82.0,0,0.0,87.0,70.0,80.0,80.0
0,0.0,0.0,0.0,0.0,0.0,79.0,92.0,92.0,92.0,73.0,55.0,76.0,85.0,0.0,82.0,0,0.0,87.0,70.0,80.0,80.0
0,0.0,0.0,19.0,0.0,0.0,79.0,92.0,92.0,92.0,73.0,55.0,76.0,85.0,0.0,82.0,0,0.0,87.0,70.0,80.0,80.0
0,0.0,0.0,3.0,0.0,1.0,78.0,76.0,72.0,70.0,77.0,40.0,84.0,80.0,0.0,84.0,0,0.0,84.0,55.0,65.0,70.0
0,0.0,0.0,22.0,0.0,0.0,78.0,95.0,95.0,89.0,68.0,67.0,73.0,76.0,0.0,70.0,0,0.0,58.0,78.0,88.0,71.0
0,0.0,0.0,1.0,0.0,0.0,75.0,94.0,92.0,90.0,66.0,58.0,74.0,76.0,0.0,70.0,0,0.0,50.0,85.0,85.0,70.0
0,0.0,0.0,0.0,0.0,0.0,68.0,58.0,60.0,48.0,90.0,44.0,58.0,70.0,0.0,55.0,0,0.0,65.0,15.0,15.0,48.0
0,0.0,0.0,14.0,2.0,4.0,87.0,65.0,55.0,53.0,85.0,88.0,60.0,70.0,0.0,67.0,0,0.0,87.0,40.0,30.0,52.0
0,0.0,0.0,41.0,0.0,1.0,87.0,90.0,90.0,90.0,79.0,82.0,72.0,84.0,0.0,92.0,0,0.0,94.0,65.0,85.0,74.0
0,0.0,0.0,68.0,1.0,3.0,84.0,84.0,80.0,78.0,80.0,90.0,72.0,95.0,0.0,94.0,0,0.0,95.0,60.0,75.0,77.0
0,0.0,0.0,27.0,0.0,0.0,84.0,93.0,92.0,88.0,70.0,70.0,74.0,75.0,0.0,87.0,0,0.0,94.0,94.0,85.0,75.0
0,0.0,0.0,0.0,0.0,0.0,81.0,63.0,68.0,52.0,78.0,70.0,62.0,65.0,0.0,67.0,0,0.0,77.0,61.0,25.0,48.0
0,0.0,0.0,23.0,0.0,0.0,79.0,82.0,80.0,80.0,82.0,88.0,60.0,90.0,0.0,92.0,0,0.0,92.0,60.0,82.0,62.0
0,0.0,0.0,4.0,0.0,0.0,78.0,74.0,80.0,70.0,76.0,68.0,68.0,72.0,0.0,68.0,0,0.0,74.0,35.0,45.0,66.0
0,0.0,0.0,6.0,0.0,0.0,77.0,87.0,90.0,83.0,74.0,70.0,77.0,84.0,0.0,87.0,0,0.0,87.0,67.0,71.0,61.0
0,0.0,0.0,8.0,0.0,0.0,77.0,92.0,94.0,94.0,66.0,62.0,74.0,78.0,0.0,74.0,0,0.0,60.0,72.0,89.0,75.0
0,0.0,0.0,21.0,0.0,0.0,76.0,87.0,86.0,82.0,74.0,46.0,70.0,80.0,0.0,80.0,0,0.0,75.0,55.0,70.0,75.0
0,0.0,0.0,0.0,0.0,0.0,76.0,88.0,88.0,90.0,68.0,62.0,68.0,79.0,0.0,80.0,0,0.0,78.0,82.0,84.0,70.0
0,0.0,0.0,3.0,0.0,0.0,75.0,87.0,90.0,88.0,66.0,60.0,70.0,75.0,0.0,74.0,0,0.0,55.0,85.0,88.0,78.0
0,0.0,0.0,0.0,0.0,0.0,75.0,87.0,90.0,90.0,68.0,54.0,69.0,79.0,0.0,86.0,0,0.0,80.0,72.0,77.0,80.0
0,0.0,0.0,27.0,0.0,0.0,75.0,84.0,82.0,80.0,80.0,82.0,64.0,88.0,0.0,92.0,0,0.0,90.0,50.0,65.0,75.0
0,0.0,0.0,0.0,0.0,0.0,74.0,84.0,84.0,78.0,76.0,55.0,80.0,76.0,0.0,74.0,0,0.0,55.0,50.0,60.0,80.0
0,0.0,0.0,0.0,0.0,0.0,74.0,85.0,85.0,82.0,74.0,52.0,78.0,80.0,0.0,82.0,0,0.0,70.0,70.0,75.0,70.0
0,0.0,0.0,0.0,0.0,0.0,74.0,72.0,72.0,70.0,72.0,56.0,70.0,70.0,0.0,70.0,0,0.0,80.0,47.0,66.0,68.0
0,0.0,0.0,13.0,0.0,0.0,74.0,76.0,77.0,70.0,80.0,60.0,60.0,86.0,0.0,86.0,0,0.0,90.0,45.0,67.0,54.0
0,0.0,0.0,0.0,0.0,0.0,74.0,86.0,87.0,82.0,74.0,76.0,66.0,84.0,0.0,79.0,0,0.0,85.0,55.0,69.0,69.0
0,0.0,0.0,0.0,0.0,0.0,74.0,84.0,85.0,77.0,80.0,88.0,56.0,92.0,0.0,89.0,0,0.0,92.0,45.0,65.0,69.0
0,0.0,0.0,37.0,0.0,0.0,74.0,84.0,85.0,77.0,80.0,88.0,56.0,92.0,0.0,89.0,0,0.0,92.0,45.0,65.0,69.0
0,0.0,0.0,0.0,0.0,0.0,74.0,93.0,94.0,92.0,60.0,52.0,74.0,75.0,0.0,68.0,0,0.0,52.0,80.0,88.0,88.0
0,0.0,0.0,0.0,0.0,0.0,73.0,72.0,70.0,65.0,67.0,74.0,74.0,70.0,0.0,66.0,0,0.0,60.0,48.0,60.0,65.0
0,0.0,0.0,0.0,0.0,0.0,73.0,93.0,94.0,92.0,74.0,48.0,66.0,77.0,0.0,85.0,0,0.0,75.0,70.0,80.0,92.0
0,0.0,0.0,0.0,0.0,0.0,73.0,88.0,89.0,88.0,58.0,60.0,70.0,72.0,0.0,72.0,0,0.0,58.0,84.0,86.0,72.0
0,0.0,0.0,0.0,0.0,0.0,72.0,90.0,88.0,88.0,75.0,50.0,78.0,77.0,0.0,84.0,0,0.0,75.0,55.0,70.0,80.0
0,0.0,0.0,32.0,0.0,1.0,72.0,89.0,90.0,94.0,65.0,44.0,70.0,78.0,0.0,68.0,0,0.0,55.0,82.0,92.0,80.0
0,0.0,0.0,3.0,0.0,0.0,71.0,86.0,88.0,80.0,83.0,42.0,74.0,82.0,0.0,88.0,0,0.0,82.0,58.0,68.0,70.0
0,0.0,0.0,0.0,0.0,0.0,70.0,88.0,90.0,90.0,65.0,56.0,72.0,77.0,0.0,68.0,0,0.0,65.0,72.0,77.0,89.0
0,0.0,0.0,2.0,0.0,0.0,69.0,67.0,72.0,64.0,74.0,58.0,68.0,60.0,0.0,75.0,0,0.0,80.0,50.0,50.0,70.0
0,0.0,0.0,0.0,0.0,0.0,69.0,94.0,95.0,85.0,60.0,65.0,66.0,65.0,0.0,64.0,0,0.0,40.0,87.0,83.0,66.0
0,0.0,0.0,3.0,0.0,0.0,67.0,77.0,80.0,74.0,81.0,40.0,48.0,60.0,0.0,60.0,0,0.0,55.0,20.0,30.0,65.0
0,0.0,0.0,0.0,0.0,0.0,67.0,85.0,84.0,84.0,76.0,48.0,70.0,78.0,0.0,85.0,0,0.0,82.0,55.0,65.0,85.0
0,0.0,0.0,0.0,0.0,0.0,67.0,90.0,90.0,88.0,66.0,45.0,64.0,80.0,0.0,82.0,0,0.0,55.0,60.0,70.0,80.0
0,0.0,0.0,0.0,0.0,0.0,87.0,93.0,92.0,88.0,80.0,84.0,79.0,83.0,0.0,92.0,0,0.0,93.0,74.0,87.0,82.0
0,0.0,0.0,10.0,0.0,0.0,87.0,93.0,92.0,88.0,80.0,84.0,79.0,83.0,0.0,92.0,0,0.0,93.0,74.0,87.0,82.0
0,0.0,0.0,0.0,0.0,0.0,86.0,80.0,82.0,78.0,76.0,65.0,68.0,74.0,0.0,72.0,0,0.0,77.0,45.0,55.0,74.0
0,0.0,0.0,0.0,0.0,0.0,85.0,78.0,80.0,75.0,78.0,68.0,78.0,78.0,0.0,76.0,0,0.0,65.0,40.0,45.0,60.0
0,0.0,0.0,16.0,0.0,0.0,81.0,92.0,92.0,93.0,64.0,68.0,74.0,79.0,0.0,79.0,0,0.0,72.0,82.0,87.0,84.0
0,0.0,0.0,3.0,0.0,0.0,77.0,89.0,92.0,84.0,78.0,65.0,71.0,80.0,0.0,86.0,0,0.0,87.0,70.0,80.0,80.0
0,0.0,0.0,83.0,0.0,4.0,82.0,87.0,88.0,84.0,74.0,85.0,75.0,80.0,0.0,86.0,0,0.0,86.0,72.0,80.0,70.0
0,0.0,0.0,0.0,0.0,0.0,81.0,70.0,70.0,66.0,84.0,68.0,75.0,70.0,0.0,74.0,0,0.0,78.0,35.0,45.0,65.0
0,0.0,0.0,3.0,0.0,0.0,79.0,88.0,88.0,86.0,70.0,78.0,66.0,84.0,0.0,80.0,0,0.0,87.0,70.0,79.0,70.0
