Height,Weight,Age,wAV,AP1,PB,POVR,PKPW,PKAC
0,0.0,0.0,0.0,0.0,0.0,66.0,87.0,80.0
0,0.0,0.0,0.0,0.0,0.0,92.0,90.0,91.0
0,0.0,0.0,1.0,0.0,0.0,71.0,84.0,90.0
0,0.0,0.0,0.0,0.0,0.0,86.0,87.0,91.0
0,0.0,0.0,26.0,0.0,0.0,85.0,90.0,88.0
0,0.0,0.0,0.0,0.0,1.0,95.0,93.0,92.0
0,0.0,0.0,0.0,0.0,0.0,95.0,93.0,92.0
0,0.0,0.0,20.0,0.0,0.0,88.0,89.0,90.0
0,0.0,0.0,0.0,0.0,0.0,90.0,94.0,87.0
0,0.0,0.0,26.0,0.0,0.0,77.0,92.0,84.0
0,0.0,0.0,24.0,0.0,2.0,83.0,93.0,86.0
0,0.0,0.0,0.0,0.0,0.0,77.0,92.0,84.0
0,0.0,0.0,0.0,0.0,0.0,90.0,94.0,88.0
0,0.0,0.0,0.0,0.0,1.0,79.0,85.0,87.0
0,0.0,0.0,17.0,0.0,0.0,83.0,89.0,87.0
0,0.0,0.0,0.0,0.0,1.0,80.0,91.0,82.0
0,0.0,0.0,0.0,0.0,0.0,75.0,90.0,83.0
0,0.0,0.0,0.0,0.0,0.0,99.0,94.0,94.0
0,0.0,0.0,0.0,0.0,0.0,86.0,87.0,91.0
0,0.0,0.0,0.0,0.0,0.0,86.0,87.0,91.0
0,0.0,0.0,21.0,0.0,2.0,94.0,92.0,90.0
0,0.0,0.0,0.0,0.0,1.0,85.0,87.0,90.0
0,0.0,0.0,0.0,0.0,0.0,84.0,91.0,87.0
0,0.0,0.0,0.0,0.0,1.0,83.0,83.0,93.0
0,0.0,0.0,22.0,0.0,0.0,84.0,92.0,88.0
0,0.0,0.0,0.0,0.0,0.0,82.0,91.0,85.0
0,0.0,0.0,44.0,6.0,7.0,99.0,97.0,90.0
0,0.0,0.0,41.0,0.0,1.0,95.0,98.0,89.0
0,0.0,0.0,0.0,0.0,0.0,99.0,93.0,94.0
0,0.0,0.0,0.0,0.0,0.0,79.0,87.0,87.0
0,0.0,0.0,29.0,1.0,1.0,92.0,90.0,90.0
0,0.0,0.0,0.0,0.0,0.0,88.0,89.0,92.0
0,0.0,0.0,21.0,1.0,2.0,85.0,90.0,90.0
0,0.0,0.0,23.0,0.0,0.0,81.0,93.0,82.0
0,0.0,0.0,0.0,0.0,0.0,87.0,93.0,87.0
0,0.0,0.0,34.0,3.0,3.0,77.0,87.0,87.0
0,0.0,0.0,0.0,0.0,0.0,84.0,93.0,87.0
0,0.0,0.0,34.0,0.0,1.0,84.0,93.0,87.0
0,0.0,0.0,27.0,0.0,0.0,74.0,89.0,83.0
0,0.0,0.0,0.0,0.0,1.0,89.0,87.0,92.0
0,0.0,0.0,5.0,0.0,0.0,72.0,92.0,80.0
0,0.0,0.0,18.0,0.0,1.0,82.0,91.0,84.0
0,0.0,0.0,0.0,0.0,0.0,74.0,86.0,86.0
0,0.0,0.0,25.0,1.0,2.0,91.0,90.0,90.0
0,0.0,0.0,0.0,0.0,0.0,74.0,91.0,84.0
0,0.0,0.0,29.0,1.0,1.0,87.0,89.0,88.0
0,0.0,0.0,0.0,0.0,0.0,81.0,95.0,82.0
0,0.0,0.0,0.0,0.0,0.0,81.0,95.0,82.0
0,0.0,0.0,29.0,1.0,1.0,82.0,97.0,84.0
0,0.0,0.0,0.0,0.0,0.0,73.0,88.0,86.0
0,0.0,0.0,43.0,0.0,3.0,90.0,93.0,92.0
0,0.0,0.0,0.0,0.0,0.0,77.0,93.0,84.0
0,0.0,0.0,45.0,1.0,1.0,95.0,90.0,98.0
0,0.0,0.0,25.0,0.0,1.0,80.0,92.0,87.0
0,0.0,0.0,0.0,0.0,0.0,92.0,93.0,95.0
0,0.0,0.0,0.0,0.0,0.0,89.0,94.0,92.0
0,0.0,0.0,41.0,0.0,1.0,92.0,93.0,94.0
0,0.0,0.0,0.0,0.0,0.0,82.0,92.0,88.0
0,0.0,0.0,0.0,0.0,0.0,93.0,92.0,96.0
0,0.0,0.0,20.0,0.0,0.0,82.0,88.0,90.0
0,0.0,0.0,0.0,0.0,0.0,90.0,92.0,93.0
0,0.0,0.0,0.0,0.0,0.0,82.0,92.0,89.0
0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,94.0
0,0.0,0.0,18.0,0.0,0.0,81.0,92.0,88.0
0,0.0,0.0,0.0,0.0,0.0,95.0,97.0,93.0
0,0.0,0.0,35.0,0.0,1.0,89.0,95.0,92.0
0,0.0,0.0,0.0,0.0,0.0,77.0,92.0,86.0
0,0.0,0.0,0.0,0.0,0.0,70.0,92.0,81.0
0,0.0,0.0,48.0,0.0,2.0,91.0,93.0,93.0
0,0.0,0.0,18.0,0.0,0.0,81.0,92.0,88.0
0,0.0,0.0,5.0,0.0,0.0,81.0,92.0,88.0
0,0.0,0.0,0.0,0.0,1.0,83.0,84.0,95.0
0,0.0,0.0,0.0,0.0,0.0,83.0,88.0,92.0
0,0.0,0.0,25.0,2.0,3.0,83.0,92.0,89.0
0,0.0,0.0,0.0,0.0,0.0,77.0,88.0,88.0
0,0.0,0.0,0.0,0.0,0.0,77.0,88.0,88.0
0,0.0,0.0,3.0,0.0,0.0,76.0,96.0,82.0
0,0.0,0.0,0.0,0.0,0.0,75.0,91.0,85.0
0,0.0,0.0,0.0,0.0,1.0,74.0,89.0,86.0
0,0.0,0.0,0.0,0.0,0.0,74.0,89.0,86.0
0,0.0,0.0,0.0,0.0,0.0,71.0,92.0,82.0
0,0.0,0.0,0.0,0.0,0.0,70.0,89.0,84.0
0,0.0,0.0,2.0,0.0,0.0,69.0,88.0,84.0
0,0.0,0.0,1.0,0.0,0.0,68.0,90.0,84.0
0,0.0,0.0,0.0,0.0,0.0,68.0,86.0,86.0
0,0.0,0.0,1.0,0.0,0.0,68.0,83.0,89.0
0,0.0,0.0,33.0,0.0,0.0,88.0,97.0,90.0
0,0.0,0.0,0.0,0.0,0.0,80.0,96.0,84.0
0,0.0,0.0,26.0,0.0,0.0,88.0,96.0,90.0
0,0.0,0.0,0.0,0.0,1.0,77.0,85.0,89.0
0,0.0,0.0,0.0,0.0,0.0,93.0,90.0,96.0
0,0.0,0.0,20.0,0.0,0.0,87.0,91.0,92.0
0,0.0,0.0,26.0,0.0,0.0,86.0,93.0,90.0
0,0.0,0.0,8.0,0.0,0.0,77.0,93.0,84.0
0,0.0,0.0,24.0,0.0,2.0,94.0,96.0,94.0
0,0.0,0.0,0.0,0.0,0.0,76.0,94.0,83.0
0,0.0,0.0,0.0,0.0,0.0,88.0,93.0,92.0
0,0.0,0.0,21.0,0.0,1.0,76.0,93.0,84.0
0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,94.0
0,0.0,0.0,0.0,0.0,0.0,82.0,93.0,88.0
0,0.0,0.0,37.0,2.0,4.0,92.0,93.0,95.0
0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,85.0
0,0.0,0.0,17.0,0.0,1.0,85.0,89.0,92.0
0,0.0,0.0,0.0,0.0,0.0,79.0,94.0,88.0
0,0.0,0.0,0.0,0.0,0.0,78.0,91.0,86.0
0,0.0,0.0,0.0,0.0,0.0,85.0,92.0,90.0
0,0.0,0.0,0.0,0.0,1.0,81.0,83.0,94.0
0,0.0,0.0,22.0,0.0,0.0,86.0,92.0,92.0
0,0.0,0.0,0.0,0.0,0.0,79.0,92.0,88.0
0,0.0,0.0,44.0,6.0,7.0,97.0,98.0,94.0
0,0.0,0.0,41.0,0.0,1.0,81.0,100.0,82.0
0,0.0,0.0,0.0,0.0,0.0,82.0,91.0,88.0
0,0.0,0.0,0.0,0.0,0.0,74.0,93.0,82.0
0,0.0,0.0,0.0,0.0,0.0,84.0,91.0,91.0
0,0.0,0.0,7.0,0.0,0.0,79.0,92.0,87.0
0,0.0,0.0,21.0,1.0,2.0,94.0,92.0,96.0
0,0.0,0.0,23.0,0.0,0.0,86.0,96.0,88.0
0,0.0,0.0,34.0,3.0,3.0,96.0,97.0,94.0
0,0.0,0.0,0.0,0.0,0.0,90.0,92.0,94.0
0,0.0,0.0,0.0,0.0,0.0,79.0,90.0,87.0
0,0.0,0.0,0.0,0.0,0.0,75.0,94.0,84.0
0,0.0,0.0,5.0,0.0,0.0,75.0,92.0,84.0
0,0.0,0.0,0.0,0.0,0.0,91.0,95.0,92.0
0,0.0,0.0,34.0,0.0,1.0,91.0,95.0,92.0
0,0.0,0.0,27.0,0.0,0.0,90.0,96.0,90.0
0,0.0,0.0,0.0,0.0,0.0,89.0,94.0,91.0
0,0.0,0.0,18.0,0.0,1.0,84.0,92.0,89.0
0,0.0,0.0,0.0,0.0,0.0,91.0,97.0,91.0
0,0.0,0.0,25.0,1.0,2.0,77.0,90.0,85.0
0,0.0,0.0,0.0,0.0,0.0,82.0,91.0,91.0
0,0.0,0.0,0.0,0.0,0.0,80.0,95.0,85.0
0,0.0,0.0,0.0,0.0,0.0,76.0,89.0,86.0
0,0.0,33.0,29.0,1.0,1.0,81.0,0.0,0.0
0,0.0,36.0,0.0,0.0,0.0,69.0,0.0,0.0
0,0.0,39.0,43.0,0.0,3.0,92.0,0.0,0.0
0,0.0,27.0,0.0,0.0,0.0,80.0,0.0,0.0
0,0.0,27.0,25.0,0.0,1.0,86.0,0.0,0.0
0,0.0,24.0,0.0,0.0,0.0,59.0,0.0,0.0
0,0.0,33.0,0.0,0.0,0.0,89.0,0.0,0.0
0,0.0,32.0,0.0,0.0,0.0,79.0,0.0,0.0
0,0.0,39.0,41.0,0.0,1.0,91.0,0.0,0.0
0,0.0,31.0,0.0,0.0,0.0,76.0,0.0,0.0
0,0.0,26.0,0.0,0.0,0.0,94.0,0.0,0.0
0,0.0,35.0,20.0,0.0,0.0,77.0,0.0,0.0
0,0.0,31.0,0.0,0.0,0.0,87.0,0.0,0.0
0,0.0,24.0,23.0,0.0,1.0,68.0,0.0,0.0
0,0.0,34.0,0.0,0.0,0.0,80.0,0.0,0.0
0,0.0,30.0,18.0,0.0,0.0,77.0,0.0,0.0
0,0.0,30.0,0.0,0.0,0.0,95.0,0.0,0.0
0,0.0,24.0,35.0,0.0,1.0,87.0,0.0,0.0
0,0.0,23.0,0.0,0.0,0.0,64.0,0.0,0.0
0,0.0,25.0,0.0,0.0,0.0,58.0,0.0,0.0
0,0.0,39.0,48.0,0.0,2.0,95.0,0.0,0.0
0,0.0,31.0,18.0,0.0,0.0,67.0,0.0,0.0
0,0.0,31.0,5.0,0.0,0.0,67.0,0.0,0.0
0,0.0,0.0,0.0,0.0,1.0,85.0,0.0,0.0
0,0.0,0.0,45.0,1.0,1.0,84.0,0.0,0.0
0,0.0,25.0,33.0,0.0,0.0,72.0,0.0,0.0
0,0.0,25.0,0.0,0.0,0.0,59.0,0.0,0.0
0,0.0,32.0,26.0,0.0,0.0,79.0,0.0,0.0
0,0.0,41.0,0.0,0.0,1.0,70.0,0.0,0.0
0,0.0,36.0,0.0,0.0,0.0,79.0,0.0,0.0
0,0.0,23.0,18.0,1.0,2.0,66.0,0.0,0.0
0,0.0,27.0,26.0,0.0,0.0,69.0,0.0,0.0
0,0.0,26.0,8.0,0.0,0.0,64.0,0.0,0.0
0,0.0,27.0,24.0,0.0,2.0,78.0,0.0,0.0
0,0.0,23.0,0.0,0.0,0.0,66.0,0.0,0.0
0,0.0,24.0,0.0,0.0,0.0,63.0,0.0,0.0
0,0.0,25.0,21.0,0.0,1.0,60.0,0.0,0.0
0,0.0,35.0,0.0,0.0,0.0,81.0,0.0,0.0
0,0.0,27.0,0.0,0.0,0.0,75.0,0.0,0.0
0,0.0,25.0,37.0,2.0,4.0,89.0,0.0,0.0
0,0.0,32.0,0.0,0.0,0.0,71.0,0.0,0.0
0,0.0,23.0,0.0,0.0,0.0,68.0,0.0,0.0
0,0.0,29.0,0.0,0.0,0.0,61.0,0.0,0.0
0,0.0,43.0,0.0,0.0,1.0,87.0,0.0,0.0
0,0.0,31.0,0.0,0.0,0.0,66.0,0.0,0.0
0,0.0,33.0,0.0,0.0,0.0,77.0,0.0,0.0
0,0.0,24.0,0.0,0.0,0.0,38.0,0.0,0.0
0,0.0,33.0,44.0,6.0,7.0,98.0,0.0,0.0
0,0.0,31.0,41.0,0.0,1.0,73.0,0.0,0.0
0,0.0,34.0,0.0,0.0,0.0,77.0,0.0,0.0
0,0.0,35.0,0.0,0.0,0.0,59.0,0.0,0.0
0,0.0,30.0,0.0,0.0,0.0,76.0,0.0,0.0
0,0.0,25.0,7.0,0.0,0.0,72.0,0.0,0.0
0,0.0,28.0,23.0,0.0,0.0,93.0,0.0,0.0
0,0.0,27.0,21.0,1.0,2.0,91.0,0.0,0.0
0,0.0,27.0,34.0,3.0,3.0,92.0,0.0,0.0
0,0.0,36.0,0.0,0.0,0.0,83.0,0.0,0.0
0,0.0,36.0,0.0,0.0,0.0,77.0,0.0,0.0
0,0.0,27.0,0.0,0.0,0.0,70.0,0.0,0.0
0,0.0,30.0,0.0,0.0,0.0,92.0,0.0,0.0
0,0.0,30.0,34.0,0.0,1.0,92.0,0.0,0.0
0,0.0,29.0,27.0,0.0,0.0,87.0,0.0,0.0
0,0.0,33.0,18.0,0.0,1.0,83.0,0.0,0.0
0,0.0,34.0,0.0,0.0,0.0,78.0,0.0,0.0
0,0.0,27.0,22.0,0.0,0.0,68.0,0.0,0.0
0,0.0,31.0,0.0,0.0,0.0,96.0,0.0,0.0
0,0.0,38.0,25.0,1.0,2.0,81.0,0.0,0.0
0,0.0,32.0,20.0,0.0,0.0,81.0,0.0,0.0
0,0.0,27.0,0.0,0.0,0.0,52.0,0.0,0.0
70,205.0,34.0,0.0,0.0,0.0,86.0,90.0,92.0
77,235.0,37.0,0.0,0.0,0.0,83.0,94.0,90.0
71,199.0,28.0,0.0,0.0,0.0,84.0,95.0,87.0
69,200.0,35.0,0.0,0.0,0.0,74.0,87.0,88.0
73,220.0,28.0,25.0,0.0,1.0,86.0,88.0,98.0
73,207.0,30.0,0.0,0.0,0.0,70.0,92.0,81.0
72,172.0,34.0,0.0,0.0,0.0,90.0,92.0,93.0
75,233.0,33.0,0.0,0.0,0.0,80.0,88.0,89.0
70,210.0,40.0,41.0,0.0,1.0,87.0,91.0,91.0
74,205.0,32.0,0.0,0.0,0.0,76.0,86.0,89.0
73,210.0,25.0,23.0,0.0,1.0,76.0,89.0,91.0
74,210.0,27.0,3.0,0.0,0.0,52.0,91.0,76.0
71,200.0,35.0,0.0,0.0,0.0,82.0,86.0,91.0
75,220.0,31.0,18.0,0.0,0.0,77.0,90.0,87.0
73,222.0,31.0,0.0,0.0,0.0,92.0,97.0,92.0
74,228.0,23.0,2.0,0.0,0.0,68.0,96.0,82.0
70,187.0,26.0,0.0,0.0,0.0,73.0,95.0,83.0
75,204.0,25.0,0.0,0.0,0.0,67.0,87.0,88.0
72,190.0,40.0,48.0,0.0,2.0,89.0,88.0,93.0
74,218.0,32.0,18.0,0.0,0.0,73.0,87.0,88.0
74,218.0,32.0,5.0,0.0,0.0,73.0,87.0,88.0
73,207.0,26.0,33.0,0.0,0.0,71.0,99.0,78.0
73,197.0,24.0,0.0,0.0,0.0,49.0,86.0,78.0
73,202.0,34.0,29.0,1.0,1.0,77.0,94.0,84.0
77,248.0,42.0,0.0,0.0,1.0,72.0,79.0,89.0
71,212.0,33.0,26.0,0.0,0.0,71.0,92.0,81.0
72,202.0,37.0,0.0,0.0,0.0,82.0,88.0,89.0
73,220.0,24.0,18.0,1.0,2.0,77.0,94.0,86.0
73,210.0,28.0,26.0,0.0,0.0,74.0,94.0,83.0
71,200.0,27.0,8.0,0.0,0.0,64.0,91.0,79.0
75,210.0,28.0,24.0,0.0,2.0,91.0,90.0,98.0
74,218.0,24.0,29.0,0.0,0.0,79.0,92.0,90.0
74,225.0,25.0,0.0,0.0,0.0,82.0,92.0,94.0
77,245.0,26.0,21.0,0.0,1.0,67.0,88.0,84.0
0,0.0,0.0,0.0,0.0,0.0,92.0,,
0,0.0,0.0,0.0,0.0,0.0,75.0,,
0,0.0,0.0,0.0,0.0,0.0,60.0,,
73,210.0,26.0,37.0,2.0,4.0,91.0,90.0,97.0
77,231.0,24.0,6.0,0.0,0.0,69.0,88.0,91.0
68,196.0,24.0,0.0,0.0,0.0,76.0,93.0,88.0
76,225.0,24.0,29.0,0.0,1.0,75.0,95.0,84.0
73,202.0,32.0,0.0,0.0,0.0,68.0,88.0,84.0
73,224.0,23.0,2.0,0.0,0.0,66.0,96.0,83.0
73,222.0,25.0,35.0,0.0,1.0,73.0,88.0,88.0
75,210.0,27.0,0.0,0.0,0.0,64.0,85.0,83.0
74,225.0,34.0,44.0,6.0,7.0,98.0,96.0,94.0
74,250.0,32.0,41.0,0.0,1.0,90.0,98.0,88.0
70,200.0,35.0,0.0,0.0,0.0,89.0,90.0,92.0
77,265.0,36.0,0.0,0.0,0.0,71.0,90.0,86.0
75,230.0,26.0,7.0,0.0,0.0,79.0,88.0,95.0
71,225.0,31.0,0.0,0.0,0.0,75.0,87.0,89.0
72,187.0,28.0,21.0,1.0,2.0,95.0,92.0,97.0
74,221.0,29.0,23.0,0.0,0.0,93.0,96.0,95.0
74,180.0,28.0,34.0,3.0,3.0,94.0,96.0,94.0
77,220.0,37.0,0.0,0.0,0.0,82.0,90.0,89.0
71,192.0,37.0,0.0,0.0,0.0,82.0,92.0,87.0
72,217.0,28.0,0.0,0.0,0.0,80.0,95.0,88.0
74,225.0,30.0,27.0,0.0,0.0,94.0,98.0,93.0
72,205.0,31.0,0.0,0.0,0.0,87.0,97.0,87.0
72,205.0,31.0,34.0,0.0,1.0,87.0,97.0,87.0
71,193.0,24.0,0.0,0.0,0.0,67.0,88.0,87.0
75,202.0,23.0,0.0,0.0,0.0,56.0,87.0,86.0
75,220.0,34.0,18.0,0.0,1.0,80.0,85.0,90.0
73,200.0,23.0,0.0,0.0,0.0,61.0,91.0,81.0
0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
0,0.0,0.0,25.0,0.0,1.0,96.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0
0,0.0,0.0,41.0,0.0,1.0,89.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0
0,0.0,0.0,20.0,0.0,0.0,84.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
0,0.0,0.0,23.0,0.0,1.0,74.0,0.0,0.0
0,0.0,0.0,22.0,0.0,0.0,73.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0
0,0.0,0.0,5.0,0.0,0.0,62.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
0,0.0,0.0,26.0,0.0,0.0,75.0,0.0,0.0
0,0.0,0.0,2.0,0.0,0.0,67.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
0,0.0,0.0,48.0,0.0,2.0,88.0,0.0,0.0
0,0.0,0.0,18.0,0.0,0.0,73.0,0.0,0.0
0,0.0,0.0,5.0,0.0,0.0,73.0,0.0,0.0
0,0.0,0.0,3.0,0.0,0.0,66.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0
0,0.0,0.0,33.0,0.0,0.0,72.0,0.0,0.0
0,0.0,0.0,29.0,1.0,1.0,83.0,0.0,0.0
0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
0,0.0,0.0,18.0,1.0,2.0,73.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0
0,0.0,0.0,26.0,0.0,0.0,81.0,0.0,0.0
0,0.0,0.0,8.0,0.0,0.0,63.0,0.0,0.0
0,0.0,0.0,24.0,0.0,2.0,88.0,0.0,0.0
0,0.0,0.0,29.0,0.0,0.0,77.0,0.0,0.0
0,0.0,0.0,21.0,0.0,1.0,83.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0
0,0.0,0.0,37.0,2.0,4.0,87.0,0.0,0.0
0,0.0,0.0,6.0,0.0,0.0,77.0,0.0,0.0
0,0.0,0.0,29.0,0.0,1.0,81.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0
0,0.0,0.0,2.0,0.0,0.0,62.0,0.0,0.0
0,0.0,0.0,35.0,0.0,1.0,71.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0
0,0.0,0.0,44.0,6.0,7.0,98.0,0.0,0.0
0,0.0,0.0,41.0,0.0,1.0,86.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0
0,0.0,0.0,8.0,0.0,0.0,66.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,79.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0
0,0.0,0.0,21.0,1.0,2.0,93.0,0.0,0.0
0,0.0,0.0,23.0,0.0,0.0,83.0,0.0,0.0
0,0.0,0.0,34.0,3.0,3.0,90.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0
0,0.0,0.0,27.0,0.0,0.0,92.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0
0,0.0,0.0,34.0,0.0,1.0,86.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0
0,0.0,0.0,18.0,0.0,1.0,83.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
0,0.0,0.0,41.0,0.0,1.0,97.0,99.0,93.0
0,0.0,0.0,44.0,6.0,7.0,97.0,97.0,92.0
0,0.0,0.0,0.0,0.0,0.0,96.0,94.0,94.0
0,0.0,0.0,0.0,0.0,0.0,95.0,92.0,95.0
0,0.0,0.0,34.0,3.0,3.0,95.0,98.0,92.0
0,0.0,0.0,21.0,1.0,2.0,92.0,90.0,96.0
0,0.0,0.0,25.0,0.0,1.0,92.0,88.0,98.0
0,0.0,0.0,23.0,0.0,0.0,91.0,97.0,94.0
0,0.0,0.0,0.0,0.0,0.0,91.0,93.0,86.0
0,0.0,0.0,26.0,0.0,0.0,90.0,97.0,91.0
0,0.0,0.0,24.0,0.0,2.0,89.0,91.0,96.0
0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,89.0
0,0.0,0.0,21.0,0.0,1.0,89.0,96.0,95.0
0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,92.0
0,0.0,0.0,0.0,0.0,0.0,88.0,92.0,88.0
0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,95.0
0,0.0,0.0,29.0,0.0,1.0,88.0,99.0,91.0
0,0.0,0.0,48.0,0.0,2.0,87.0,87.0,86.0
0,0.0,0.0,37.0,2.0,4.0,87.0,92.0,92.0
0,0.0,0.0,41.0,0.0,1.0,87.0,87.0,88.0
0,0.0,0.0,0.0,0.0,0.0,87.0,97.0,92.0
0,0.0,0.0,0.0,0.0,0.0,86.0,93.0,91.0
0,0.0,0.0,0.0,0.0,0.0,85.0,89.0,88.0
0,0.0,0.0,0.0,0.0,0.0,85.0,98.0,88.0
0,0.0,0.0,0.0,0.0,0.0,84.0,94.0,87.0
0,0.0,0.0,0.0,0.0,0.0,84.0,91.0,87.0
0,0.0,0.0,18.0,1.0,2.0,84.0,97.0,91.0
0,0.0,0.0,0.0,0.0,0.0,84.0,86.0,93.0
0,0.0,0.0,33.0,0.0,0.0,83.0,98.0,88.0
0,0.0,0.0,6.0,0.0,0.0,83.0,94.0,92.0
0,0.0,0.0,0.0,0.0,0.0,82.0,91.0,94.0
0,0.0,0.0,0.0,0.0,0.0,82.0,93.0,83.0
0,0.0,0.0,22.0,0.0,0.0,81.0,91.0,90.0
0,0.0,0.0,0.0,0.0,0.0,81.0,95.0,92.0
0,0.0,0.0,0.0,0.0,0.0,81.0,97.0,89.0
0,0.0,0.0,0.0,0.0,0.0,81.0,97.0,83.0
0,0.0,0.0,0.0,0.0,0.0,80.0,91.0,95.0
0,0.0,0.0,0.0,0.0,0.0,79.0,93.0,88.0
0,0.0,0.0,0.0,0.0,0.0,79.0,96.0,80.0
0,0.0,0.0,34.0,0.0,1.0,79.0,96.0,80.0
0,0.0,0.0,29.0,1.0,1.0,79.0,92.0,85.0
0,0.0,0.0,8.0,0.0,0.0,78.0,96.0,85.0
0,0.0,0.0,29.0,0.0,0.0,78.0,93.0,89.0
0,0.0,0.0,0.0,0.0,0.0,78.0,89.0,86.0
0,0.0,0.0,0.0,0.0,0.0,78.0,93.0,89.0
0,0.0,0.0,27.0,0.0,0.0,78.0,94.0,87.0
0,0.0,0.0,18.0,0.0,0.0,77.0,91.0,87.0
0,0.0,0.0,8.0,0.0,0.0,77.0,93.0,90.0
0,0.0,0.0,0.0,0.0,0.0,76.0,94.0,88.0
0,0.0,0.0,23.0,0.0,1.0,75.0,88.0,90.0
0,0.0,0.0,0.0,0.0,0.0,75.0,94.0,85.0
0,0.0,0.0,0.0,0.0,0.0,75.0,89.0,89.0
0,0.0,0.0,0.0,0.0,0.0,74.0,89.0,89.0
0,0.0,0.0,0.0,0.0,0.0,74.0,92.0,87.0
0,0.0,0.0,0.0,0.0,0.0,73.0,95.0,88.0
0,0.0,0.0,35.0,0.0,1.0,72.0,87.0,85.0
0,0.0,0.0,0.0,0.0,0.0,72.0,94.0,84.0
0,0.0,0.0,0.0,0.0,0.0,72.0,89.0,89.0
0,0.0,0.0,0.0,0.0,0.0,71.0,90.0,86.0
0,0.0,0.0,0.0,0.0,0.0,68.0,94.0,86.0
0,0.0,0.0,0.0,0.0,0.0,68.0,93.0,87.0
0,0.0,0.0,5.0,0.0,0.0,66.0,88.0,87.0
0,0.0,0.0,0.0,0.0,0.0,66.0,93.0,85.0
