Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PRBK,PPBK,PIBL,PRBP,PRBF,PPBP,PPBF,PLDB
0,0.0,0.0,34.0,0.0,0.0,58.0,40.0,45.0,42.0,89.0,49.0,81.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,1.0,0.0,0.0,58.0,37.0,76.0,38.0,83.0,49.0,75.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,17.0,0.0,0.0,57.0,44.0,49.0,42.0,83.0,48.0,77.0,74.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,42.0,45.0,43.0,82.0,46.0,79.0,76.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,46.0,48.0,49.0,84.0,47.0,75.0,74.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,39.0,42.0,38.0,86.0,51.0,76.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,40.0,42.0,45.0,79.0,54.0,76.0,76.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,41.0,42.0,44.0,81.0,51.0,78.0,74.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,39.0,55.0,37.0,82.0,53.0,75.0,72.0,0.0,0,0,0,0,0
0,0.0,0.0,54.0,0.0,0.0,57.0,42.0,34.0,49.0,82.0,52.0,79.0,73.0,0.0,0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,57.0,37.0,49.0,42.0,82.0,47.0,76.0,79.0,0.0,0,0,0,0,0
0,0.0,0.0,4.0,0.0,0.0,56.0,39.0,56.0,44.0,82.0,54.0,74.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,56.0,45.0,46.0,39.0,79.0,60.0,72.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,56.0,38.0,39.0,40.0,75.0,68.0,74.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,13.0,0.0,0.0,56.0,40.0,52.0,40.0,86.0,50.0,75.0,72.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,56.0,42.0,45.0,42.0,78.0,51.0,74.0,78.0,0.0,0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,56.0,28.0,47.0,38.0,84.0,55.0,76.0,73.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,56.0,44.0,48.0,45.0,82.0,45.0,78.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,55.0,49.0,59.0,45.0,83.0,41.0,72.0,73.0,0.0,0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,55.0,34.0,36.0,45.0,86.0,48.0,77.0,71.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,55.0,39.0,44.0,40.0,83.0,62.0,70.0,68.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,55.0,40.0,47.0,42.0,78.0,49.0,75.0,77.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,54.0,40.0,45.0,44.0,83.0,54.0,70.0,72.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,54.0,38.0,40.0,39.0,86.0,59.0,70.0,68.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,54.0,41.0,55.0,42.0,79.0,43.0,80.0,68.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,54.0,41.0,65.0,45.0,82.0,40.0,72.0,74.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,42.0,63.0,44.0,78.0,34.0,71.0,81.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,43.0,40.0,41.0,89.0,48.0,72.0,68.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,52.0,42.0,38.0,41.0,77.0,47.0,74.0,74.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,52.0,42.0,38.0,41.0,77.0,47.0,74.0,74.0,0.0,0,0,0,0,0
0,0.0,0.0,8.0,0.0,0.0,52.0,42.0,38.0,41.0,77.0,47.0,74.0,74.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,52.0,35.0,50.0,40.0,82.0,44.0,75.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,52.0,37.0,40.0,42.0,83.0,50.0,73.0,69.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,52.0,35.0,50.0,40.0,82.0,44.0,75.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,51.0,48.0,51.0,42.0,81.0,40.0,71.0,72.0,0.0,0,0,0,0,0
0,0.0,0.0,19.0,0.0,0.0,51.0,32.0,36.0,45.0,85.0,45.0,75.0,72.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,51.0,38.0,46.0,45.0,85.0,60.0,66.0,63.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,51.0,52.0,65.0,53.0,74.0,45.0,69.0,64.0,0.0,0,0,0,0,0
0,0.0,0.0,1.0,0.0,0.0,50.0,42.0,42.0,51.0,84.0,48.0,68.0,66.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,50.0,42.0,45.0,45.0,80.0,50.0,67.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,50.0,39.0,44.0,39.0,84.0,55.0,67.0,64.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,50.0,57.0,60.0,58.0,80.0,50.0,60.0,63.0,0.0,0,0,0,0,0
0,0.0,0.0,15.0,0.0,0.0,50.0,32.0,47.0,36.0,82.0,46.0,70.0,74.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,49.0,37.0,41.0,44.0,81.0,54.0,67.0,68.0,0.0,0,0,0,0,0
0,0.0,0.0,1.0,0.0,0.0,49.0,33.0,38.0,40.0,79.0,50.0,69.0,69.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,49.0,35.0,45.0,44.0,77.0,42.0,75.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,48.0,40.0,39.0,38.0,80.0,40.0,70.0,71.0,0.0,0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,48.0,40.0,52.0,45.0,77.0,50.0,67.0,67.0,0.0,0,0,0,0,0
0,0.0,0.0,27.0,0.0,0.0,48.0,34.0,72.0,42.0,77.0,46.0,67.0,62.0,0.0,0,0,0,0,0
0,0.0,0.0,7.0,0.0,0.0,47.0,28.0,45.0,44.0,78.0,33.0,75.0,72.0,0.0,0,0,0,0,0
0,0.0,0.0,11.0,0.0,0.0,47.0,24.0,45.0,35.0,83.0,44.0,67.0,69.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,44.0,30.0,46.0,34.0,82.0,43.0,64.0,67.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,42.0,40.0,42.0,39.0,77.0,48.0,60.0,66.0,0.0,0,0,0,0,0
0,0.0,0.0,66.0,0.0,3.0,91.0,50.0,91.0,48.0,98.0,84.0,92.0,91.0,0.0,0,0,0,0,0
0,0.0,0.0,63.0,0.0,0.0,90.0,56.0,80.0,54.0,85.0,92.0,85.0,93.0,0.0,0,0,0,0,0
0,0.0,0.0,43.0,0.0,0.0,81.0,44.0,55.0,46.0,95.0,80.0,90.0,83.0,0.0,0,0,0,0,0
0,0.0,0.0,39.0,0.0,0.0,77.0,44.0,60.0,43.0,92.0,75.0,86.0,84.0,0.0,0,0,0,0,0
0,0.0,0.0,13.0,0.0,0.0,72.0,45.0,60.0,50.0,87.0,69.0,80.0,82.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,42.0,50.0,40.0,83.0,80.0,76.0,80.0,0.0,0,0,0,0,0
0,0.0,0.0,39.0,0.0,0.0,69.0,42.0,50.0,40.0,83.0,80.0,76.0,80.0,0.0,0,0,0,0,0
0,0.0,0.0,21.0,0.0,0.0,69.0,40.0,42.0,38.0,88.0,75.0,84.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,40.0,0.0,0.0,69.0,55.0,64.0,57.0,82.0,58.0,80.0,81.0,0.0,0,0,0,0,0
0,0.0,0.0,14.0,0.0,0.0,68.0,54.0,74.0,49.0,78.0,58.0,79.0,81.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,45.0,45.0,42.0,78.0,51.0,74.0,78.0,0.0,0,0,0,0,0
0,0.0,0.0,72.0,0.0,0.0,86.0,54.0,68.0,57.0,88.0,84.0,89.0,84.0,0.0,0,0,0,0,0
0,0.0,0.0,71.0,0.0,1.0,85.0,46.0,55.0,42.0,88.0,92.0,90.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,47.0,0.0,0.0,85.0,52.0,68.0,46.0,90.0,84.0,89.0,89.0,0.0,0,0,0,0,0
0,0.0,0.0,61.0,0.0,0.0,83.0,52.0,77.0,54.0,86.0,77.0,84.0,89.0,0.0,0,0,0,0,0
0,0.0,0.0,37.0,0.0,0.0,80.0,55.0,66.0,57.0,88.0,69.0,85.0,87.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,79.0,56.0,72.0,55.0,86.0,74.0,79.0,89.0,0.0,0,0,0,0,0
0,0.0,0.0,37.0,0.0,0.0,79.0,55.0,70.0,58.0,87.0,75.0,86.0,84.0,0.0,0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,73.0,50.0,62.0,49.0,88.0,63.0,84.0,80.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,49.0,60.0,40.0,87.0,64.0,85.0,79.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,47.0,51.0,44.0,84.0,47.0,80.0,77.0,0.0,0,0,0,0,0
0,0.0,0.0,95.0,4.0,11.0,99.0,52.0,92.0,54.0,98.0,95.0,98.0,95.0,0.0,0,0,0,0,0
0,0.0,0.0,44.0,0.0,0.0,92.0,46.0,65.0,48.0,95.0,88.0,97.0,87.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,88.0,54.0,74.0,55.0,86.0,90.0,87.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,83.0,53.0,56.0,48.0,92.0,86.0,91.0,83.0,0.0,0,0,0,0,0
0,0.0,0.0,44.0,0.0,0.0,80.0,52.0,68.0,47.0,89.0,78.0,85.0,82.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,75.0,46.0,52.0,46.0,87.0,73.0,88.0,80.0,0.0,0,0,0,0,0
0,0.0,0.0,12.0,0.0,0.0,75.0,53.0,51.0,47.0,86.0,75.0,86.0,83.0,0.0,0,0,0,0,0
0,0.0,0.0,34.0,0.0,0.0,69.0,43.0,45.0,42.0,92.0,63.0,87.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,49.0,49.0,43.0,89.0,57.0,83.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,43.0,41.0,40.0,82.0,59.0,79.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,38.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,24.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,12.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,25.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,38.0,0.0,0.0,87.0,54.0,81.0,49.0,97.0,75.0,94.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,34.0,0.0,0.0,85.0,56.0,74.0,60.0,84.0,82.0,84.0,90.0,0.0,0,0,0,0,0
0,0.0,0.0,49.0,0.0,0.0,85.0,45.0,64.0,42.0,92.0,87.0,93.0,79.0,0.0,0,0,0,0,0
0,0.0,0.0,11.0,0.0,0.0,78.0,53.0,68.0,54.0,90.0,68.0,86.0,80.0,0.0,0,0,0,0,0
0,0.0,0.0,29.0,0.0,0.0,78.0,54.0,77.0,47.0,89.0,74.0,84.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,74.0,53.0,69.0,46.0,89.0,70.0,81.0,77.0,0.0,0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,70.0,51.0,55.0,46.0,88.0,65.0,79.0,82.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,59.0,49.0,60.0,44.0,82.0,48.0,79.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,59.0,51.0,60.0,45.0,79.0,58.0,76.0,72.0,0.0,0,0,0,0,0
0,0.0,0.0,11.0,0.0,0.0,55.0,45.0,65.0,35.0,85.0,50.0,70.0,72.0,0.0,0,0,0,0,0
0,0.0,0.0,43.0,0.0,0.0,90.0,56.0,70.0,51.0,89.0,92.0,87.0,91.0,0.0,0,0,0,0,0
0,0.0,0.0,69.0,1.0,3.0,89.0,60.0,83.0,61.0,90.0,79.0,91.0,93.0,0.0,0,0,0,0,0
0,0.0,0.0,51.0,0.0,0.0,88.0,59.0,85.0,55.0,88.0,87.0,88.0,90.0,0.0,0,0,0,0,0
0,0.0,0.0,23.0,0.0,0.0,83.0,48.0,60.0,48.0,92.0,77.0,91.0,86.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,78.0,47.0,60.0,51.0,88.0,76.0,86.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,78.0,47.0,60.0,51.0,88.0,76.0,86.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,14.0,0.0,0.0,77.0,45.0,65.0,42.0,91.0,72.0,86.0,81.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,74.0,54.0,72.0,49.0,89.0,60.0,81.0,82.0,0.0,0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,74.0,54.0,72.0,49.0,89.0,60.0,81.0,82.0,0.0,0,0,0,0,0
0,0.0,0.0,19.0,0.0,0.0,72.0,46.0,66.0,48.0,88.0,65.0,83.0,78.0,0.0,0,0,0,0,0
0,0.0,0.0,11.0,0.0,0.0,70.0,50.0,49.0,44.0,86.0,70.0,82.0,80.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,51.0,69.0,53.0,76.0,60.0,73.0,81.0,0.0,0,0,0,0,0
0,0.0,0.0,73.0,1.0,6.0,98.0,63.0,88.0,60.0,91.0,90.0,92.0,94.0,0.0,0,0,0,0,0
0,0.0,0.0,78.0,0.0,9.0,92.0,45.0,78.0,44.0,93.0,92.0,92.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,14.0,0.0,0.0,89.0,56.0,71.0,55.0,90.0,85.0,90.0,87.0,0.0,0,0,0,0,0
0,0.0,0.0,51.0,0.0,0.0,89.0,52.0,70.0,52.0,89.0,89.0,89.0,94.0,0.0,0,0,0,0,0
0,0.0,0.0,42.0,0.0,0.0,74.0,49.0,82.0,48.0,88.0,68.0,83.0,81.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,47.0,59.0,44.0,93.0,69.0,84.0,77.0,0.0,0,0,0,0,0
0,0.0,0.0,42.0,0.0,0.0,72.0,54.0,68.0,52.0,88.0,64.0,84.0,81.0,0.0,0,0,0,0,0
0,0.0,0.0,14.0,0.0,0.0,72.0,41.0,40.0,35.0,95.0,68.0,92.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,11.0,0.0,0.0,69.0,53.0,70.0,50.0,86.0,56.0,81.0,76.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,53.0,50.0,42.0,82.0,66.0,76.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,48.0,48.0,45.0,82.0,55.0,80.0,77.0,0.0,0,0,0,0,0
0,0.0,0.0,93.0,3.0,4.0,93.0,48.0,62.0,43.0,97.0,96.0,96.0,90.0,0.0,0,0,0,0,0
0,0.0,0.0,42.0,0.0,0.0,90.0,62.0,85.0,59.0,91.0,78.0,92.0,94.0,0.0,0,0,0,0,0
0,0.0,0.0,48.0,0.0,0.0,87.0,56.0,77.0,53.0,90.0,79.0,86.0,91.0,0.0,0,0,0,0,0
0,0.0,0.0,55.0,0.0,0.0,85.0,47.0,52.0,47.0,92.0,88.0,92.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,55.0,0.0,0.0,73.0,43.0,55.0,46.0,91.0,65.0,86.0,81.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,44.0,49.0,44.0,87.0,72.0,80.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,44.0,49.0,44.0,87.0,72.0,80.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,44.0,49.0,44.0,87.0,72.0,80.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,1.0,0.0,0.0,72.0,53.0,61.0,44.0,84.0,72.0,79.0,80.0,0.0,0,0,0,0,0
0,0.0,0.0,6.0,0.0,0.0,70.0,47.0,69.0,40.0,90.0,60.0,79.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,23.0,0.0,0.0,65.0,48.0,68.0,49.0,88.0,38.0,86.0,76.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,52.0,66.0,46.0,83.0,61.0,80.0,76.0,0.0,0,0,0,0,0
0,0.0,0.0,49.0,0.0,0.0,86.0,48.0,65.0,46.0,94.0,88.0,92.0,86.0,0.0,0,0,0,0,0
0,0.0,0.0,45.0,0.0,0.0,84.0,56.0,80.0,51.0,90.0,74.0,87.0,86.0,0.0,0,0,0,0,0
0,0.0,0.0,19.0,0.0,0.0,84.0,46.0,62.0,48.0,93.0,79.0,92.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,42.0,0.0,0.0,80.0,47.0,56.0,50.0,87.0,87.0,86.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,25.0,0.0,0.0,77.0,54.0,70.0,54.0,84.0,74.0,80.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,70.0,54.0,57.0,44.0,90.0,65.0,79.0,78.0,0.0,0,0,0,0,0
0,0.0,0.0,9.0,0.0,0.0,65.0,55.0,65.0,54.0,81.0,62.0,75.0,78.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,46.0,56.0,43.0,84.0,58.0,82.0,77.0,0.0,0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,63.0,43.0,47.0,42.0,86.0,60.0,79.0,76.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,51.0,49.0,41.0,84.0,50.0,79.0,74.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,93.0,46.0,67.0,42.0,97.0,96.0,95.0,86.0,0.0,0,0,0,0,0
0,0.0,0.0,101.0,6.0,11.0,93.0,46.0,67.0,42.0,97.0,96.0,95.0,86.0,0.0,0,0,0,0,0
0,0.0,0.0,81.0,0.0,5.0,91.0,46.0,65.0,45.0,97.0,90.0,95.0,90.0,0.0,0,0,0,0,0
0,0.0,0.0,15.0,0.0,0.0,83.0,53.0,67.0,56.0,85.0,84.0,85.0,86.0,0.0,0,0,0,0,0
0,0.0,0.0,23.0,0.0,0.0,82.0,52.0,70.0,55.0,88.0,78.0,84.0,87.0,0.0,0,0,0,0,0
0,0.0,0.0,65.0,0.0,5.0,80.0,53.0,81.0,47.0,90.0,67.0,85.0,83.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,75.0,54.0,83.0,51.0,84.0,65.0,82.0,87.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,50.0,55.0,47.0,89.0,67.0,82.0,82.0,0.0,0,0,0,0,0
0,0.0,0.0,4.0,0.0,0.0,70.0,48.0,59.0,47.0,85.0,65.0,82.0,80.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,54.0,65.0,53.0,84.0,55.0,82.0,78.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,54.0,65.0,53.0,84.0,55.0,82.0,78.0,0.0,0,0,0,0,0
0,0.0,0.0,23.0,0.0,0.0,69.0,54.0,65.0,53.0,84.0,55.0,82.0,78.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,50.0,75.0,44.0,86.0,52.0,83.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,45.0,49.0,42.0,85.0,68.0,78.0,76.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,52.0,46.0,84.0,53.0,78.0,70.0,0.0,0,0,0,0,0
0,0.0,0.0,51.0,0.0,0.0,95.0,60.0,88.0,60.0,89.0,89.0,94.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,102.0,2.0,5.0,94.0,56.0,78.0,52.0,87.0,97.0,94.0,86.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,89.0,52.0,77.0,54.0,94.0,89.0,93.0,87.0,0.0,0,0,0,0,0
0,0.0,0.0,54.0,0.0,0.0,85.0,53.0,64.0,50.0,91.0,75.0,91.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,31.0,0.0,0.0,76.0,52.0,67.0,52.0,89.0,67.0,87.0,84.0,0.0,0,0,0,0,0
0,0.0,0.0,54.0,0.0,0.0,73.0,52.0,56.0,48.0,85.0,70.0,85.0,79.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,1.0,73.0,47.0,59.0,44.0,87.0,70.0,84.0,83.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,47.0,59.0,44.0,87.0,70.0,84.0,83.0,0.0,0,0,0,0,0
0,0.0,0.0,25.0,0.0,0.0,67.0,43.0,65.0,39.0,84.0,60.0,80.0,80.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,67.0,54.0,59.0,50.0,85.0,59.0,79.0,76.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,1.0,67.0,66.0,64.0,65.0,79.0,64.0,81.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,54.0,72.0,46.0,81.0,47.0,79.0,80.0,0.0,0,0,0,0,0
0,0.0,0.0,59.0,0.0,1.0,91.0,55.0,82.0,53.0,91.0,87.0,90.0,88.0,0.0,0,0,0,0,0
0,0.0,0.0,64.0,0.0,0.0,87.0,58.0,78.0,58.0,90.0,79.0,88.0,86.0,0.0,0,0,0,0,0
0,0.0,0.0,23.0,0.0,0.0,87.0,48.0,50.0,42.0,96.0,85.0,92.0,91.0,0.0,0,0,0,0,0
0,0.0,0.0,61.0,0.0,0.0,86.0,53.0,74.0,49.0,90.0,82.0,91.0,89.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,79.0,51.0,84.0,42.0,89.0,72.0,79.0,87.0,0.0,0,0,0,0,0
0,0.0,0.0,12.0,0.0,0.0,79.0,48.0,65.0,45.0,90.0,76.0,86.0,83.0,0.0,0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,72.0,50.0,46.0,51.0,90.0,68.0,79.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,8.0,0.0,0.0,68.0,52.0,80.0,40.0,86.0,45.0,84.0,78.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,59.0,43.0,36.0,45.0,86.0,54.0,77.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,43.0,20.0,60.0,85.0,46.0,79.0,75.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,86.0,44.0,64.0,47.0,95.0,79.0,91.0,89.0,0.0,0,0,0,0,0
0,0.0,0.0,24.0,0.0,0.0,86.0,40.0,55.0,41.0,96.0,80.0,97.0,86.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,86.0,49.0,83.0,50.0,90.0,82.0,90.0,90.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,86.0,39.0,60.0,39.0,90.0,89.0,89.0,93.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,86.0,39.0,60.0,39.0,90.0,89.0,89.0,93.0,0.0,0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,86.0,39.0,60.0,39.0,90.0,89.0,89.0,93.0,0.0,0,0,0,0,0
0,0.0,0.0,52.0,0.0,0.0,86.0,39.0,60.0,39.0,90.0,89.0,89.0,93.0,0.0,0,0,0,0,0
0,0.0,0.0,78.0,0.0,1.0,86.0,39.0,60.0,39.0,90.0,89.0,89.0,93.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,86.0,39.0,60.0,39.0,90.0,89.0,89.0,93.0,0.0,0,0,0,0,0
0,0.0,0.0,20.0,0.0,0.0,85.0,44.0,70.0,45.0,92.0,83.0,94.0,87.0,0.0,0,0,0,0,0
0,0.0,0.0,61.0,0.0,1.0,83.0,44.0,73.0,47.0,84.0,89.0,84.0,87.0,0.0,0,0,0,0,0
0,0.0,0.0,38.0,0.0,0.0,83.0,44.0,58.0,41.0,93.0,87.0,92.0,84.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,82.0,37.0,47.0,40.0,92.0,90.0,90.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,82.0,37.0,47.0,40.0,92.0,90.0,90.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,82.0,37.0,47.0,40.0,92.0,90.0,90.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,17.0,0.0,0.0,82.0,37.0,47.0,40.0,92.0,90.0,90.0,85.0,0.0,0,0,0,0,0
0,0.0,0.0,18.0,0.0,0.0,82.0,37.0,47.0,40.0,92.0,90.0,90.0,85.0,0.0,0,0,0,0,0
