Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PTHP,PTAS,PTAM,PTAD,PTUP,PPLA,PTOR,PBRS
0,0.0,0.0,0.0,0.0,0.0,77.0,63.0,63.0,65.0,49.0,82.0,82.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,6.0,0.0,0.0,71.0,65.0,66.0,65.0,55.0,60.0,81.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,83.0,0.0,2.0,84.0,50.0,58.0,51.0,66.0,84.0,95.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,1.0,0.0,0.0,78.0,70.0,72.0,70.0,62.0,72.0,85.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,1.0,0.0,0.0,73.0,54.0,57.0,58.0,60.0,63.0,92.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,107.0,0.0,6.0,97.0,81.0,83.0,74.0,65.0,88.0,96.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,6.0,0.0,0.0,80.0,75.0,76.0,73.0,59.0,74.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,4.0,0.0,0.0,73.0,52.0,55.0,56.0,47.0,80.0,79.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,88.0,70.0,75.0,66.0,67.0,80.0,93.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,24.0,0.0,0.0,79.0,49.0,55.0,49.0,58.0,80.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,34.0,0.0,0.0,77.0,45.0,46.0,50.0,58.0,82.0,85.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,46.0,50.0,49.0,50.0,62.0,82.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,167.0,1.0,13.0,89.0,58.0,62.0,60.0,58.0,88.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,149.0,0.0,8.0,80.0,52.0,50.0,48.0,59.0,74.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,61.0,64.0,60.0,66.0,54.0,55.0,80.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,98.0,0.0,3.0,82.0,73.0,76.0,75.0,55.0,72.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,11.0,0.0,3.0,82.0,73.0,76.0,75.0,55.0,72.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,12.0,0.0,0.0,79.0,52.0,57.0,57.0,53.0,78.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,2.0,0.0,0.0,71.0,50.0,52.0,50.0,45.0,76.0,82.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,87.0,0.0,3.0,89.0,61.0,62.0,60.0,59.0,87.0,92.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,56.0,61.0,59.0,55.0,65.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,14.0,0.0,0.0,67.0,83.0,84.0,85.0,50.0,55.0,80.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,57.0,0.0,2.0,88.0,59.0,56.0,57.0,52.0,87.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,50.0,49.0,45.0,53.0,74.0,83.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,57.0,54.0,59.0,51.0,54.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,54.0,0.0,1.0,85.0,58.0,58.0,59.0,58.0,83.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,8.0,0.0,0.0,76.0,60.0,59.0,56.0,51.0,71.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,8.0,0.0,0.0,72.0,63.0,64.0,60.0,54.0,66.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,99.0,0.0,3.0,90.0,70.0,71.0,68.0,70.0,87.0,94.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,84.0,55.0,59.0,58.0,56.0,82.0,92.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,61.0,68.0,73.0,70.0,62.0,44.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,14.0,0.0,0.0,83.0,56.0,55.0,59.0,61.0,77.0,94.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,96.0,0.0,3.0,80.0,64.0,65.0,63.0,54.0,84.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,48.0,0.0,0.0,78.0,70.0,67.0,69.0,58.0,65.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,85.0,46.0,44.0,44.0,54.0,88.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,12.0,0.0,0.0,85.0,60.0,65.0,65.0,61.0,78.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,52.0,54.0,54.0,50.0,65.0,83.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,146.0,1.0,4.0,83.0,63.0,62.0,64.0,62.0,72.0,93.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,9.0,0.0,0.0,82.0,56.0,58.0,49.0,53.0,78.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,31.0,0.0,0.0,79.0,62.0,60.0,63.0,56.0,72.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,96.0,0.0,0.0,79.0,66.0,60.0,60.0,78.0,60.0,97.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,16.0,0.0,0.0,78.0,69.0,68.0,66.0,55.0,69.0,92.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,81.0,86.0,88.0,60.0,58.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,6.0,0.0,0.0,73.0,81.0,86.0,88.0,60.0,58.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,19.0,0.0,0.0,79.0,70.0,70.0,70.0,56.0,64.0,94.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,16.0,0.0,0.0,79.0,63.0,68.0,63.0,61.0,65.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,85.0,63.0,63.0,64.0,52.0,82.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,79.0,69.0,69.0,70.0,51.0,69.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,79.0,57.0,60.0,59.0,51.0,66.0,95.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,23.0,0.0,0.0,79.0,57.0,60.0,59.0,51.0,66.0,95.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,40.0,0.0,0.0,76.0,59.0,63.0,60.0,54.0,72.0,85.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,107.0,0.0,3.0,96.0,54.0,56.0,55.0,63.0,93.0,97.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,78.0,0.0,0.0,75.0,60.0,62.0,62.0,54.0,66.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,65.0,68.0,67.0,67.0,59.0,83.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,23.0,0.0,1.0,87.0,58.0,58.0,58.0,65.0,77.0,96.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,2.0,0.0,0.0,82.0,71.0,75.0,74.0,66.0,69.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,2.0,0.0,0.0,71.0,50.0,52.0,50.0,45.0,69.0,81.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,94.0,78.0,82.0,82.0,59.0,80.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,76.0,0.0,2.0,78.0,46.0,47.0,44.0,52.0,84.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,86.0,0.0,1.0,86.0,74.0,74.0,70.0,70.0,70.0,95.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,14.0,0.0,0.0,79.0,55.0,54.0,57.0,59.0,75.0,92.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,84.0,60.0,60.0,60.0,56.0,78.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,10.0,0.0,0.0,77.0,66.0,76.0,72.0,65.0,61.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,7.0,0.0,0.0,73.0,55.0,58.0,54.0,58.0,65.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,86.0,0.0,3.0,80.0,65.0,65.0,68.0,73.0,70.0,94.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,12.0,0.0,0.0,78.0,52.0,55.0,56.0,47.0,74.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,8.0,0.0,0.0,77.0,63.0,62.0,62.0,54.0,70.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,66.0,0.0,0.0,76.0,72.0,70.0,75.0,62.0,62.0,92.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,1.0,0.0,0.0,76.0,60.0,62.0,60.0,58.0,68.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,33.0,0.0,0.0,75.0,54.0,52.0,50.0,70.0,65.0,95.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,75.0,69.0,73.0,70.0,55.0,70.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,8.0,0.0,0.0,74.0,70.0,72.0,70.0,49.0,60.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,6.0,0.0,0.0,73.0,65.0,66.0,68.0,55.0,65.0,81.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,7.0,0.0,0.0,73.0,62.0,64.0,61.0,62.0,62.0,81.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,64.0,64.0,63.0,65.0,62.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,1.0,0.0,0.0,72.0,71.0,73.0,71.0,63.0,64.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,60.0,60.0,62.0,52.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,79.0,83.0,82.0,58.0,48.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,71.0,72.0,70.0,55.0,56.0,85.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,65.0,65.0,66.0,60.0,48.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,83.0,86.0,87.0,58.0,42.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,65.0,66.0,66.0,65.0,54.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,85.0,84.0,85.0,60.0,40.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,166.0,4.0,10.0,83.0,66.0,69.0,66.0,54.0,72.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,80.0,64.0,64.0,64.0,63.0,65.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,8.0,0.0,0.0,72.0,75.0,78.0,76.0,64.0,58.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,68.0,0.0,2.0,85.0,62.0,64.0,62.0,64.0,78.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,13.0,0.0,0.0,79.0,60.0,63.0,60.0,54.0,74.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,76.0,71.0,70.0,69.0,59.0,66.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,176.0,7.0,14.0,99.0,59.0,55.0,54.0,64.0,100.0,96.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,5.0,0.0,0.0,73.0,62.0,64.0,62.0,52.0,68.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,62.0,0.0,1.0,92.0,77.0,78.0,74.0,68.0,77.0,93.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,77.0,65.0,66.0,66.0,54.0,70.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,2.0,0.0,0.0,78.0,55.0,66.0,55.0,53.0,66.0,93.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,78.0,57.0,59.0,56.0,55.0,75.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,10.0,0.0,0.0,74.0,79.0,80.0,82.0,64.0,58.0,85.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,40.0,0.0,0.0,79.0,79.0,79.0,75.0,59.0,65.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,78.0,64.0,70.0,66.0,58.0,64.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,4.0,0.0,0.0,78.0,64.0,70.0,66.0,58.0,64.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,26.0,0.0,0.0,77.0,60.0,58.0,58.0,64.0,63.0,95.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,22.0,0.0,0.0,79.0,86.0,85.0,85.0,62.0,58.0,94.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,57.0,0.0,1.0,77.0,52.0,54.0,52.0,52.0,78.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,77.0,58.0,59.0,62.0,62.0,65.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,184.0,3.0,15.0,99.0,64.0,64.0,62.0,65.0,100.0,99.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,47.0,0.0,1.0,76.0,64.0,66.0,67.0,62.0,68.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,77.0,75.0,80.0,68.0,50.0,93.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,167.0,1.0,13.0,94.0,65.0,66.0,66.0,55.0,88.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,96.0,0.0,3.0,77.0,60.0,56.0,60.0,46.0,76.0,85.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,121.0,0.0,4.0,93.0,61.0,64.0,57.0,56.0,88.0,93.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,45.0,0.0,0.0,76.0,68.0,72.0,69.0,63.0,60.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,66.0,66.0,69.0,62.0,50.0,93.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,55.0,0.0,0.0,81.0,55.0,55.0,56.0,49.0,78.0,82.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,10.0,0.0,0.0,77.0,66.0,68.0,68.0,56.0,62.0,93.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,74.0,58.0,58.0,56.0,54.0,58.0,92.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,6.0,0.0,0.0,83.0,72.0,74.0,73.0,78.0,59.0,98.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,1.0,0.0,0.0,76.0,54.0,57.0,58.0,60.0,62.0,92.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,107.0,0.0,6.0,92.0,77.0,75.0,78.0,68.0,83.0,95.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,12.0,0.0,0.0,78.0,66.0,72.0,72.0,60.0,60.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,7.0,0.0,0.0,76.0,54.0,56.0,64.0,59.0,70.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,131.0,0.0,6.0,95.0,73.0,70.0,70.0,84.0,87.0,95.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,34.0,0.0,0.0,78.0,50.0,52.0,50.0,55.0,80.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,2.0,0.0,0.0,72.0,85.0,84.0,85.0,52.0,50.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,149.0,0.0,8.0,90.0,64.0,65.0,55.0,56.0,87.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,82.0,55.0,58.0,54.0,50.0,78.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,98.0,0.0,3.0,79.0,72.0,72.0,73.0,55.0,67.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,11.0,0.0,3.0,79.0,72.0,72.0,73.0,55.0,67.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,79.0,64.0,60.0,62.0,51.0,70.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,6.0,0.0,0.0,77.0,58.0,58.0,60.0,60.0,68.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,87.0,0.0,3.0,91.0,66.0,62.0,64.0,54.0,88.0,88.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,14.0,0.0,0.0,82.0,85.0,85.0,87.0,52.0,72.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,8.0,0.0,0.0,80.0,72.0,71.0,72.0,55.0,70.0,85.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,57.0,0.0,2.0,89.0,55.0,54.0,54.0,48.0,86.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,94.0,0.0,2.0,81.0,48.0,50.0,46.0,52.0,83.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,1.0,90.0,74.0,72.0,76.0,46.0,88.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,54.0,0.0,1.0,77.0,53.0,52.0,54.0,54.0,73.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,8.0,0.0,0.0,77.0,78.0,77.0,70.0,56.0,66.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,7.0,0.0,0.0,72.0,88.0,84.0,85.0,55.0,42.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,33.0,0.0,2.0,88.0,90.0,93.0,92.0,69.0,70.0,93.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,83.0,0.0,2.0,79.0,47.0,52.0,49.0,66.0,79.0,92.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,48.0,0.0,0.0,86.0,69.0,67.0,68.0,58.0,77.0,93.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,32.0,0.0,0.0,85.0,52.0,50.0,51.0,54.0,86.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,11.0,0.0,0.0,85.0,52.0,50.0,51.0,54.0,86.0,86.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,66.0,62.0,63.0,46.0,55.0,87.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,38.0,0.0,0.0,0.0,94.0,55.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,26.0,12.0,0.0,0.0,68.0,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,29.0,0.0,0.0,0.0,51.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,24.0,146.0,1.0,4.0,85.0,67.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,32.0,9.0,0.0,0.0,55.0,56.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,26.0,0.0,0.0,0.0,42.0,83.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,24.0,96.0,0.0,0.0,81.0,70.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,25.0,0.0,0.0,0.0,59.0,82.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,25.0,6.0,0.0,0.0,59.0,82.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,28.0,0.0,0.0,0.0,48.0,64.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,28.0,4.0,0.0,0.0,48.0,64.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,25.0,16.0,0.0,0.0,76.0,62.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,26.0,78.0,0.0,0.0,65.0,63.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,34.0,0.0,0.0,0.0,80.0,64.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,30.0,40.0,0.0,0.0,59.0,77.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,25.0,0.0,0.0,0.0,55.0,67.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,26.0,86.0,0.0,1.0,87.0,70.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,24.0,0.0,0.0,0.0,45.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,29.0,107.0,0.0,3.0,88.0,54.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,30.0,6.0,0.0,0.0,60.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,25.0,0.0,0.0,0.0,53.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,24.0,2.0,0.0,0.0,71.0,71.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,26.0,23.0,0.0,1.0,70.0,54.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,24.0,0.0,0.0,0.0,51.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,29.0,0.0,0.0,0.0,87.0,73.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,36.0,0.0,0.0,0.0,68.0,55.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,23.0,2.0,0.0,0.0,59.0,73.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,26.0,40.0,0.0,0.0,74.0,65.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,29.0,8.0,0.0,0.0,66.0,63.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,24.0,0.0,0.0,0.0,60.0,61.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,21.0,126.0,0.0,2.0,79.0,71.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,32.0,86.0,0.0,3.0,72.0,70.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,25.0,10.0,0.0,0.0,47.0,66.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,25.0,166.0,4.0,10.0,86.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,24.0,8.0,0.0,0.0,54.0,75.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,23.0,0.0,0.0,0.0,50.0,60.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,28.0,68.0,0.0,2.0,77.0,62.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,26.0,7.0,0.0,0.0,63.0,63.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,24.0,0.0,0.0,0.0,38.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,33.0,176.0,7.0,14.0,99.0,60.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,24.0,2.0,0.0,0.0,62.0,65.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,28.0,5.0,0.0,0.0,47.0,62.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,31.0,62.0,0.0,1.0,78.0,75.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,30.0,0.0,0.0,0.0,47.0,65.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
