Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PTAK,PPWM,PFNM,PBSH,PPUR,PPRC,PHTP
0,0.0,0.0,67.0,1.0,5.0,87.0,85.0,90.0,83.0,67.0,70.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,43.0,0.0,0.0,85.0,77.0,83.0,72.0,74.0,72.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,23.0,0.0,0.0,83.0,66.0,79.0,65.0,78.0,79.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,27.0,0.0,0.0,82.0,65.0,78.0,69.0,85.0,74.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,19.0,0.0,0.0,79.0,62.0,70.0,63.0,85.0,74.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,72.0,72.0,77.0,66.0,68.0,54.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,67.0,0.0,3.0,96.0,64.0,80.0,66.0,94.0,82.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,22.0,0.0,0.0,92.0,62.0,71.0,64.0,95.0,78.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,64.0,0.0,2.0,92.0,62.0,71.0,64.0,95.0,78.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,32.0,0.0,0.0,87.0,77.0,84.0,74.0,74.0,75.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,85.0,63.0,73.0,61.0,85.0,79.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,32.0,0.0,0.0,85.0,63.0,73.0,61.0,85.0,79.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,42.0,0.0,1.0,82.0,68.0,75.0,72.0,81.0,85.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,75.0,62.0,65.0,54.0,82.0,76.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,24.0,0.0,0.0,74.0,76.0,84.0,77.0,70.0,58.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,86.0,74.0,81.0,69.0,77.0,86.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,22.0,0.0,0.0,85.0,62.0,80.0,65.0,86.0,70.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17.0,0.0,0.0,85.0,79.0,87.0,74.0,74.0,71.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,101.0,4.0,5.0,84.0,79.0,85.0,77.0,68.0,68.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,39.0,0.0,0.0,81.0,63.0,74.0,64.0,82.0,74.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,79.0,47.0,55.0,42.0,89.0,79.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,6.0,0.0,0.0,75.0,61.0,78.0,59.0,89.0,44.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17.0,0.0,0.0,69.0,70.0,77.0,72.0,70.0,58.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,118.0,3.0,6.0,95.0,81.0,88.0,78.0,74.0,90.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,95.0,81.0,88.0,78.0,74.0,90.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,86.0,1.0,2.0,90.0,67.0,76.0,66.0,87.0,86.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,60.0,0.0,0.0,85.0,48.0,54.0,44.0,92.0,87.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,40.0,0.0,0.0,85.0,57.0,68.0,56.0,86.0,86.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,63.0,0.0,0.0,84.0,64.0,67.0,63.0,87.0,85.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,83.0,48.0,53.0,45.0,95.0,77.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,83.0,48.0,53.0,45.0,95.0,77.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,27.0,0.0,0.0,79.0,72.0,83.0,74.0,72.0,56.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,31.0,0.0,0.0,77.0,74.0,78.0,73.0,69.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,94.0,70.0,88.0,67.0,88.0,79.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,27.0,0.0,0.0,94.0,70.0,88.0,67.0,88.0,79.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,94.0,70.0,88.0,67.0,88.0,79.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,8.0,0.0,0.0,94.0,70.0,88.0,67.0,88.0,79.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,102.0,5.0,6.0,94.0,70.0,88.0,67.0,88.0,79.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,93.0,53.0,60.0,53.0,95.0,90.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,20.0,0.0,0.0,85.0,70.0,87.0,71.0,79.0,73.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,40.0,0.0,0.0,84.0,78.0,85.0,76.0,68.0,85.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,6.0,0.0,0.0,82.0,77.0,86.0,78.0,70.0,62.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,26.0,0.0,0.0,76.0,55.0,60.0,50.0,85.0,72.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,15.0,0.0,0.0,72.0,68.0,83.0,65.0,75.0,45.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,65.0,70.0,66.0,77.0,61.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,91.0,3.0,7.0,97.0,70.0,85.0,71.0,90.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,90.0,1.0,5.0,86.0,66.0,82.0,62.0,91.0,64.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,45.0,0.0,0.0,86.0,67.0,75.0,65.0,85.0,75.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,28.0,0.0,0.0,83.0,67.0,78.0,70.0,84.0,64.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,76.0,65.0,76.0,63.0,78.0,72.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,76.0,65.0,80.0,67.0,81.0,45.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,6.0,0.0,0.0,71.0,56.0,60.0,53.0,83.0,65.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,46.0,0.0,0.0,92.0,76.0,90.0,79.0,78.0,73.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,92.0,76.0,90.0,79.0,78.0,73.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,42.0,0.0,0.0,90.0,72.0,80.0,75.0,81.0,81.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,52.0,0.0,1.0,85.0,78.0,84.0,73.0,75.0,74.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,85.0,78.0,84.0,73.0,75.0,74.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,39.0,0.0,0.0,83.0,64.0,82.0,64.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,10.0,0.0,0.0,79.0,64.0,78.0,64.0,84.0,62.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,76.0,64.0,68.0,65.0,82.0,70.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,22.0,0.0,0.0,74.0,66.0,70.0,65.0,80.0,68.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,11.0,0.0,0.0,71.0,59.0,67.0,58.0,82.0,66.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,2.0,0.0,0.0,69.0,56.0,67.0,53.0,84.0,59.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,122.0,4.0,7.0,96.0,72.0,84.0,70.0,87.0,96.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,51.0,0.0,0.0,82.0,55.0,62.0,52.0,89.0,77.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,24.0,0.0,0.0,82.0,60.0,70.0,56.0,87.0,73.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,63.0,1.0,2.0,80.0,82.0,86.0,76.0,69.0,60.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,65.0,1.0,2.0,75.0,75.0,88.0,75.0,66.0,46.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,11.0,0.0,0.0,74.0,64.0,75.0,59.0,81.0,63.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,67.0,61.0,84.0,57.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,35.0,0.0,0.0,67.0,72.0,78.0,76.0,67.0,44.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,5.0,0.0,0.0,67.0,72.0,78.0,76.0,67.0,44.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,91.0,2.0,5.0,95.0,80.0,87.0,78.0,78.0,82.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,70.0,0.0,2.0,93.0,70.0,74.0,67.0,90.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,34.0,0.0,0.0,83.0,63.0,85.0,63.0,86.0,65.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,76.0,70.0,74.0,67.0,76.0,64.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,49.0,0.0,0.0,76.0,70.0,74.0,67.0,76.0,64.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,74.0,58.0,60.0,52.0,85.0,70.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,73.0,61.0,70.0,62.0,78.0,68.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,73.0,61.0,70.0,62.0,78.0,68.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,19.0,0.0,0.0,73.0,61.0,70.0,62.0,78.0,68.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,36.0,0.0,0.0,72.0,62.0,75.0,61.0,87.0,50.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,4.0,0.0,0.0,68.0,73.0,78.0,71.0,67.0,49.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,65.0,60.0,71.0,60.0,82.0,52.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,117.0,4.0,7.0,89.0,67.0,84.0,67.0,84.0,90.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,49.0,0.0,0.0,88.0,44.0,50.0,40.0,98.0,89.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,89.0,1.0,4.0,88.0,44.0,50.0,40.0,98.0,89.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,40.0,0.0,2.0,86.0,76.0,77.0,70.0,77.0,78.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,84.0,65.0,70.0,64.0,82.0,87.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,40.0,0.0,0.0,83.0,70.0,78.0,69.0,79.0,70.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,77.0,75.0,80.0,72.0,72.0,64.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,7.0,0.0,0.0,75.0,64.0,70.0,63.0,81.0,69.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,11.0,0.0,0.0,73.0,48.0,60.0,44.0,92.0,67.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,64.0,79.0,62.0,83.0,52.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,45.0,0.0,1.0,94.0,65.0,86.0,63.0,88.0,84.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,68.0,1.0,3.0,94.0,85.0,93.0,88.0,74.0,80.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,38.0,0.0,0.0,88.0,66.0,72.0,67.0,88.0,78.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,68.0,1.0,3.0,83.0,72.0,75.0,70.0,73.0,91.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,48.0,0.0,0.0,80.0,62.0,86.0,65.0,85.0,64.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,78.0,72.0,69.0,78.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,79.0,49.0,54.0,45.0,90.0,76.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,77.0,63.0,70.0,57.0,84.0,67.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,3.0,0.0,0.0,77.0,77.0,82.0,72.0,68.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,67.0,69.0,75.0,65.0,69.0,55.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,73.0,0.0,5.0,95.0,57.0,68.0,61.0,97.0,82.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1.0,0.0,0.0,88.0,69.0,77.0,65.0,84.0,85.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,71.0,0.0,1.0,88.0,69.0,77.0,65.0,84.0,85.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,85.0,65.0,68.0,60.0,87.0,88.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,82.0,57.0,55.0,52.0,90.0,75.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,75.0,60.0,64.0,54.0,86.0,72.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,58.0,0.0,1.0,74.0,65.0,68.0,63.0,79.0,65.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,65.0,59.0,76.0,58.0,79.0,50.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,90.0,55.0,72.0,50.0,92.0,84.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,33.0,0.0,0.0,80.0,64.0,78.0,60.0,90.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,12.0,0.0,0.0,79.0,69.0,77.0,66.0,78.0,72.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,39.0,0.0,0.0,79.0,65.0,82.0,65.0,87.0,52.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,74.0,69.0,67.0,67.0,78.0,60.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,73.0,61.0,78.0,60.0,80.0,67.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,6.0,0.0,0.0,68.0,58.0,70.0,62.0,78.0,58.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,15.0,0.0,0.0,66.0,64.0,70.0,62.0,72.0,63.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,88.0,1.0,4.0,86.0,60.0,72.0,57.0,87.0,92.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,83.0,72.0,83.0,68.0,75.0,77.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,33.0,0.0,0.0,79.0,61.0,70.0,62.0,85.0,72.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,31.0,0.0,0.0,77.0,67.0,75.0,65.0,79.0,74.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,38.0,0.0,0.0,71.0,56.0,72.0,53.0,87.0,49.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,12.0,0.0,0.0,71.0,65.0,77.0,67.0,72.0,70.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,67.0,64.0,73.0,64.0,77.0,55.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,6.0,0.0,0.0,67.0,64.0,73.0,64.0,77.0,55.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,67.0,64.0,73.0,64.0,77.0,55.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,54.0,0.0,0.0,89.0,72.0,80.0,70.0,82.0,91.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,14.0,0.0,0.0,84.0,58.0,65.0,57.0,91.0,75.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,19.0,0.0,0.0,82.0,64.0,71.0,63.0,85.0,74.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,9.0,0.0,0.0,81.0,61.0,77.0,62.0,92.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,26.0,0.0,0.0,81.0,71.0,77.0,69.0,78.0,73.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,80.0,66.0,84.0,64.0,79.0,69.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,11.0,0.0,0.0,78.0,59.0,67.0,65.0,91.0,66.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,35.0,0.0,0.0,73.0,59.0,69.0,60.0,84.0,57.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,74.0,82.0,68.0,67.0,46.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,52.0,1.0,1.0,93.0,85.0,92.0,81.0,73.0,74.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,58.0,0.0,0.0,84.0,65.0,78.0,65.0,85.0,70.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,32.0,0.0,0.0,83.0,64.0,77.0,64.0,85.0,74.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,16.0,0.0,0.0,77.0,55.0,66.0,51.0,89.0,66.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,76.0,65.0,77.0,62.0,81.0,75.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,74.0,75.0,84.0,73.0,66.0,60.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,5.0,0.0,0.0,67.0,65.0,69.0,66.0,71.0,58.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,55.0,61.0,70.0,58.0,71.0,46.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,86.0,1.0,3.0,95.0,84.0,94.0,78.0,74.0,93.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,43.0,0.0,0.0,91.0,65.0,82.0,66.0,87.0,82.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,49.0,0.0,0.0,85.0,74.0,84.0,70.0,75.0,77.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,56.0,0.0,0.0,82.0,66.0,85.0,65.0,81.0,72.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,24.0,0.0,0.0,81.0,72.0,85.0,74.0,75.0,65.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,13.0,0.0,0.0,76.0,65.0,75.0,67.0,79.0,68.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,2.0,0.0,0.0,69.0,50.0,54.0,50.0,95.0,46.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,70.0,62.0,70.0,55.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,55.0,2.0,2.0,89.0,64.0,81.0,63.0,92.0,67.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,61.0,0.0,2.0,85.0,65.0,84.0,66.0,87.0,65.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,5.0,0.0,0.0,79.0,65.0,80.0,66.0,78.0,72.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,21.0,0.0,0.0,77.0,75.0,86.0,74.0,67.0,50.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,24.0,0.0,0.0,75.0,75.0,86.0,73.0,69.0,54.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,75.0,65.0,70.0,65.0,79.0,69.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,3.0,0.0,0.0,70.0,68.0,75.0,70.0,69.0,55.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,58.0,0.0,0.0,88.0,63.0,76.0,64.0,88.0,75.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,68.0,0.0,0.0,83.0,64.0,65.0,64.0,85.0,80.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,55.0,0.0,0.0,81.0,62.0,66.0,59.0,84.0,86.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,78.0,50.0,60.0,50.0,86.0,73.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,20.0,0.0,0.0,71.0,53.0,59.0,60.0,88.0,65.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,69.0,68.0,73.0,64.0,73.0,55.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,60.0,46.0,55.0,45.0,85.0,59.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,69.0,0.0,3.0,93.0,75.0,92.0,70.0,90.0,68.0,85.0,94.0,89.0,91.0,85.0,65.0,68.0
0,0.0,0.0,56.0,0.0,1.0,83.0,74.0,79.0,68.0,79.0,74.0,80.0,84.0,78.0,82.0,74.0,68.0,60.0
0,0.0,0.0,11.0,0.0,0.0,80.0,58.0,65.0,49.0,93.0,66.0,82.0,89.0,64.0,90.0,50.0,60.0,52.0
0,0.0,0.0,42.0,0.0,0.0,79.0,62.0,68.0,53.0,94.0,58.0,78.0,90.0,67.0,90.0,55.0,50.0,60.0
0,0.0,0.0,112.0,1.0,6.0,79.0,78.0,84.0,72.0,82.0,55.0,75.0,83.0,80.0,82.0,80.0,48.0,74.0
0,0.0,0.0,10.0,0.0,0.0,76.0,69.0,76.0,68.0,77.0,74.0,77.0,80.0,70.0,78.0,66.0,68.0,65.0
0,0.0,0.0,2.0,0.0,0.0,74.0,74.0,75.0,70.0,78.0,55.0,74.0,82.0,74.0,80.0,70.0,50.0,75.0
0,0.0,0.0,91.0,2.0,5.0,92.0,80.0,85.0,78.0,77.0,72.0,77.0,82.0,92.0,85.0,88.0,78.0,60.0
0,0.0,0.0,20.0,0.0,0.0,83.0,80.0,85.0,80.0,72.0,56.0,77.0,82.0,88.0,76.0,82.0,55.0,74.0
0,0.0,0.0,52.0,0.0,0.0,82.0,69.0,90.0,69.0,85.0,68.0,80.0,84.0,77.0,84.0,75.0,55.0,52.0
0,0.0,0.0,4.0,0.0,0.0,78.0,62.0,70.0,59.0,88.0,65.0,79.0,84.0,74.0,81.0,70.0,58.0,60.0
0,0.0,0.0,14.0,0.0,0.0,77.0,67.0,82.0,66.0,84.0,68.0,79.0,77.0,78.0,82.0,70.0,55.0,65.0
0,0.0,0.0,20.0,0.0,0.0,76.0,76.0,82.0,70.0,66.0,66.0,80.0,70.0,82.0,80.0,78.0,58.0,54.0
0,0.0,0.0,24.0,0.0,0.0,76.0,77.0,82.0,72.0,80.0,52.0,80.0,80.0,70.0,84.0,86.0,50.0,78.0
0,0.0,0.0,5.0,0.0,0.0,73.0,62.0,70.0,55.0,86.0,58.0,78.0,82.0,66.0,82.0,68.0,58.0,49.0
0,0.0,0.0,7.0,0.0,0.0,72.0,55.0,67.0,50.0,84.0,72.0,83.0,76.0,68.0,85.0,71.0,50.0,50.0
0,0.0,0.0,0.0,0.0,0.0,70.0,77.0,79.0,78.0,74.0,44.0,70.0,74.0,78.0,70.0,78.0,42.0,65.0
0,0.0,0.0,100.0,2.0,5.0,91.0,66.0,76.0,64.0,95.0,78.0,86.0,96.0,76.0,95.0,82.0,82.0,82.0
0,0.0,0.0,80.0,1.0,4.0,90.0,68.0,74.0,66.0,93.0,85.0,84.0,93.0,76.0,93.0,72.0,80.0,68.0
0,0.0,0.0,61.0,0.0,0.0,88.0,56.0,70.0,55.0,88.0,88.0,88.0,88.0,60.0,89.0,60.0,85.0,60.0
