Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PCTH,PSPC,PCIT,PSRR,PMRR,PDRR,PREL,PJMP,PCOD
0,0.0,0.0,0.0,0.0,0.0,72.0,85.0,85.0,80.0,59.0,64.0,77.0,0.0,0.0,0,0,0,0.0,89.0,0
0,0.0,0.0,12.0,0.0,0.0,66.0,84.0,85.0,87.0,37.0,56.0,75.0,0.0,0.0,0,0,0,0.0,75.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,88.0,87.0,83.0,47.0,58.0,67.0,0.0,0.0,0,0,0,0.0,70.0,0
0,0.0,0.0,0.0,0.0,0.0,90.0,88.0,89.0,89.0,61.0,96.0,94.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,1.0,0.0,0.0,90.0,88.0,89.0,89.0,61.0,96.0,94.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,0.0,0.0,0.0,90.0,88.0,89.0,89.0,61.0,96.0,94.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,94.0,0.0,5.0,90.0,88.0,89.0,89.0,61.0,96.0,94.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,33.0,0.0,0.0,90.0,88.0,89.0,89.0,61.0,96.0,94.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,69.0,0.0,0.0,79.0,90.0,90.0,88.0,64.0,60.0,82.0,0.0,0.0,0,0,0,0.0,95.0,0
0,0.0,0.0,23.0,0.0,0.0,79.0,90.0,90.0,88.0,64.0,60.0,82.0,0.0,0.0,0,0,0,0.0,95.0,0
0,0.0,0.0,22.0,0.0,0.0,78.0,93.0,88.0,89.0,67.0,53.0,80.0,0.0,0.0,0,0,0,0.0,95.0,0
0,0.0,0.0,9.0,0.0,0.0,78.0,93.0,88.0,89.0,67.0,53.0,80.0,0.0,0.0,0,0,0,0.0,95.0,0
0,0.0,0.0,19.0,0.0,0.0,77.0,88.0,89.0,90.0,48.0,72.0,80.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,22.0,0.0,0.0,76.0,85.0,86.0,84.0,64.0,64.0,80.0,0.0,0.0,0,0,0,0.0,91.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,88.0,86.0,75.0,50.0,52.0,70.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,69.0,0.0,0.0,85.0,93.0,92.0,87.0,54.0,85.0,87.0,0.0,0.0,0,0,0,0.0,78.0,0
0,0.0,0.0,29.0,1.0,2.0,80.0,97.0,99.0,99.0,50.0,72.0,74.0,0.0,0.0,0,0,0,0.0,70.0,0
0,0.0,0.0,13.0,0.0,0.0,77.0,94.0,96.0,94.0,37.0,68.0,80.0,0.0,0.0,0,0,0,0.0,82.0,0
0,0.0,0.0,1.0,0.0,0.0,73.0,92.0,91.0,90.0,47.0,57.0,74.0,0.0,0.0,0,0,0,0.0,93.0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,87.0,87.0,85.0,51.0,65.0,74.0,0.0,0.0,0,0,0,0.0,74.0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,85.0,87.0,79.0,60.0,62.0,70.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,58.0,0.0,1.0,88.0,94.0,93.0,91.0,56.0,80.0,86.0,0.0,0.0,0,0,0,0.0,97.0,0
0,0.0,0.0,48.0,0.0,1.0,85.0,87.0,87.0,85.0,63.0,87.0,88.0,0.0,0.0,0,0,0,0.0,88.0,0
0,0.0,0.0,38.0,1.0,1.0,84.0,91.0,92.0,84.0,78.0,76.0,84.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,0.0,0.0,0.0,74.0,86.0,87.0,82.0,61.0,69.0,77.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,92.0,90.0,84.0,45.0,67.0,73.0,0.0,0.0,0,0,0,0.0,78.0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,87.0,86.0,77.0,44.0,55.0,64.0,0.0,0.0,0,0,0,0.0,72.0,0
0,0.0,0.0,45.0,0.0,0.0,86.0,91.0,92.0,91.0,55.0,81.0,89.0,0.0,0.0,0,0,0,0.0,88.0,0
0,0.0,0.0,34.0,0.0,0.0,82.0,90.0,85.0,84.0,59.0,78.0,85.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,30.0,0.0,0.0,81.0,90.0,89.0,88.0,58.0,75.0,84.0,0.0,0.0,0,0,0,0.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,81.0,95.0,96.0,93.0,44.0,75.0,82.0,0.0,0.0,0,0,0,0.0,81.0,0
0,0.0,0.0,8.0,0.0,0.0,80.0,96.0,95.0,90.0,55.0,61.0,81.0,0.0,0.0,0,0,0,0.0,89.0,0
0,0.0,0.0,0.0,0.0,0.0,67.0,89.0,94.0,88.0,42.0,62.0,68.0,0.0,0.0,0,0,0,0.0,71.0,0
0,0.0,0.0,52.0,0.0,0.0,88.0,94.0,96.0,95.0,50.0,84.0,88.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,22.0,0.0,0.0,87.0,90.0,90.0,89.0,65.0,83.0,89.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,56.0,0.0,1.0,85.0,89.0,90.0,92.0,48.0,92.0,89.0,0.0,0.0,0,0,0,0.0,79.0,0
0,0.0,0.0,8.0,0.0,0.0,78.0,98.0,95.0,88.0,48.0,69.0,78.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,17.0,0.0,0.0,77.0,88.0,88.0,88.0,57.0,62.0,80.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,11.0,0.0,0.0,77.0,88.0,88.0,88.0,57.0,62.0,80.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,30.0,0.0,0.0,73.0,90.0,97.0,86.0,49.0,70.0,70.0,0.0,0.0,0,0,0,0.0,82.0,0
0,0.0,0.0,0.0,0.0,0.0,67.0,86.0,86.0,90.0,50.0,47.0,74.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,70.0,0.0,4.0,93.0,90.0,93.0,92.0,64.0,94.0,95.0,0.0,0.0,0,0,0,0.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,83.0,97.0,97.0,89.0,50.0,72.0,83.0,0.0,0.0,0,0,0,0.0,88.0,0
0,0.0,0.0,43.0,0.0,1.0,73.0,97.0,96.0,94.0,41.0,67.0,70.0,0.0,0.0,0,0,0,0.0,70.0,0
0,0.0,0.0,36.0,0.0,0.0,73.0,96.0,96.0,92.0,44.0,58.0,73.0,0.0,0.0,0,0,0,0.0,83.0,0
0,0.0,0.0,0.0,0.0,0.0,67.0,87.0,91.0,86.0,52.0,54.0,67.0,0.0,0.0,0,0,0,0.0,90.0,0
0,0.0,0.0,70.0,0.0,0.0,87.0,92.0,93.0,92.0,68.0,77.0,82.0,0.0,0.0,0,0,0,0.0,98.0,0
0,0.0,0.0,69.0,0.0,0.0,85.0,90.0,89.0,86.0,61.0,87.0,86.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,5.0,0.0,1.0,72.0,88.0,86.0,84.0,54.0,66.0,75.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,94.0,93.0,86.0,50.0,60.0,74.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,10.0,0.0,0.0,72.0,94.0,93.0,86.0,50.0,60.0,74.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,1.0,0.0,0.0,71.0,91.0,92.0,90.0,48.0,58.0,72.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,2.0,0.0,0.0,66.0,85.0,90.0,84.0,50.0,50.0,72.0,0.0,0.0,0,0,0,0.0,83.0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,90.0,90.0,85.0,43.0,49.0,68.0,0.0,0.0,0,0,0,0.0,67.0,0
0,0.0,0.0,68.0,0.0,1.0,89.0,98.0,96.0,94.0,52.0,85.0,89.0,0.0,0.0,0,0,0,0.0,82.0,0
0,0.0,0.0,33.0,0.0,0.0,85.0,91.0,89.0,92.0,65.0,77.0,85.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,0.0,0.0,0.0,79.0,82.0,83.0,85.0,53.0,87.0,88.0,0.0,0.0,0,0,0,0.0,69.0,0
0,0.0,0.0,51.0,0.0,0.0,72.0,87.0,88.0,87.0,52.0,68.0,75.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,4.0,0.0,0.0,71.0,96.0,94.0,86.0,44.0,65.0,73.0,0.0,0.0,0,0,0,0.0,66.0,0
0,0.0,0.0,124.0,4.0,6.0,99.0,99.0,99.0,97.0,56.0,90.0,97.0,0.0,0.0,0,0,0,0.0,99.0,0
0,0.0,0.0,33.0,0.0,0.0,87.0,91.0,93.0,90.0,65.0,82.0,86.0,0.0,0.0,0,0,0,0.0,91.0,0
0,0.0,0.0,16.0,0.0,0.0,79.0,88.0,90.0,87.0,55.0,73.0,81.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,14.0,0.0,0.0,74.0,88.0,89.0,85.0,59.0,65.0,75.0,0.0,0.0,0,0,0,0.0,90.0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,95.0,94.0,93.0,38.0,49.0,75.0,0.0,0.0,0,0,0,0.0,78.0,0
0,0.0,0.0,9.0,0.0,0.0,67.0,92.0,88.0,86.0,43.0,63.0,67.0,0.0,0.0,0,0,0,0.0,82.0,0
0,0.0,0.0,121.0,5.0,6.0,98.0,94.0,97.0,93.0,75.0,94.0,95.0,0.0,0.0,0,0,0,0.0,95.0,0
0,0.0,0.0,25.0,0.0,0.0,81.0,91.0,91.0,89.0,35.0,83.0,84.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,1.0,0.0,0.0,77.0,90.0,92.0,92.0,56.0,58.0,80.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,0.0,0.0,0.0,77.0,90.0,92.0,92.0,56.0,58.0,80.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,11.0,0.0,0.0,77.0,90.0,92.0,92.0,56.0,58.0,80.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,2.0,0.0,0.0,77.0,90.0,92.0,92.0,56.0,58.0,80.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,20.0,0.0,0.0,77.0,90.0,92.0,92.0,56.0,58.0,80.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,5.0,0.0,0.0,76.0,94.0,93.0,88.0,49.0,69.0,80.0,0.0,0.0,0,0,0,0.0,70.0,0
0,0.0,0.0,0.0,0.0,0.0,76.0,94.0,93.0,88.0,49.0,69.0,80.0,0.0,0.0,0,0,0,0.0,70.0,0
0,0.0,0.0,5.0,0.0,0.0,65.0,84.0,84.0,78.0,48.0,62.0,70.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,88.0,0.0,4.0,94.0,89.0,91.0,94.0,72.0,93.0,95.0,0.0,0.0,0,0,0,0.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,84.0,95.0,97.0,98.0,54.0,75.0,82.0,0.0,0.0,0,0,0,0.0,80.0,0
0,0.0,0.0,22.0,0.0,0.0,79.0,91.0,91.0,89.0,49.0,77.0,81.0,0.0,0.0,0,0,0,0.0,79.0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,89.0,90.0,88.0,46.0,62.0,73.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,2.0,0.0,0.0,71.0,89.0,88.0,84.0,58.0,67.0,73.0,0.0,0.0,0,0,0,0.0,80.0,0
0,0.0,0.0,83.0,0.0,2.0,87.0,87.0,85.0,87.0,58.0,94.0,94.0,0.0,0.0,0,0,0,0.0,82.0,0
0,0.0,0.0,20.0,0.0,0.0,82.0,90.0,91.0,90.0,52.0,76.0,84.0,0.0,0.0,0,0,0,0.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,79.0,89.0,90.0,90.0,44.0,78.0,82.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,77.0,0.0,3.0,74.0,89.0,86.0,84.0,64.0,56.0,77.0,0.0,0.0,0,0,0,0.0,93.0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,87.0,86.0,85.0,63.0,64.0,74.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,41.0,0.0,1.0,80.0,88.0,90.0,91.0,45.0,69.0,85.0,0.0,0.0,0,0,0,0.0,91.0,0
0,0.0,0.0,1.0,0.0,0.0,76.0,87.0,87.0,87.0,58.0,64.0,84.0,0.0,0.0,0,0,0,0.0,86.0,0
0,0.0,0.0,18.0,0.0,0.0,75.0,87.0,87.0,86.0,54.0,67.0,80.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,86.0,87.0,86.0,48.0,72.0,78.0,0.0,0.0,0,0,0,0.0,78.0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,89.0,89.0,90.0,48.0,55.0,74.0,0.0,0.0,0,0,0,0.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,87.0,90.0,87.0,56.0,43.0,70.0,0.0,0.0,0,0,0,0.0,86.0,0
0,0.0,0.0,55.0,0.0,0.0,89.0,88.0,91.0,91.0,59.0,90.0,92.0,0.0,0.0,0,0,0,0.0,88.0,0
0,0.0,0.0,54.0,0.0,0.0,82.0,86.0,88.0,94.0,47.0,86.0,86.0,0.0,0.0,0,0,0,0.0,79.0,0
0,0.0,0.0,31.0,0.0,0.0,81.0,84.0,85.0,81.0,64.0,82.0,86.0,0.0,0.0,0,0,0,0.0,89.0,0
0,0.0,0.0,29.0,0.0,0.0,79.0,89.0,90.0,89.0,44.0,77.0,85.0,0.0,0.0,0,0,0,0.0,79.0,0
0,0.0,0.0,1.0,0.0,1.0,72.0,87.0,82.0,85.0,62.0,65.0,74.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,87.0,90.0,87.0,45.0,62.0,74.0,0.0,0.0,0,0,0,0.0,78.0,0
0,0.0,0.0,99.0,1.0,7.0,96.0,96.0,96.0,93.0,54.0,95.0,97.0,0.0,0.0,0,0,0,0.0,87.0,0
0,0.0,0.0,101.0,0.0,4.0,92.0,93.0,94.0,96.0,45.0,95.0,95.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,0.0,0.0,0.0,76.0,95.0,93.0,85.0,44.0,72.0,77.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,25.0,0.0,0.0,76.0,95.0,93.0,85.0,44.0,72.0,77.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,19.0,0.0,0.0,76.0,93.0,94.0,92.0,42.0,67.0,78.0,0.0,0.0,0,0,0,0.0,77.0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,87.0,85.0,83.0,48.0,65.0,82.0,0.0,0.0,0,0,0,0.0,77.0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,86.0,89.0,89.0,50.0,50.0,76.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,22.0,0.0,0.0,87.0,88.0,91.0,88.0,67.0,82.0,89.0,0.0,0.0,0,0,0,0.0,92.0,0
0,0.0,0.0,78.0,0.0,0.0,85.0,97.0,95.0,87.0,48.0,85.0,85.0,0.0,0.0,0,0,0,0.0,86.0,0
0,0.0,0.0,43.0,0.0,0.0,80.0,88.0,88.0,88.0,46.0,85.0,84.0,0.0,0.0,0,0,0,0.0,82.0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,86.0,88.0,88.0,65.0,42.0,74.0,0.0,0.0,0,0,0,0.0,96.0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,87.0,88.0,85.0,48.0,62.0,71.0,0.0,0.0,0,0,0,0.0,82.0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,86.0,85.0,86.0,63.0,40.0,72.0,0.0,0.0,0,0,0,0.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,88.0,89.0,87.0,87.0,65.0,88.0,90.0,0.0,0.0,0,0,0,0.0,90.0,0
0,0.0,0.0,5.0,0.0,0.0,81.0,93.0,94.0,91.0,69.0,67.0,75.0,0.0,0.0,0,0,0,0.0,96.0,0
0,0.0,0.0,4.0,0.0,0.0,73.0,93.0,92.0,86.0,45.0,61.0,75.0,0.0,0.0,0,0,0,0.0,84.0,0
0,0.0,0.0,11.0,0.0,0.0,73.0,90.0,90.0,89.0,56.0,54.0,75.0,0.0,0.0,0,0,0,0.0,88.0,0
0,0.0,0.0,17.0,0.0,0.0,73.0,90.0,90.0,89.0,56.0,54.0,75.0,0.0,0.0,0,0,0,0.0,88.0,0
0,0.0,0.0,10.0,0.0,0.0,71.0,87.0,90.0,89.0,52.0,55.0,77.0,0.0,0.0,0,0,0,0.0,82.0,0
0,0.0,0.0,72.0,0.0,1.0,87.0,97.0,98.0,96.0,48.0,80.0,86.0,0.0,0.0,0,0,0,0.0,82.0,0
0,0.0,0.0,25.0,0.0,0.0,84.0,87.0,87.0,85.0,67.0,81.0,85.0,0.0,0.0,0,0,0,0.0,96.0,0
0,0.0,0.0,0.0,0.0,0.0,82.0,92.0,92.0,87.0,49.0,83.0,85.0,0.0,0.0,0,0,0,0.0,80.0,0
0,0.0,0.0,2.0,0.0,0.0,76.0,91.0,91.0,86.0,45.0,67.0,80.0,0.0,0.0,0,0,0,0.0,85.0,0
0,0.0,0.0,7.0,0.0,0.0,74.0,87.0,85.0,84.0,64.0,69.0,75.0,0.0,0.0,0,0,0,0.0,90.0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,89.0,85.0,81.0,53.0,79.0,75.0,0.0,0.0,0,0,0,0.0,80.0,0
0,0.0,0.0,93.0,1.0,11.0,97.0,93.0,90.0,89.0,70.0,90.0,95.0,95.0,95.0,0,0,0,94.0,98.0,0
0,0.0,0.0,86.0,0.0,3.0,95.0,91.0,89.0,91.0,80.0,87.0,93.0,91.0,99.0,0,0,0,96.0,90.0,0
0,0.0,0.0,10.0,0.0,0.0,77.0,90.0,93.0,92.0,62.0,54.0,80.0,70.0,84.0,0,0,0,85.0,90.0,0
0,0.0,0.0,0.0,0.0,0.0,74.0,88.0,87.0,84.0,52.0,68.0,80.0,80.0,80.0,0,0,0,70.0,81.0,0
0,0.0,0.0,26.0,0.0,0.0,71.0,93.0,94.0,94.0,52.0,58.0,74.0,84.0,68.0,0,0,0,66.0,86.0,0
0,0.0,0.0,88.0,1.0,4.0,89.0,93.0,95.0,92.0,60.0,87.0,84.0,88.0,86.0,0,0,0,89.0,90.0,0
0,0.0,0.0,16.0,0.0,0.0,80.0,92.0,93.0,91.0,50.0,68.0,84.0,84.0,80.0,0,0,0,72.0,90.0,0
0,0.0,0.0,31.0,0.0,0.0,79.0,91.0,94.0,94.0,48.0,66.0,83.0,70.0,80.0,0,0,0,78.0,84.0,0
0,0.0,0.0,39.0,0.0,0.0,79.0,89.0,88.0,87.0,66.0,80.0,86.0,79.0,70.0,0,0,0,74.0,94.0,0
0,0.0,0.0,70.0,0.0,4.0,79.0,86.0,86.0,85.0,64.0,82.0,82.0,72.0,78.0,0,0,0,74.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,93.0,94.0,94.0,38.0,60.0,79.0,74.0,66.0,0,0,0,66.0,88.0,0
0,0.0,0.0,86.0,1.0,2.0,87.0,88.0,87.0,89.0,46.0,95.0,93.0,74.0,84.0,0,0,0,86.0,82.0,0
0,0.0,0.0,78.0,0.0,5.0,85.0,92.0,94.0,92.0,45.0,85.0,88.0,79.0,82.0,0,0,0,77.0,86.0,0
0,0.0,0.0,28.0,0.0,0.0,85.0,92.0,94.0,92.0,45.0,85.0,88.0,79.0,82.0,0,0,0,77.0,86.0,0
0,0.0,0.0,9.0,0.0,0.0,78.0,91.0,94.0,93.0,55.0,68.0,82.0,90.0,72.0,0,0,0,68.0,95.0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,92.0,90.0,90.0,62.0,46.0,77.0,78.0,72.0,0,0,0,66.0,88.0,0
0,0.0,0.0,4.0,0.0,0.0,70.0,92.0,90.0,90.0,62.0,46.0,77.0,78.0,72.0,0,0,0,66.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,93.0,88.0,88.0,60.0,40.0,76.0,86.0,70.0,0,0,0,60.0,88.0,0
0,0.0,0.0,2.0,0.0,0.0,66.0,97.0,98.0,95.0,44.0,54.0,72.0,66.0,69.0,0,0,0,60.0,81.0,0
0,0.0,0.0,47.0,0.0,0.0,91.0,98.0,99.0,93.0,55.0,86.0,88.0,82.0,85.0,0,0,0,93.0,88.0,0
0,0.0,0.0,1.0,0.0,0.0,79.0,93.0,88.0,87.0,55.0,62.0,82.0,90.0,83.0,0,0,0,70.0,95.0,0
0,0.0,0.0,14.0,0.0,0.0,78.0,96.0,97.0,96.0,43.0,68.0,82.0,80.0,69.0,0,0,0,65.0,84.0,0
0,0.0,0.0,27.0,0.0,0.0,77.0,86.0,86.0,85.0,55.0,80.0,86.0,66.0,84.0,0,0,0,66.0,76.0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,91.0,90.0,89.0,53.0,52.0,78.0,0.0,0.0,0,0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,91.0,90.0,89.0,53.0,52.0,78.0,0.0,0.0,0,0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,91.0,90.0,89.0,53.0,52.0,78.0,0.0,0.0,0,0,0,0.0,0.0,0
0,0.0,0.0,30.0,0.0,0.0,98.0,97.0,99.0,99.0,68.0,85.0,95.0,88.0,95.0,0,0,0,99.0,92.0,0
0,0.0,0.0,0.0,0.0,0.0,98.0,97.0,99.0,99.0,68.0,85.0,95.0,88.0,95.0,0,0,0,99.0,92.0,0
0,0.0,0.0,0.0,0.0,0.0,98.0,97.0,99.0,99.0,68.0,85.0,95.0,88.0,95.0,0,0,0,99.0,92.0,0
0,0.0,0.0,21.0,0.0,0.0,98.0,97.0,99.0,99.0,68.0,85.0,95.0,88.0,95.0,0,0,0,99.0,92.0,0
0,0.0,0.0,0.0,0.0,0.0,98.0,97.0,99.0,99.0,68.0,85.0,95.0,88.0,95.0,0,0,0,99.0,92.0,0
0,0.0,0.0,23.0,0.0,1.0,98.0,97.0,99.0,99.0,68.0,85.0,95.0,88.0,95.0,0,0,0,99.0,92.0,0
0,0.0,0.0,14.0,0.0,0.0,86.0,89.0,92.0,90.0,58.0,88.0,88.0,78.0,84.0,0,0,0,82.0,89.0,0
0,0.0,0.0,83.0,1.0,2.0,84.0,85.0,82.0,80.0,70.0,88.0,90.0,80.0,84.0,0,0,0,75.0,86.0,0
0,0.0,0.0,4.0,0.0,0.0,76.0,85.0,83.0,82.0,67.0,55.0,84.0,92.0,88.0,0,0,0,60.0,94.0,0
0,0.0,0.0,0.0,0.0,0.0,75.0,89.0,88.0,91.0,62.0,56.0,80.0,82.0,78.0,0,0,0,70.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,92.0,93.0,95.0,44.0,59.0,80.0,82.0,68.0,0,0,0,55.0,82.0,0
0,0.0,0.0,48.0,0.0,1.0,82.0,86.0,84.0,83.0,67.0,87.0,85.0,81.0,85.0,0,0,0,88.0,85.0,0
0,0.0,0.0,47.0,3.0,4.0,81.0,100.0,99.0,99.0,50.0,69.0,83.0,70.0,70.0,0,0,0,78.0,88.0,0
0,0.0,0.0,19.0,0.0,0.0,79.0,93.0,91.0,90.0,56.0,52.0,85.0,71.0,79.0,0,0,0,78.0,90.0,0
0,0.0,0.0,10.0,0.0,0.0,77.0,92.0,94.0,93.0,60.0,68.0,80.0,70.0,74.0,0,0,0,75.0,93.0,0
0,0.0,0.0,0.0,0.0,0.0,74.0,94.0,95.0,95.0,48.0,66.0,78.0,77.0,69.0,0,0,0,70.0,87.0,0
0,0.0,0.0,41.0,0.0,1.0,73.0,88.0,90.0,89.0,44.0,70.0,79.0,98.0,71.0,0,0,0,70.0,92.0,0
0,0.0,0.0,85.0,2.0,6.0,97.0,96.0,96.0,96.0,58.0,86.0,94.0,96.0,90.0,0,0,0,91.0,97.0,0
0,0.0,0.0,56.0,0.0,1.0,95.0,90.0,90.0,88.0,66.0,90.0,98.0,77.0,99.0,0,0,0,92.0,87.0,0
0,0.0,0.0,12.0,0.0,0.0,77.0,96.0,97.0,90.0,52.0,54.0,80.0,80.0,78.0,0,0,0,78.0,91.0,0
0,0.0,0.0,18.0,0.0,0.0,76.0,94.0,92.0,92.0,52.0,44.0,80.0,88.0,79.0,0,0,0,76.0,95.0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,93.0,94.0,95.0,49.0,78.0,79.0,66.0,66.0,0,0,0,62.0,72.0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,91.0,90.0,90.0,52.0,59.0,78.0,72.0,69.0,0,0,0,68.0,89.0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,90.0,88.0,87.0,62.0,47.0,78.0,85.0,74.0,0,0,0,60.0,93.0,0
0,0.0,0.0,41.0,0.0,1.0,95.0,93.0,95.0,94.0,68.0,89.0,89.0,100.0,88.0,0,0,0,96.0,99.0,0
0,0.0,0.0,0.0,0.0,0.0,85.0,97.0,98.0,92.0,55.0,80.0,84.0,76.0,74.0,0,0,0,85.0,88.0,0
0,0.0,0.0,31.0,0.0,0.0,83.0,85.0,84.0,83.0,69.0,86.0,90.0,70.0,92.0,0,0,0,80.0,89.0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,94.0,95.0,97.0,54.0,69.0,79.0,66.0,68.0,0,0,0,60.0,82.0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,89.0,88.0,86.0,68.0,64.0,77.0,69.0,71.0,0,0,0,68.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,67.0,92.0,92.0,90.0,62.0,44.0,70.0,82.0,72.0,0,0,0,65.0,93.0,0
0,0.0,0.0,121.0,5.0,6.0,98.0,96.0,94.0,94.0,82.0,95.0,89.0,87.0,97.0,0,0,0,99.0,90.0,0
0,0.0,0.0,67.0,0.0,1.0,86.0,92.0,93.0,93.0,45.0,88.0,94.0,70.0,78.0,0,0,0,70.0,87.0,0
0,0.0,0.0,33.0,0.0,0.0,82.0,91.0,92.0,88.0,48.0,76.0,94.0,82.0,79.0,0,0,0,70.0,83.0,0
0,0.0,0.0,0.0,0.0,0.0,73.0,89.0,87.0,87.0,57.0,62.0,80.0,85.0,77.0,0,0,0,66.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,94.0,92.0,90.0,60.0,56.0,74.0,68.0,68.0,0,0,0,60.0,87.0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,89.0,89.0,88.0,72.0,52.0,71.0,72.0,69.0,0,0,0,68.0,88.0,0
0,0.0,0.0,83.0,1.0,6.0,93.0,92.0,93.0,94.0,80.0,86.0,89.0,95.0,90.0,0,0,0,94.0,96.0,0
0,0.0,0.0,30.0,0.0,0.0,93.0,92.0,93.0,94.0,80.0,86.0,89.0,95.0,90.0,0,0,0,94.0,96.0,0
0,0.0,0.0,55.0,0.0,0.0,86.0,89.0,90.0,90.0,62.0,85.0,88.0,72.0,82.0,0,0,0,80.0,88.0,0
