Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PCTH,PMCV,PZCV,PPRS,PPRC,PJMP,PHTP
0,0.0,0.0,53.0,0.0,1.0,90.0,90.0,86.0,88.0,54.0,85.0,67.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,36.0,0.0,0.0,90.0,91.0,92.0,92.0,58.0,85.0,72.0,0.0,0.0,0.0,0.0,89.0,0.0
0,0.0,0.0,59.0,0.0,3.0,89.0,85.0,84.0,81.0,59.0,93.0,68.0,0.0,0.0,0.0,0.0,76.0,0.0
0,0.0,0.0,58.0,0.0,1.0,88.0,94.0,92.0,92.0,55.0,87.0,66.0,0.0,0.0,0.0,0.0,93.0,0.0
0,0.0,0.0,31.0,0.0,0.0,88.0,82.0,89.0,85.0,70.0,78.0,61.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,0.0,0.0,0.0,88.0,81.0,84.0,81.0,66.0,85.0,63.0,0.0,0.0,0.0,0.0,71.0,0.0
0,0.0,0.0,64.0,1.0,1.0,87.0,93.0,94.0,92.0,45.0,88.0,71.0,0.0,0.0,0.0,0.0,92.0,0.0
0,0.0,0.0,27.0,0.0,0.0,87.0,90.0,88.0,87.0,64.0,81.0,65.0,0.0,0.0,0.0,0.0,77.0,0.0
0,0.0,0.0,45.0,0.0,0.0,87.0,88.0,86.0,84.0,64.0,79.0,63.0,0.0,0.0,0.0,0.0,81.0,0.0
0,0.0,0.0,0.0,0.0,0.0,87.0,85.0,88.0,87.0,65.0,84.0,70.0,0.0,0.0,0.0,0.0,74.0,0.0
0,0.0,0.0,68.0,1.0,5.0,87.0,88.0,90.0,87.0,64.0,75.0,67.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,62.0,0.0,3.0,87.0,91.0,92.0,90.0,53.0,83.0,67.0,0.0,0.0,0.0,0.0,89.0,0.0
0,0.0,0.0,41.0,0.0,0.0,86.0,88.0,88.0,86.0,58.0,86.0,67.0,0.0,0.0,0.0,0.0,94.0,0.0
0,0.0,0.0,41.0,0.0,0.0,86.0,90.0,89.0,90.0,55.0,86.0,64.0,0.0,0.0,0.0,0.0,90.0,0.0
0,0.0,0.0,24.0,0.0,0.0,86.0,90.0,95.0,90.0,54.0,82.0,66.0,0.0,0.0,0.0,0.0,91.0,0.0
0,0.0,0.0,45.0,0.0,2.0,86.0,95.0,95.0,90.0,52.0,75.0,70.0,0.0,0.0,0.0,0.0,92.0,0.0
0,0.0,0.0,61.0,0.0,1.0,86.0,92.0,93.0,91.0,56.0,78.0,68.0,0.0,0.0,0.0,0.0,93.0,0.0
0,0.0,0.0,37.0,0.0,0.0,86.0,92.0,93.0,92.0,49.0,82.0,69.0,0.0,0.0,0.0,0.0,89.0,0.0
0,0.0,0.0,47.0,0.0,0.0,85.0,85.0,79.0,81.0,60.0,79.0,67.0,0.0,0.0,0.0,0.0,71.0,0.0
0,0.0,0.0,52.0,0.0,0.0,85.0,87.0,88.0,83.0,55.0,85.0,54.0,0.0,0.0,0.0,0.0,82.0,0.0
0,0.0,0.0,52.0,0.0,1.0,85.0,87.0,88.0,89.0,52.0,85.0,74.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,33.0,0.0,0.0,85.0,89.0,90.0,91.0,50.0,84.0,67.0,0.0,0.0,0.0,0.0,89.0,0.0
0,0.0,0.0,34.0,0.0,0.0,85.0,90.0,91.0,90.0,56.0,71.0,70.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,40.0,0.0,0.0,84.0,93.0,93.0,94.0,46.0,80.0,70.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,49.0,0.0,0.0,84.0,90.0,90.0,89.0,57.0,78.0,66.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,54.0,0.0,2.0,84.0,90.0,90.0,89.0,57.0,78.0,66.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,41.0,0.0,0.0,84.0,98.0,93.0,89.0,55.0,72.0,66.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,24.0,0.0,0.0,84.0,98.0,93.0,89.0,55.0,72.0,66.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,13.0,0.0,0.0,84.0,85.0,86.0,88.0,61.0,76.0,61.0,0.0,0.0,0.0,0.0,83.0,0.0
0,0.0,0.0,52.0,0.0,0.0,84.0,92.0,93.0,91.0,58.0,69.0,72.0,0.0,0.0,0.0,0.0,92.0,0.0
0,0.0,0.0,60.0,0.0,1.0,83.0,87.0,88.0,86.0,59.0,83.0,64.0,0.0,0.0,0.0,0.0,85.0,0.0
0,0.0,0.0,63.0,0.0,0.0,83.0,91.0,88.0,89.0,52.0,83.0,64.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,54.0,0.0,2.0,83.0,94.0,92.0,92.0,48.0,74.0,71.0,0.0,0.0,0.0,0.0,89.0,0.0
0,0.0,0.0,32.0,0.0,0.0,83.0,86.0,85.0,84.0,61.0,76.0,70.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,0.0,0.0,0.0,83.0,86.0,85.0,84.0,61.0,76.0,70.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,31.0,0.0,0.0,82.0,95.0,90.0,88.0,49.0,72.0,69.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,20.0,0.0,0.0,82.0,88.0,90.0,85.0,66.0,69.0,62.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,32.0,0.0,0.0,82.0,87.0,87.0,87.0,49.0,85.0,67.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,38.0,0.0,0.0,82.0,84.0,82.0,86.0,56.0,85.0,59.0,0.0,0.0,0.0,0.0,81.0,0.0
0,0.0,0.0,3.0,0.0,0.0,82.0,84.0,82.0,86.0,56.0,85.0,59.0,0.0,0.0,0.0,0.0,81.0,0.0
0,0.0,0.0,37.0,0.0,0.0,82.0,85.0,84.0,82.0,52.0,84.0,62.0,0.0,0.0,0.0,0.0,85.0,0.0
0,0.0,0.0,34.0,0.0,0.0,82.0,84.0,86.0,81.0,65.0,80.0,64.0,0.0,0.0,0.0,0.0,70.0,0.0
0,0.0,0.0,34.0,0.0,0.0,82.0,96.0,97.0,96.0,45.0,68.0,67.0,0.0,0.0,0.0,0.0,90.0,0.0
0,0.0,0.0,38.0,0.0,0.0,82.0,90.0,92.0,89.0,56.0,76.0,64.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,0.0,0.0,0.0,82.0,88.0,89.0,87.0,52.0,83.0,62.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,42.0,0.0,0.0,82.0,88.0,89.0,87.0,52.0,83.0,62.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,43.0,0.0,1.0,82.0,84.0,87.0,87.0,63.0,70.0,62.0,0.0,0.0,0.0,0.0,81.0,0.0
0,0.0,0.0,6.0,0.0,0.0,82.0,92.0,92.0,92.0,48.0,70.0,69.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,70.0,0.0,2.0,82.0,97.0,96.0,95.0,45.0,66.0,74.0,0.0,0.0,0.0,0.0,89.0,0.0
0,0.0,0.0,39.0,0.0,0.0,82.0,82.0,83.0,83.0,58.0,77.0,67.0,0.0,0.0,0.0,0.0,83.0,0.0
0,0.0,0.0,60.0,1.0,0.0,81.0,81.0,79.0,77.0,63.0,86.0,55.0,0.0,0.0,0.0,0.0,67.0,0.0
0,0.0,0.0,0.0,0.0,0.0,81.0,86.0,84.0,84.0,51.0,89.0,65.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,43.0,0.0,0.0,81.0,88.0,84.0,87.0,50.0,81.0,69.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,35.0,0.0,0.0,81.0,84.0,86.0,84.0,60.0,72.0,67.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,0.0,0.0,0.0,81.0,91.0,90.0,90.0,60.0,70.0,66.0,0.0,0.0,0.0,0.0,90.0,0.0
0,0.0,0.0,0.0,0.0,0.0,81.0,85.0,85.0,83.0,59.0,80.0,60.0,0.0,0.0,0.0,0.0,67.0,0.0
0,0.0,0.0,42.0,0.0,1.0,80.0,86.0,86.0,84.0,57.0,77.0,64.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,54.0,1.0,1.0,80.0,87.0,88.0,88.0,52.0,86.0,61.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,20.0,0.0,0.0,80.0,89.0,91.0,89.0,57.0,72.0,63.0,0.0,0.0,0.0,0.0,90.0,0.0
0,0.0,0.0,56.0,0.0,0.0,80.0,87.0,88.0,84.0,59.0,66.0,65.0,0.0,0.0,0.0,0.0,90.0,0.0
0,0.0,0.0,63.0,0.0,1.0,80.0,88.0,88.0,88.0,54.0,86.0,62.0,0.0,0.0,0.0,0.0,85.0,0.0
0,0.0,0.0,9.0,0.0,0.0,80.0,88.0,92.0,93.0,50.0,73.0,72.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,22.0,0.0,0.0,80.0,92.0,92.0,94.0,43.0,72.0,68.0,0.0,0.0,0.0,0.0,83.0,0.0
0,0.0,0.0,24.0,0.0,0.0,80.0,92.0,92.0,94.0,43.0,72.0,68.0,0.0,0.0,0.0,0.0,83.0,0.0
0,0.0,0.0,34.0,0.0,0.0,80.0,88.0,85.0,85.0,52.0,80.0,63.0,0.0,0.0,0.0,0.0,92.0,0.0
0,0.0,0.0,30.0,0.0,0.0,79.0,86.0,76.0,83.0,58.0,79.0,63.0,0.0,0.0,0.0,0.0,78.0,0.0
0,0.0,0.0,36.0,0.0,0.0,79.0,91.0,87.0,86.0,48.0,79.0,62.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,0.0,0.0,0.0,79.0,91.0,89.0,86.0,55.0,70.0,65.0,0.0,0.0,0.0,0.0,92.0,0.0
0,0.0,0.0,46.0,0.0,0.0,79.0,91.0,89.0,86.0,55.0,70.0,65.0,0.0,0.0,0.0,0.0,92.0,0.0
0,0.0,0.0,0.0,0.0,0.0,79.0,83.0,82.0,81.0,56.0,75.0,68.0,0.0,0.0,0.0,0.0,79.0,0.0
0,0.0,0.0,19.0,0.0,0.0,79.0,87.0,89.0,84.0,56.0,69.0,62.0,0.0,0.0,0.0,0.0,85.0,0.0
0,0.0,0.0,31.0,0.0,0.0,79.0,87.0,87.0,83.0,53.0,79.0,64.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,22.0,0.0,0.0,79.0,85.0,86.0,84.0,67.0,63.0,62.0,0.0,0.0,0.0,0.0,79.0,0.0
0,0.0,0.0,30.0,0.0,1.0,79.0,89.0,90.0,87.0,53.0,73.0,66.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,57.0,0.0,4.0,78.0,77.0,77.0,78.0,63.0,82.0,55.0,0.0,0.0,0.0,0.0,68.0,0.0
0,0.0,0.0,127.0,6.0,8.0,78.0,90.0,87.0,85.0,45.0,90.0,64.0,0.0,0.0,0.0,0.0,65.0,0.0
0,0.0,0.0,96.0,4.0,8.0,78.0,91.0,87.0,88.0,66.0,65.0,50.0,0.0,0.0,0.0,0.0,75.0,0.0
0,0.0,0.0,49.0,0.0,1.0,78.0,91.0,91.0,93.0,45.0,67.0,71.0,0.0,0.0,0.0,0.0,85.0,0.0
0,0.0,0.0,13.0,0.0,0.0,78.0,84.0,84.0,80.0,63.0,74.0,58.0,0.0,0.0,0.0,0.0,77.0,0.0
0,0.0,0.0,0.0,0.0,0.0,78.0,85.0,84.0,85.0,62.0,68.0,64.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,13.0,0.0,0.0,78.0,85.0,89.0,84.0,64.0,67.0,58.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,14.0,0.0,0.0,78.0,85.0,87.0,87.0,61.0,64.0,70.0,0.0,0.0,0.0,0.0,82.0,0.0
0,0.0,0.0,38.0,0.0,0.0,78.0,87.0,86.0,87.0,56.0,70.0,73.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,34.0,0.0,0.0,78.0,84.0,85.0,78.0,55.0,68.0,59.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,20.0,0.0,0.0,78.0,87.0,85.0,82.0,62.0,69.0,66.0,0.0,0.0,0.0,0.0,70.0,0.0
0,0.0,0.0,20.0,0.0,0.0,78.0,84.0,85.0,83.0,63.0,70.0,64.0,0.0,0.0,0.0,0.0,65.0,0.0
0,0.0,0.0,33.0,0.0,0.0,78.0,90.0,92.0,88.0,51.0,72.0,61.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,67.0,0.0,4.0,77.0,88.0,86.0,83.0,54.0,75.0,63.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,24.0,0.0,0.0,77.0,87.0,86.0,85.0,49.0,73.0,64.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,0.0,0.0,0.0,77.0,88.0,90.0,85.0,51.0,73.0,60.0,0.0,0.0,0.0,0.0,86.0,0.0
0,0.0,0.0,26.0,0.0,0.0,77.0,87.0,87.0,86.0,52.0,72.0,62.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,0.0,0.0,0.0,77.0,87.0,87.0,84.0,60.0,68.0,67.0,0.0,0.0,0.0,0.0,72.0,0.0
0,0.0,0.0,40.0,0.0,1.0,77.0,88.0,86.0,85.0,52.0,72.0,65.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,38.0,0.0,0.0,77.0,88.0,85.0,83.0,52.0,67.0,63.0,0.0,0.0,0.0,0.0,86.0,0.0
0,0.0,0.0,22.0,0.0,0.0,77.0,84.0,87.0,82.0,59.0,69.0,62.0,0.0,0.0,0.0,0.0,68.0,0.0
0,0.0,0.0,24.0,0.0,0.0,76.0,85.0,81.0,81.0,52.0,80.0,62.0,0.0,0.0,0.0,0.0,83.0,0.0
0,0.0,0.0,37.0,0.0,0.0,76.0,76.0,81.0,71.0,63.0,78.0,56.0,0.0,0.0,0.0,0.0,66.0,0.0
0,0.0,0.0,21.0,0.0,0.0,76.0,90.0,85.0,83.0,51.0,76.0,58.0,0.0,0.0,0.0,0.0,79.0,0.0
0,0.0,0.0,23.0,0.0,0.0,76.0,85.0,86.0,83.0,57.0,73.0,63.0,0.0,0.0,0.0,0.0,77.0,0.0
0,0.0,0.0,55.0,0.0,0.0,76.0,91.0,90.0,89.0,47.0,68.0,63.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,57.0,0.0,0.0,76.0,88.0,88.0,86.0,47.0,76.0,65.0,0.0,0.0,0.0,0.0,81.0,0.0
0,0.0,0.0,59.0,0.0,1.0,76.0,87.0,89.0,85.0,45.0,78.0,59.0,0.0,0.0,0.0,0.0,83.0,0.0
0,0.0,0.0,38.0,0.0,0.0,76.0,85.0,88.0,84.0,52.0,77.0,61.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,35.0,0.0,0.0,76.0,78.0,78.0,77.0,65.0,78.0,50.0,0.0,0.0,0.0,0.0,71.0,0.0
0,0.0,0.0,40.0,0.0,0.0,75.0,87.0,88.0,83.0,48.0,75.0,60.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,32.0,0.0,0.0,75.0,89.0,85.0,84.0,50.0,69.0,64.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,39.0,0.0,0.0,75.0,79.0,80.0,79.0,59.0,76.0,56.0,0.0,0.0,0.0,0.0,81.0,0.0
0,0.0,0.0,26.0,0.0,0.0,75.0,81.0,81.0,81.0,60.0,68.0,62.0,0.0,0.0,0.0,0.0,86.0,0.0
0,0.0,0.0,48.0,1.0,2.0,75.0,92.0,92.0,92.0,46.0,65.0,64.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,13.0,0.0,0.0,75.0,86.0,85.0,85.0,53.0,75.0,63.0,0.0,0.0,0.0,0.0,86.0,0.0
0,0.0,0.0,6.0,0.0,0.0,74.0,92.0,90.0,89.0,47.0,55.0,72.0,0.0,0.0,0.0,0.0,91.0,0.0
0,0.0,0.0,0.0,0.0,0.0,74.0,81.0,78.0,83.0,62.0,69.0,63.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,0.0,0.0,0.0,74.0,88.0,84.0,86.0,55.0,68.0,62.0,0.0,0.0,0.0,0.0,79.0,0.0
0,0.0,0.0,15.0,0.0,0.0,74.0,84.0,84.0,83.0,55.0,70.0,63.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,17.0,0.0,0.0,74.0,86.0,86.0,81.0,55.0,65.0,66.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,4.0,0.0,0.0,74.0,88.0,87.0,89.0,49.0,64.0,65.0,0.0,0.0,0.0,0.0,83.0,0.0
0,0.0,0.0,9.0,0.0,0.0,74.0,88.0,86.0,83.0,52.0,67.0,63.0,0.0,0.0,0.0,0.0,63.0,0.0
0,0.0,0.0,17.0,0.0,0.0,74.0,86.0,87.0,85.0,60.0,67.0,57.0,0.0,0.0,0.0,0.0,81.0,0.0
0,0.0,0.0,0.0,0.0,0.0,74.0,87.0,82.0,82.0,56.0,62.0,62.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,29.0,0.0,0.0,73.0,80.0,86.0,84.0,60.0,68.0,60.0,0.0,0.0,0.0,0.0,75.0,0.0
0,0.0,0.0,17.0,0.0,0.0,73.0,92.0,86.0,83.0,52.0,67.0,55.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,25.0,0.0,0.0,73.0,87.0,88.0,85.0,53.0,67.0,63.0,0.0,0.0,0.0,0.0,85.0,0.0
0,0.0,0.0,19.0,0.0,0.0,73.0,82.0,83.0,78.0,55.0,68.0,60.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,43.0,0.0,1.0,73.0,84.0,80.0,80.0,57.0,66.0,60.0,0.0,0.0,0.0,0.0,75.0,0.0
0,0.0,0.0,31.0,0.0,0.0,73.0,88.0,86.0,87.0,47.0,69.0,61.0,0.0,0.0,0.0,0.0,86.0,0.0
0,0.0,0.0,4.0,0.0,0.0,73.0,88.0,87.0,84.0,54.0,58.0,60.0,0.0,0.0,0.0,0.0,87.0,0.0
0,0.0,0.0,31.0,0.0,0.0,72.0,84.0,84.0,81.0,54.0,73.0,57.0,0.0,0.0,0.0,0.0,81.0,0.0
0,0.0,0.0,55.0,0.0,0.0,72.0,83.0,80.0,80.0,52.0,80.0,60.0,0.0,0.0,0.0,0.0,79.0,0.0
0,0.0,0.0,17.0,0.0,0.0,72.0,81.0,82.0,79.0,54.0,67.0,63.0,0.0,0.0,0.0,0.0,75.0,0.0
0,0.0,0.0,11.0,0.0,0.0,72.0,81.0,82.0,79.0,54.0,67.0,63.0,0.0,0.0,0.0,0.0,75.0,0.0
0,0.0,0.0,7.0,0.0,0.0,72.0,87.0,85.0,87.0,47.0,62.0,64.0,0.0,0.0,0.0,0.0,85.0,0.0
0,0.0,0.0,3.0,0.0,0.0,72.0,85.0,84.0,84.0,60.0,60.0,62.0,0.0,0.0,0.0,0.0,73.0,0.0
0,0.0,0.0,0.0,0.0,0.0,72.0,84.0,85.0,80.0,56.0,67.0,65.0,0.0,0.0,0.0,0.0,66.0,0.0
0,0.0,0.0,43.0,0.0,0.0,72.0,85.0,82.0,82.0,44.0,78.0,60.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,84.0,79.0,78.0,58.0,66.0,60.0,0.0,0.0,0.0,0.0,75.0,0.0
0,0.0,0.0,31.0,0.0,0.0,71.0,84.0,79.0,78.0,58.0,66.0,60.0,0.0,0.0,0.0,0.0,75.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,81.0,79.0,77.0,59.0,70.0,56.0,0.0,0.0,0.0,0.0,72.0,0.0
0,0.0,0.0,24.0,0.0,0.0,71.0,81.0,79.0,77.0,59.0,70.0,56.0,0.0,0.0,0.0,0.0,72.0,0.0
0,0.0,0.0,46.0,0.0,1.0,71.0,84.0,86.0,79.0,63.0,64.0,57.0,0.0,0.0,0.0,0.0,82.0,0.0
0,0.0,0.0,0.0,0.0,0.0,71.0,83.0,82.0,86.0,59.0,69.0,49.0,0.0,0.0,0.0,0.0,78.0,0.0
0,0.0,0.0,25.0,0.0,0.0,71.0,91.0,90.0,87.0,48.0,55.0,63.0,0.0,0.0,0.0,0.0,89.0,0.0
0,0.0,0.0,43.0,0.0,0.0,71.0,89.0,82.0,87.0,49.0,77.0,52.0,0.0,0.0,0.0,0.0,71.0,0.0
0,0.0,0.0,19.0,0.0,0.0,71.0,79.0,82.0,79.0,60.0,69.0,60.0,0.0,0.0,0.0,0.0,75.0,0.0
0,0.0,0.0,8.0,0.0,0.0,71.0,82.0,80.0,78.0,55.0,67.0,54.0,0.0,0.0,0.0,0.0,81.0,0.0
0,0.0,0.0,0.0,0.0,0.0,70.0,78.0,77.0,77.0,56.0,74.0,58.0,0.0,0.0,0.0,0.0,74.0,0.0
0,0.0,0.0,0.0,0.0,0.0,70.0,84.0,84.0,83.0,60.0,59.0,57.0,0.0,0.0,0.0,0.0,73.0,0.0
0,0.0,0.0,29.0,0.0,0.0,70.0,86.0,90.0,89.0,42.0,62.0,68.0,0.0,0.0,0.0,0.0,82.0,0.0
0,0.0,0.0,0.0,0.0,0.0,70.0,78.0,81.0,81.0,50.0,63.0,66.0,0.0,0.0,0.0,0.0,82.0,0.0
0,0.0,0.0,12.0,0.0,0.0,70.0,85.0,84.0,85.0,50.0,69.0,56.0,0.0,0.0,0.0,0.0,82.0,0.0
0,0.0,0.0,20.0,0.0,0.0,70.0,82.0,83.0,80.0,49.0,76.0,58.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,14.0,0.0,0.0,70.0,86.0,84.0,83.0,49.0,64.0,60.0,0.0,0.0,0.0,0.0,85.0,0.0
0,0.0,0.0,5.0,0.0,0.0,69.0,84.0,79.0,80.0,53.0,59.0,60.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,19.0,0.0,0.0,69.0,83.0,82.0,80.0,66.0,69.0,53.0,0.0,0.0,0.0,0.0,78.0,0.0
0,0.0,0.0,4.0,0.0,0.0,69.0,82.0,81.0,81.0,55.0,62.0,63.0,0.0,0.0,0.0,0.0,78.0,0.0
0,0.0,0.0,18.0,0.0,0.0,69.0,83.0,84.0,82.0,57.0,61.0,57.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,5.0,0.0,0.0,69.0,85.0,88.0,86.0,50.0,60.0,60.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,7.0,0.0,0.0,69.0,85.0,83.0,84.0,48.0,64.0,61.0,0.0,0.0,0.0,0.0,83.0,0.0
0,0.0,0.0,29.0,0.0,0.0,69.0,86.0,85.0,84.0,49.0,62.0,61.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,0.0,0.0,0.0,68.0,88.0,88.0,87.0,56.0,56.0,58.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,0.0,0.0,0.0,68.0,88.0,88.0,87.0,56.0,56.0,58.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,27.0,0.0,0.0,68.0,88.0,88.0,87.0,56.0,56.0,58.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,32.0,0.0,0.0,68.0,88.0,88.0,87.0,56.0,56.0,58.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,34.0,0.0,0.0,68.0,88.0,88.0,87.0,56.0,56.0,58.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,37.0,0.0,1.0,68.0,83.0,79.0,81.0,47.0,75.0,55.0,0.0,0.0,0.0,0.0,82.0,0.0
0,0.0,0.0,0.0,0.0,0.0,68.0,83.0,79.0,81.0,47.0,75.0,55.0,0.0,0.0,0.0,0.0,82.0,0.0
0,0.0,0.0,45.0,0.0,0.0,68.0,83.0,79.0,81.0,47.0,75.0,55.0,0.0,0.0,0.0,0.0,82.0,0.0
0,0.0,0.0,37.0,0.0,1.0,68.0,83.0,84.0,80.0,62.0,45.0,63.0,0.0,0.0,0.0,0.0,78.0,0.0
0,0.0,0.0,10.0,0.0,0.0,68.0,84.0,79.0,82.0,53.0,60.0,60.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,9.0,0.0,0.0,68.0,87.0,84.0,79.0,46.0,61.0,61.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,0.0,0.0,0.0,68.0,88.0,86.0,85.0,46.0,59.0,61.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,34.0,0.0,0.0,68.0,90.0,90.0,88.0,54.0,50.0,60.0,0.0,0.0,0.0,0.0,86.0,0.0
0,0.0,0.0,22.0,0.0,0.0,67.0,87.0,90.0,91.0,42.0,56.0,65.0,0.0,0.0,0.0,0.0,80.0,0.0
0,0.0,0.0,3.0,0.0,0.0,67.0,86.0,85.0,84.0,45.0,58.0,56.0,0.0,0.0,0.0,0.0,86.0,0.0
0,0.0,0.0,64.0,1.0,1.0,67.0,91.0,88.0,90.0,50.0,45.0,64.0,0.0,0.0,0.0,0.0,88.0,0.0
0,0.0,0.0,0.0,0.0,0.0,67.0,81.0,77.0,70.0,42.0,73.0,60.0,0.0,0.0,0.0,0.0,85.0,0.0
0,0.0,0.0,9.0,0.0,0.0,67.0,80.0,82.0,79.0,56.0,59.0,58.0,0.0,0.0,0.0,0.0,74.0,0.0
0,0.0,0.0,5.0,0.0,0.0,67.0,88.0,87.0,87.0,45.0,55.0,58.0,0.0,0.0,0.0,0.0,86.0,0.0
0,0.0,0.0,36.0,0.0,0.0,67.0,85.0,85.0,85.0,40.0,59.0,60.0,0.0,0.0,0.0,0.0,86.0,0.0
0,0.0,0.0,0.0,0.0,0.0,67.0,90.0,87.0,87.0,46.0,59.0,58.0,0.0,0.0,0.0,0.0,76.0,0.0
0,0.0,0.0,0.0,0.0,0.0,67.0,80.0,79.0,81.0,59.0,59.0,54.0,0.0,0.0,0.0,0.0,74.0,0.0
0,0.0,0.0,7.0,0.0,0.0,67.0,80.0,79.0,81.0,59.0,59.0,54.0,0.0,0.0,0.0,0.0,74.0,0.0
0,0.0,0.0,32.0,0.0,0.0,67.0,84.0,84.0,83.0,61.0,54.0,59.0,0.0,0.0,0.0,0.0,76.0,0.0
0,0.0,0.0,33.0,0.0,0.0,67.0,84.0,76.0,81.0,47.0,64.0,60.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,6.0,0.0,0.0,67.0,85.0,84.0,79.0,48.0,65.0,58.0,0.0,0.0,0.0,0.0,84.0,0.0
0,0.0,0.0,0.0,0.0,0.0,66.0,91.0,91.0,90.0,43.0,57.0,50.0,0.0,0.0,0.0,0.0,83.0,0.0
0,0.0,0.0,9.0,0.0,0.0,66.0,91.0,91.0,90.0,43.0,57.0,50.0,0.0,0.0,0.0,0.0,83.0,0.0
0,0.0,0.0,0.0,0.0,0.0,66.0,83.0,83.0,75.0,52.0,64.0,61.0,0.0,0.0,0.0,0.0,73.0,0.0
0,0.0,0.0,14.0,0.0,0.0,66.0,86.0,82.0,86.0,52.0,50.0,60.0,0.0,0.0,0.0,0.0,88.0,0.0
