Last Name,First Name,College/Univ,Round,Pick,Draft Class,Position,PhotoID,Player Assets ID,CommID,PresID,PLPO,Height,Weight,From,To,AP1,PB,St,wAV,League,Race,Hometown,Home State,Wiki_Image_URL,PFR_Image_URL,isHOF
Walker,Rick,UCLA,4,85,1977,TE,,,,,,76.0,235.0,1977.0,1985.0,0.0,0.0,4.0,7.0,NFL,,,"Cherry Point, North",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Doc_walker_2015.jpg/250px-Doc_walker_2015.jpg,,False
Fulton,Ed,Maryland,3,68,1977,G,,,,,,,,1977.0,1979.0,0.0,0.0,0.0,2.0,NFL,,,"Abington, Pennsylvania",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Kane,Rick,San Jose St.,3,69,1977,RB,,,,,,71.0,200.0,1977.0,1985.0,0.0,0.0,1.0,16.0,NFL,,,"Lincoln, Nebraska",,,False
Giles,Jimmie,Alcorn St.,3,70,1977,TE,,,,,,75.0,239.0,1977.0,1989.0,0.0,4.0,9.0,40.0,NFL,,,"Greenville, Mississippi",https://upload.wikimedia.org/wikipedia/commons/4/43/Jimmie_Giles_1982.png,,False
Watson,Mike,Miami (OH),3,71,1977,T,,,,,,,,1977.0,,0.0,0.0,0.0,,NFL,,,,https://en.wikipedia.org/wiki/Mike_Watson_(American_football),,False
Levenhagen,Scott,Western Illinois,12,324,1977,TE,,,,,,,,1977.0,,0.0,0.0,0.0,,NFL,,,,,,False
Tierney,Leo,Georgia Tech,12,325,1977,C,,,,,,,,1977.0,1978.0,0.0,0.0,0.0,3.0,NFL,,,,,,False
Percival,Alex,Morehouse,12,326,1977,WR,,,,,,,,1977.0,,0.0,0.0,0.0,,NFL,,,,,,False
Kirkland,Curtis,Missouri,12,327,1977,DE,,,,,,,,1977.0,,0.0,0.0,0.0,,NFL,,,,,,False
Fenlaw,Rick,Texas,12,328,1977,LB,,,,,,,,1977.0,,0.0,0.0,0.0,,NFL,,,,,,False
Wilson,I.V.,Tulsa,12,329,1977,DT,,,,,,,,1977.0,,0.0,0.0,0.0,,NFL,,,,,,False
Caudill,Barry,Southern Miss,12,330,1977,C,,,,,,,,1977.0,,0.0,0.0,0.0,,NFL,,,,,,False
Deutsch,Bill,North Dakota,12,331,1977,RB,,,,,,,,1977.0,,0.0,0.0,0.0,,NFL,,,,,,False
Cobb,Mike,Michigan St.,1,22,1977,TE,,,,,,77.0,244.0,1977.0,1981.0,0.0,0.0,1.0,1.0,NFL,,,"Youngstown, Ohio",https://en.wikipedia.org/wiki/Mike_Cox_(American_football_coach),,False
Brudzinski,Bob,Ohio St.,1,23,1977,LB,,,,,,76.0,230.0,1977.0,1989.0,0.0,0.0,11.0,60.0,NFL,,,"Fremont, Ohio",,,False
Rush,Bob,Memphis,1,24,1977,C,,,,,,77.0,265.0,1977.0,1985.0,0.0,0.0,4.0,32.0,NFL,,,"Santa Monica, California",https://en.wikipedia.org/wiki/Bob_Rush_(American_football),,False
Morgan,Stanley,Nebraska,UD,UD,2019,WR,9580.0,,,,plpo_MorganStanley,,,2019.0,,,,,,,,,,,,False
Allerman,Kurt,Penn St.,3,78,1977,LB,,,,,,75.0,222.0,1977.0,1985.0,0.0,0.0,5.0,25.0,NFL,,,"Glen Ridge, New",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Tyler,Wendell,UCLA,3,79,1977,RB,,,,,,70.0,198.0,1977.0,1986.0,0.0,1.0,6.0,58.0,NFL,,,"Shreveport, Louisiana",https://upload.wikimedia.org/wikipedia/commons/1/1f/Wendell_Tyler.jpg,,False
Middleton,Terdell,Memphis,3,80,1977,RB,,,,,,72.0,198.0,1977.0,1983.0,0.0,1.0,2.0,20.0,NFL,,,"Memphis, Tennessee",,,False
Belcher,Val,Houston,3,81,1977,G,,,,,,,,1977.0,,0.0,0.0,0.0,,NFL,,,"Houston, Texas",,,False
Cromwell,Nolan,Kansas,2,31,1977,DB,,,,,,73.0,200.0,1977.0,1987.0,3.0,4.0,9.0,71.0,NFL,,,"Smith Center, Kansas",,,False
Perkins,Johnny,Abilene Christian,2,32,1977,WR,,,,,,74.0,205.0,1977.0,1983.0,0.0,0.0,3.0,24.0,NFL,,,"Franklin, Texas",,,False
Walker,Wesley,California,2,33,1977,WR,,,,,,72.0,179.0,1977.0,1989.0,1.0,2.0,11.0,73.0,NFL,,,"San Bernardino, California",https://upload.wikimedia.org/wikipedia/commons/f/f2/Wesley_Walker_1981.jpg,,False
Fultz,Mike,Nebraska,2,34,1977,DT,,,,,,77.0,278.0,1977.0,1981.0,0.0,0.0,1.0,8.0,NFL,,,"Lincoln, Nebraska",,,False
Schindler,Steve,Boston Col.,1,18,1977,G,,,,,,75.0,256.0,1977.0,1978.0,0.0,0.0,0.0,4.0,NFL,,,"Caldwell, New",,https://www.pro-football-reference.com/req/20230307/images/headshots/SchiSt00_2019.jpg,False
Pisarkiewicz,Steve,Missouri,1,19,1977,QB,,,,,,74.0,205.0,1977.0,1980.0,0.0,0.0,0.0,2.0,NFL,,,"Florissant, Missouri",,,False
Faumuina,Wilson,San Jose St.,1,20,1977,DT,,,,,,77.0,275.0,1977.0,1981.0,0.0,0.0,1.0,17.0,NFL,,,,,,False
Cole,Robin,New Mexico,1,21,1977,LB,,,,,,74.0,220.0,1977.0,1988.0,0.0,1.0,8.0,62.0,NFL,,,"Los Angeles, California",,,False
Koch,Greg,Arkansas,2,39,1977,T,,,,,,76.0,270.0,1977.0,1987.0,0.0,0.0,10.0,56.0,NFL,,,"Bethesda, Maryland",,,False
Baumhower,Bob,Alabama,2,40,1977,NT,,,,,,77.0,261.0,1977.0,1986.0,1.0,5.0,9.0,85.0,NFL,,,"Portsmouth, Virginia",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Bob_Baumhower_1979_%28Bob_Baumhower_crop%29.jpg/250px-Bob_Baumhower_1979_%28Bob_Baumhower_crop%29.jpg,,False
Beeson,Terry,Kansas,2,41,1977,LB,,,,,,75.0,240.0,1977.0,1982.0,0.0,0.0,4.0,21.0,NFL,,,"Coffeyville, Kansas",https://en.wikipedia.org/wiki/Terry_Nelson_(American_football),,False
Williams,Walt,New Mexico St.,2,42,1977,DB,,,,,,73.0,185.0,1977.0,1983.0,0.0,0.0,2.0,19.0,NFL,,,"Bedford Hills, New",https://en.wikipedia.org/wiki/Walt_Williams_(American_football),,False
Burke,Randy,Kentucky,1,26,1977,WR,,,,,,74.0,190.0,1977.0,1981.0,0.0,0.0,0.0,4.0,NFL,,,"Miami, Florida",,,False
Kramer,Tommy,Rice,1,27,1977,QB,,,,,,74.0,200.0,1977.0,1990.0,0.0,1.0,7.0,70.0,NFL,,,"San Antonio, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Tommy_Kramer.jpg/250px-Tommy_Kramer.jpg,,False
Johnson,Ezra,Morris Brown,1,28,1977,DE,,,,,,76.0,240.0,1977.0,1991.0,0.0,1.0,6.0,48.0,NFL,,,"Shreveport, Louisiana",https://en.wikipedia.org/wiki/Earl_Johnson_(American_football),,False
Lynch,Tom,Boston Col.,2,30,1977,G,,,,,,77.0,256.0,1977.0,1984.0,0.0,0.0,3.0,30.0,NFL,,,"Chicago, Illinois",https://en.wikipedia.org/wiki/Tom_Lynch_(American_football),,False
Franklin,George,Texas A&M-Kingsville,2,47,1977,RB,,,,,,75.0,225.0,1977.0,1978.0,0.0,0.0,0.0,0.0,NFL,,,"Seguin, Texas",,,False
Thornton,Sidney,Northwestern St. (LA),2,48,1977,RB,,,,,,71.0,230.0,1977.0,1982.0,0.0,0.0,1.0,15.0,NFL,,,"New Orleans, Louisiana",https://upload.wikimedia.org/wikipedia/en/6/62/Sidney_Thornton_in_his_earlier_days.jpeg,,False
Waddy,Billy,Colorado,2,50,1977,WR,,,,,,71.0,188.0,1977.0,1984.0,0.0,0.0,4.0,19.0,NFL,,,"Wharton, Texas",https://en.wikipedia.org/wiki/Billy_Wade_(American_football),,False
Cro,Pete,Boston Col.,2,51,1977,LB,,,,,,,,1977.0,1985.0,0.0,0.0,0.0,7.0,NFL,,,,,,False
Davis,Mike,Texas,UD,UD,2014,WR,7074.0,,,,plpo_DavisMike,,,2014.0,,,,,,,,,,,,False
Thielemann,R.C.,Arkansas,2,36,1977,G,,,,,,,,1977.0,1988.0,1.0,3.0,10.0,66.0,NFL,,,,,,False
Reed,Tony,Colorado,2,37,1977,RB,,,,,,71.0,197.0,1977.0,1981.0,0.0,0.0,4.0,33.0,NFL,,,"San Francisco, California",https://en.wikipedia.org/wiki/Tony_Reno_(American_football),,False
Reihner,George,Penn St.,2,38,1977,G,,,,,,76.0,263.0,1977.0,1982.0,0.0,0.0,2.0,13.0,NFL,,,"Pittsburgh, Pennsylvania",,,False
Spivey,Mike,Colorado,2,43,1977,DB,,,,,,72.0,197.0,1977.0,1982.0,0.0,0.0,0.0,11.0,NFL,,,"Houston, Texas",https://en.wikipedia.org/wiki/Mike_Spivey_(American_football),,False
Ivory,Horace,Oklahoma,2,44,1977,RB,,,,,,72.0,197.0,1977.0,1982.0,0.0,0.0,1.0,16.0,NFL,,,"Fort Worth, Texas",,,False
Lytle,Rob,Michigan,2,45,1977,RB,,,,,,73.0,198.0,1977.0,1983.0,0.0,0.0,1.0,16.0,NFL,,,"Fremont, Ohio",https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Rob_Lytle.png/250px-Rob_Lytle.png,,False
Skladany,Tom,Ohio St.,2,46,1977,P,,,,,,72.0,192.0,1977.0,1983.0,0.0,1.0,0.0,12.0,NFL,,,"Bethel Park, Pennsylvania",https://upload.wikimedia.org/wikipedia/commons/f/f0/Tom_Skladany.png,,False
Jeter,Gary,USC,1,5,1977,DE,,,,,,76.0,259.0,1977.0,1989.0,0.0,0.0,3.0,35.0,NFL,,,"Weirton, West",,,False
Bryant,Warren,Kentucky,1,6,1977,T,,,,,,78.0,273.0,1977.0,1984.0,0.0,0.0,7.0,37.0,NFL,,,"Miami, Florida",https://en.wikipedia.org/wiki/Warren_Bryant_(American_football),,False
Whitley,Wilson,Houston,1,8,1977,DT,,,,,,75.0,265.0,1977.0,1982.0,0.0,0.0,6.0,33.0,NFL,,,"Brenham, Texas",,,False
Butler,Mike,Kansas,1,9,1977,DE,,,,,,77.0,265.0,1977.0,1985.0,0.0,0.0,6.0,38.0,NFL,,,"Washington, D",https://en.wikipedia.org/wiki/Mike_Butler_(American_football),,False
August,Steve,Tulsa,1,14,1977,T,,,,,,77.0,270.0,1977.0,1984.0,0.0,0.0,6.0,46.0,NFL,,,"Jeannette, Pennsylvania",,,False
Albrecht,Ted,California,1,15,1977,T,,,,,,76.0,253.0,1977.0,1981.0,0.0,0.0,5.0,26.0,NFL,,,"Harvey, Illinois",,,False
Clayborn,Raymond,Texas,1,16,1977,DB,,,,,,72.0,186.0,1977.0,1991.0,0.0,3.0,13.0,77.0,NFL,,,"Fort Worth, Texas",,,False
Jackson,Robert,Texas A&M,1,17,1977,LB,134.0,,,,plpo_JacksonRobert,70.0,184.0,1977.0,1982.0,0.0,0.0,2.0,16.0,NFL,,,"Allendale, Michigan",https://en.wikipedia.org/wiki/Robert_Jackson_(American_football_coach),,False
Bell,Ricky,USC,1,1,1977,RB,,,,,,74.0,220.0,1977.0,1982.0,0.0,0.0,4.0,24.0,NFL,,,"Houston, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/President_Gerald_Ford_on_podium_with_running_back_Ricky_Bell_during_campaign_stop_at_University_of_Southern_California%2C_1976_%28cropped%29.jpg/250px-President_Gerald_Ford_on_podium_with_running_back_Ricky_Bell_during_campaign_stop_at_University_of_Southern_California%2C_1976_%28cropped%29.jpg,,False
Dorsett,Tony,Pittsburgh,1,2,1977,RB,,,,,,,,1977.0,1988.0,1.0,4.0,11.0,107.0,NFL,,,,,,False
Edwards,Eddie,Miami (FL),1,3,1977,DE,,,,,,77.0,256.0,1977.0,1988.0,0.0,0.0,11.0,59.0,NFL,,,"Sumter, South",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Eddie_Edwards%2C_1976.png/250px-Eddie_Edwards%2C_1976.png,,False
Powell,Marvin,USC,1,4,1977,T,,,,,,77.0,268.0,1977.0,1987.0,3.0,5.0,9.0,78.0,NFL,,,"Fort Bragg, North",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Green,Gary,Baylor,1,10,1977,DB,,,,,,71.0,187.0,1977.0,1985.0,0.0,4.0,9.0,64.0,NFL,,,"San Antonio, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Gary_Green%2C_circa_1976.png/250px-Gary_Green%2C_circa_1976.png,,False
Towns,Morris,Missouri,1,11,1977,T,,,,,,76.0,270.0,1977.0,1984.0,0.0,0.0,4.0,30.0,NFL,,,"Louis, Missouri",,,False
Dokes,Phil,Oklahoma St.,1,12,1977,DT,,,,,,76.0,258.0,1977.0,1978.0,0.0,0.0,1.0,5.0,NFL,,,"Little Rock, Arkansas",https://en.wikipedia.org/wiki/Phil_Jones_(American_football),,False
Duhe,A.J.,LSU,1,13,1977,LB,,,,,,,,1977.0,1984.0,0.0,1.0,7.0,48.0,NFL,,,,,,False
Taylor,J.T.,Missouri,2,33,1978,T,,,,,,66.0,185.0,1978.0,1981.0,0.0,0.0,4.0,22.0,NFL,,,CA,https://en.wikipedia.org/wiki/J.J._Taylor_(American_football),,False
Benjamin,Guy,Stanford,2,51,1978,QB,,,,,,76.0,210.0,1978.0,1983.0,0.0,0.0,0.0,1.0,NFL,,,"Los Angeles, California",,,False
Woods,Mike,Cincinnati,2,52,1978,LB,2053.0,WoodsIIMichael_22479,,,plpo_WoodsMike,74.0,233.0,1978.0,1981.0,0.0,0.0,1.0,10.0,NFL,,,"Cleveland, Ohio",https://upload.wikimedia.org/wikipedia/en/8/87/Mike_Woods_%28American_football%29.jpg,https://www.pro-football-reference.com/req/20230307/images/headshots/WoodMi00_2024.jpg,False
Browning,Dave,Washington,2,54,1978,DE,,,,,,77.0,245.0,1978.0,1983.0,0.0,0.0,4.0,28.0,NFL,,,"Spokane, Washington",,,False
Gay,William,USC,2,55,1978,DE,1221.0,,,,plpo_GayWilliam,70.0,192.0,1978.0,1988.0,0.0,0.0,7.0,51.0,NFL,,,"Tallahassee, Florida",https://upload.wikimedia.org/wikipedia/commons/7/74/William_Gay_2025.jpg,,False
Christensen,Todd,BYU,2,56,1978,TE,,,,,,75.0,235.0,1978.0,1988.0,2.0,5.0,6.0,50.0,NFL,,,"Bellefonte, Pennsylvania",https://upload.wikimedia.org/wikipedia/en/a/ac/Todd_Christensen.jpg,,False
Jensen,Derrick,Texas-Arlington,3,57,1978,RB,,,,,,73.0,221.0,1978.0,1986.0,0.0,0.0,1.0,8.0,NFL,,,"Waukegan, Illinois",https://en.wikipedia.org/wiki/Derrick_Jensen_(American_football),,False
Spani,Gary,Kansas St.,3,58,1978,LB,,,,,,74.0,229.0,1978.0,1986.0,0.0,0.0,8.0,43.0,NFL,,,"Satanta, Kansas",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Gary_Spani_%283703763%29_%28cropped%29.jpg/250px-Gary_Spani_%283703763%29_%28cropped%29.jpg,,False
Greene,Doug,Texas A&M-Kingsville,3,69,1978,DB,,,,,,74.0,205.0,1978.0,1980.0,0.0,0.0,0.0,7.0,NFL,,,"Los Angeles, California",,https://www.pro-football-reference.com/req/20230307/images/headshots/GreeDo00_2019.jpg,False
Geise,Steve,Penn St.,6,155,1978,RB,,,,,,74.0,229.0,1978.0,,0.0,0.0,0.0,,NFL,,,GA,https://en.wikipedia.org/wiki/Steve_Reese_(American_football),,False
Coleman,Kem,Mississippi,6,156,1978,LB,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,,,,False
Chesley,Frank,Wyoming,6,157,1978,LB,,,,,,,,1978.0,1978.0,0.0,0.0,0.0,0.0,NFL,,,,,,False
Ieremia,Mekeli,BYU,6,158,1978,DT,,,,,,74.0,244.0,1978.0,1978.0,0.0,0.0,0.0,1.0,NFL,,,"Niosafutu, American",,,False
Reutershan,Randy,Pittsburgh,6,160,1978,WR,,,,,,70.0,182.0,1978.0,1978.0,0.0,0.0,0.0,0.0,NFL,,,"New York City, New",,,False
Downing,Walt,Michigan,2,47,1978,G,,,,,,75.0,259.0,1978.0,1983.0,0.0,0.0,1.0,15.0,NFL,,,"Coatesville, Pennsylvania",,,False
Fry,Willie,Notre Dame,2,49,1978,DE,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,"Memphis, Tennessee",https://en.wikipedia.org/wiki/Willie_Gary_(American_football),,False
Bennett,Barry,Concordia-Moorhead (MN),3,60,1978,DT,,,,,,76.0,257.0,1978.0,1988.0,0.0,0.0,5.0,32.0,NFL,,,"Paul, Minnesota",,,False
Corral,Frank,UCLA,3,78,1978,K,,,,,,74.0,224.0,1978.0,1981.0,0.0,1.0,0.0,13.0,NFL,,,"Delicias, Chihuahua",,,False
Hughes,Ernie,Notre Dame,3,79,1978,C,,,,,,75.0,259.0,1978.0,1983.0,0.0,0.0,2.0,11.0,NFL,,,"Boise, Idaho",,,False
White,Leon,Colorado,3,80,1978,C,,,,,,75.0,240.0,1978.0,,0.0,0.0,0.0,,NFL,,,"San Diego, California",https://en.wikipedia.org/wiki/Leon_White_(American_football),,False
Cefalo,Jimmy,Penn St.,3,81,1978,WR,,,,,,71.0,190.0,1978.0,1984.0,0.0,0.0,1.0,21.0,NFL,,,"Pittston, Pennsylvania",,,False
Mason,Lindsey,Kansas,3,82,1978,T,,,,,,77.0,265.0,1978.0,1983.0,0.0,0.0,1.0,14.0,NFL,,,"Baltimore, Maryland",,,False
Bass,Don,Houston,3,83,1978,WR,,,,,,74.0,219.0,1978.0,1982.0,0.0,0.0,3.0,14.0,NFL,,,"Fort Worth, Texas",https://en.wikipedia.org/wiki/Don_Bass_(American_football),,False
Hudgens,Dave,Oklahoma,3,84,1978,DT,,,,,,77.0,235.0,1978.0,,0.0,0.0,0.0,,NFL,,,"San Diego, California",https://en.wikipedia.org/wiki/Dave_Hudgens_(American_football),,False
Bullard,Louis,Jackson St.,5,119,1978,T,,,,,,78.0,265.0,1978.0,1980.0,0.0,0.0,1.0,13.0,NFL,,,"Herdo, Mississippi",https://upload.wikimedia.org/wikipedia/en/d/d9/Louis_Bullard.jpg,,False
Waldemore,Stan,Nebraska,3,70,1978,G,,,,,,76.0,263.0,1978.0,1984.0,0.0,0.0,2.0,26.0,NFL,,,"Newark, New",,,False
Anderson,Rickey,South Carolina St.,3,71,1978,RB,,,,,,73.0,211.0,1978.0,1978.0,0.0,0.0,0.0,0.0,NFL,,,"Kingsland, Georgia",https://en.wikipedia.org/wiki/Ricky_Anderson_(American_football),,False
Vincent,Ted,Wichita St.,3,72,1978,DT,,,,,,76.0,262.0,1978.0,1980.0,0.0,0.0,2.0,12.0,NFL,,,"Fallon, Missouri",,,False
Nielsen,Gifford,BYU,3,73,1978,QB,,,,,,76.0,205.0,1978.0,1983.0,0.0,0.0,1.0,10.0,NFL,,,"Provo, Utah",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/S._Gifford_Nielsen_%2827288211948%29.jpg/250px-S._Gifford_Nielsen_%2827288211948%29.jpg,,False
Shearer,Brad,Texas,3,74,1978,DT,,,,,,75.0,250.0,1978.0,1981.0,0.0,0.0,0.0,3.0,NFL,,,"Houston, Texas",,,False
Walton,Whip,San Diego St.,3,75,1978,LB,,,,,,,,1978.0,1980.0,0.0,0.0,0.0,0.0,NFL,,,,,,False
Colquitt,Craig,Tennessee,3,76,1978,P,,,,,,73.0,182.0,1978.0,1987.0,0.0,0.0,0.0,14.0,NFL,,,"Knoxville, Tennessee",,,False
McRae,Jerrold,Tennessee St.,5,112,1978,WR,,,,,,73.0,194.0,1978.0,1979.0,0.0,0.0,0.0,0.0,NFL,,,"Laurel, Mississippi",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Sidler,Randy,Penn St.,5,113,1978,LB,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,"Bloomsburg, Pennsylvania",,,False
Spaeth,Ken,Nebraska,5,114,1978,TE,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,,,,False
Felton,Eric,Texas Tech,5,115,1978,DB,,,,,,72.0,200.0,1978.0,1980.0,0.0,0.0,1.0,8.0,NFL,,,"Austin, Texas",https://en.wikipedia.org/wiki/Eric_Shelton_(American_football),,False
Douglass,Mike,San Diego St.,5,116,1978,LB,,,,,,72.0,220.0,1978.0,1986.0,0.0,0.0,7.0,51.0,NFL,,,"Louis, Missouri",https://upload.wikimedia.org/wikipedia/commons/9/97/1986_Jeno%27s_Pizza_-_48_-_Sammy_Winder_%28Mike_Douglass_crop%29.jpg,,False
Myers,Frank,Texas A&M,5,117,1978,T,,,,,,77.0,255.0,1978.0,1979.0,0.0,0.0,1.0,8.0,NFL,,,"San Bernardino, California",https://en.wikipedia.org/wiki/Frank_Myers_(American_football),,False
Carey,Dwight,Texas-Arlington,5,118,1978,DT,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,,,,False
Pullara,Pete,Chattanooga,4,103,1978,G,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,,,,False
Woods,Pete,Missouri,4,104,1978,QB,,,,,,75.0,315.0,1978.0,,0.0,0.0,0.0,,NFL,,,AL,https://en.wikipedia.org/wiki/Peter_Woods_(American_football),,False
Manges,Mark,Maryland,4,105,1978,QB,,,,,,74.0,210.0,1978.0,1978.0,0.0,0.0,0.0,0.0,NFL,,,"Cumberland, Maryland",,,False
Laakso,Eric,Tulane,4,106,1978,T,,,,,,76.0,285.0,1978.0,1984.0,0.0,0.0,4.0,34.0,NFL,,,"New York City, New",,,False
Elias,Homer,Tennessee St.,4,107,1978,G,,,,,,75.0,255.0,1978.0,1984.0,0.0,0.0,6.0,37.0,NFL,,,"Fort Benning, Georgia",,,False
Stewart,Joe,Missouri,4,108,1978,WR,,,,,,71.0,185.0,1978.0,1979.0,0.0,0.0,0.0,0.0,NFL,,,LA,https://en.wikipedia.org/wiki/Josh_Stewart_(American_football),https://www.pro-football-reference.com/req/20230307/images/headshots/StewJo00_2018.jpg,False
Tearry,Larry,Wake Forest,4,109,1978,C,,,,,,75.0,260.0,1978.0,1979.0,0.0,0.0,2.0,7.0,NFL,,,"Erwin, North",,,False
Blackwell,Alois,Houston,4,110,1978,RB,,,,,,70.0,195.0,1978.0,1979.0,0.0,0.0,0.0,0.0,NFL,,,"Cuero, Texas",,,False
Fifer,Bill,West Texas A&M,4,94,1978,T,,,,,,,,1978.0,1978.0,0.0,0.0,0.0,3.0,NFL,,,,,,False
Cabral,Brian,Colorado,4,95,1978,LB,,,,,,,,1978.0,1986.0,0.0,0.0,0.0,9.0,NFL,,,"Fort Benning, Georgia",,,False
Collins,George,Georgia,4,96,1978,T,,,,,,74.0,257.0,1978.0,1982.0,0.0,0.0,2.0,17.0,NFL,,,"Macon, Georgia",https://en.wikipedia.org/wiki/George_Collins_(American_football),,False
Childs,Jimmy,Cal Poly-San Luis Obispo,4,97,1978,WR,,,,,,74.0,194.0,1978.0,1979.0,0.0,0.0,0.0,1.0,NFL,,,"El Dorado, Arkansas",,,False
Renfro,Mike,TCU,4,98,1978,WR,,,,,,72.0,184.0,1978.0,1987.0,0.0,0.0,8.0,37.0,NFL,,,"Fort Worth, Texas",,,False
Law,Dennis,East Tennessee St.,4,99,1978,WR,,,,,,73.0,179.0,1978.0,1978.0,0.0,0.0,0.0,1.0,NFL,,,"Commerce, Georgia",https://en.wikipedia.org/wiki/Dennis_Law_(American_football),,False
Anderson,Larry,Louisiana Tech,4,101,1978,DB,,,,,,71.0,183.0,1978.0,1984.0,0.0,0.0,2.0,9.0,NFL,,,"West Monroe, Louisiana",https://en.wikipedia.org/wiki/Larry_Anderson_(American_football),,False
Wheeler,Dwight,Tennessee St.,4,102,1978,T,,,,,,75.0,269.0,1978.0,1988.0,0.0,0.0,3.0,24.0,NFL,,,"Memphis, Tennessee",,,False
Rucker,Conrad,Southern,6,154,1978,TE,,,,,,75.0,255.0,1978.0,1980.0,0.0,0.0,0.0,1.0,NFL,,,"Cincinnati, Ohio",,,False
Hardaway,Buddy,Oklahoma St.,2,41,1978,T,,,,,,,,1978.0,1978.0,0.0,0.0,0.0,4.0,NFL,,,,,,False
Fowler,Amos,Southern Miss,5,121,1978,C,,,,,,75.0,250.0,1978.0,1984.0,0.0,0.0,4.0,30.0,NFL,,,"Pensacola, Florida",,,False
Wright,Keith,Memphis,5,122,1978,WR,,,,,,74.0,290.0,1978.0,1980.0,0.0,0.0,0.0,2.0,NFL,,,"Santa Clara, California",https://en.wikipedia.org/wiki/Keith_Wright_(American_football),,False
Gray,Dan,Rutgers,5,123,1978,DT,,,,,,78.0,240.0,1978.0,1978.0,0.0,0.0,0.0,3.0,NFL,,,"Phillipsburg, New",https://en.wikipedia.org/wiki/Dan_Gray_(American_football),,False
Carr,Earl,Florida,5,124,1978,RB,,,,,,72.0,224.0,1978.0,1979.0,0.0,0.0,0.0,0.0,NFL,,,"Tallahassee, Florida",https://en.wikipedia.org/wiki/Earl_Clark_(American_football),,False
Garry,Ben,Southern Miss,6,161,1978,RB,,,,,,72.0,215.0,1978.0,1980.0,0.0,0.0,0.0,0.0,NFL,,,"Hazlehurst, Mississippi",https://upload.wikimedia.org/wikipedia/en/0/03/Ben_Garry.jpg,,False
Marshall,Elijah,North Carolina St.,6,162,1978,WR,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,,,,False
Starks,Glenn,Texas A&M-Kingsville,6,146,1978,WR,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,,,,False
Featherstone,Cliff,Colorado St.,7,180,1978,DB,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,,,,False
Stief,Dave,Portland St.,7,181,1978,WR,,,,,,75.0,195.0,1978.0,1983.0,0.0,0.0,0.0,8.0,NFL,,,"Portland, Oregon",,,False
Branson,Joe,Livingstone,7,182,1978,DB,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,,,,False
Powell,Steve,Truman St.,7,183,1978,RB,,,,,,74.0,227.0,1978.0,1979.0,0.0,0.0,0.0,0.0,NFL,,,TX,https://en.wikipedia.org/wiki/Steve_Howell_(American_football),,False
Kellar,Bill,Stanford,7,184,1978,WR,,,,,,71.0,187.0,1978.0,1978.0,0.0,0.0,0.0,0.0,NFL,,,"Longview, Washington","https://en.wikipedia.org/wiki/Bill_Kelly_(American_football,_born_1947)",,False
Jones,Herman,Ohio St.,7,185,1978,WR,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,,,,False
Marshall,Greg,Oregon St.,7,186,1978,DT,,,,,,76.0,240.0,1978.0,1978.0,0.0,0.0,0.0,1.0,NFL,,,"Beverly, Massachusetts",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/2025%2C_Coach_Greg_Marshall.jpg/250px-2025%2C_Coach_Greg_Marshall.jpg,,False
Celotto,Mario,USC,7,171,1978,LB,,,,,,75.0,228.0,1978.0,1981.0,0.0,0.0,0.0,3.0,NFL,,,"Los Angeles, California",,,False
Plasketes,George,Mississippi,7,172,1978,LB,,,,,,,,1978.0,,0.0,0.0,0.0,,NFL,,,,,,False
