Last Name,First Name,College/Univ,Round,Pick,Draft Class,Position,Jersey,PhotoID,Player Assets ID,CommID,PLPO,Height,Weight,From,To,AP1,PB,St,wAV,League,Race,Home State,Wiki_Image_URL,PFR_Image_URL,isHOF
Pelt,Bob Van,Indiana,5,114,1967,C,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Last,Ken,Minnesota,5,115,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Hood,Dwight,Baylor,5,116,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Jackson,Louis,Grambling St.,5,117,1967,CB,,,,,,71,195,1967,,0,0,0,,AFL,,"Fresno, California",,,FALSE
Parker,Willie,Ark-Pine Bluff,5,118,1967,DT,39,,,,,75,245,1967,1970,0,0,3,19,AFL,,"Baytown, Texas",,,FALSE
Alford,Bruce,TCU,5,119,1967,K,,,,,,,,1967,1969,0,0,0,5,AFL,,,,,FALSE
Matson,Randy,Texas A&M,5,120,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Erickson,Bernie,Abilene Christian,5,121,1967,MLB,,,,,,,,1967,1968,0,0,0,4,AFL,,,,,FALSE
Shaw,Nate,USC,5,122,1967,CB,,,,,,,,1967,1970,0,0,0,5,AFL,,,,,FALSE
Rivers,Jamie,Bowling Green,5,123,1967,MLB,,,,,,,,1967,1975,0,0,6,27,AFL,,,,,FALSE
Warfield,Gerald,Mississippi,5,124,1967,HB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Absher,Dick,Maryland,5,125,1967,MLB,,,,,,,,1967,1972,0,0,2,12,AFL,,,,,FALSE
Porter,Ron,Idaho,5,126,1967,MLB,,,,,,,,1967,1973,0,0,5,30,AFL,,,,,FALSE
Moore,Zeke,Lincoln (MO),5,127,1967,CB,,,,,,,,1967,1977,0,2,8,48,AFL,,,,,FALSE
Witt,Mel,Texas-Arlington,5,128,1967,LE,,,,,,,,1967,1970,0,0,1,6,AFL,,,,,FALSE
Tucker,Gary,Chattanooga,5,129,1967,HB,,,,,,,,1967,1968,0,0,0,0,AFL,,,,,FALSE
Tate,Richard,Utah,5,130,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Hibler,Mike,Stanford,5,131,1967,MLB,,,,,,,,1967,1968,0,0,0,2,AFL,,,,,FALSE
Bachman,Jay,Cincinnati,5,132,1967,C,,,,,,,,1967,1971,0,0,0,9,AFL,,,,,FALSE
Douglas,John,Texas Southern,5,133,1967,CB,,,,,,,,1967,1969,0,0,2,13,AFL,,,,,FALSE
Harvey,George,Kansas,6,134,1967,LT,,,,,,,,1967,1967,0,0,0,2,AFL,,,,,FALSE
Bandy,Don,Tulsa,6,135,1967,LG,,,,,,,,1967,1968,0,0,0,5,AFL,,,,,FALSE
Barnes,Pete,Southern,6,136,1967,MLB,,,,,,,,1967,1977,0,0,7,49,AFL,,,,,FALSE
Southall,Terry,Baylor,6,137,1967,QB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Norris,Bud,Washington St.,6,138,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Sweeney,Neal,Tulsa,6,139,1967,WR,,,,,,,,1967,1967,0,0,0,1,AFL,,,,,FALSE
Haggerty,Mike,Miami (FL),6,140,1967,LT,,,,,,,,1967,1973,0,0,2,17,AFL,,,,,FALSE
Jones,Tim,Weber St.,6,141,1967,QB,15,4572,JonesTim_22607,22607,plpo_JonesTim,73,200,1967,,0,0,0,,AFL,7,,,,FALSE
Carter,Virgil,BYU,6,142,1967,QB,,,,,,73,192,1967,1976,0,0,2,26,AFL,,,,,FALSE
Kriewald,Doug,West Texas A&M,6,143,1967,LG,,,,,,,,1967,1968,0,0,0,2,AFL,,,,,FALSE
McCambridge,John,Northwestern,6,144,1967,LE,,,,,,,,1967,1967,0,0,0,3,AFL,,,,,FALSE
Cunningham,Doug,Mississippi,6,145,1967,HB,,,,,,,,1967,1974,0,0,2,24,AFL,,,,,FALSE
Richardson,Jeff,Michigan St.,6,146,1967,LT,,,,,,,,1967,1969,0,0,0,8,AFL,,,,,FALSE
Johns,Nate,San Diego St.,6,147,1967,FL,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Snipes,Eugene,Elizabeth City St.,6,148,1967,HB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Wilkerson,Bill,Texas-El Paso,6,149,1967,LE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Campbell,Mike,Lenoir-Rhyne,6,150,1967,HB,,,,,,,,1967,1968,0,0,0,0,AFL,,,,,FALSE
Bercher,Martine,Arkansas,6,151,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Demarie,John,LSU,6,152,1967,LG,,,,,,75,246,1967,1976,0,0,8,43,AFL,,,,,FALSE
Hughes,Bob,Jackson St.,6,153,1967,LE,,,,,,,,1967,1969,0,0,0,3,AFL,,,,,FALSE
Medlen,Ron,SMU,6,154,1967,LE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Egloff,Rick,Wyoming,6,155,1967,QB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Smith,Noland,Tennessee St.,6,156,1967,WR,,,,,,,,1967,1969,0,0,0,3,AFL,,,,,FALSE
Stokes,Sims,Northern Arizona,6,157,1967,WR,,,,,,,,1967,1967,0,0,0,0,AFL,,,,,FALSE
Williams,Stew,Bowling Green,6,158,1967,FB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Wood,Bo,North Carolina,6,159,1967,LE,,,,,,,,1967,1967,0,0,0,2,AFL,,,,,FALSE
Hertzog,Gary,Willamette,7,160,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Ziolkowski,Bob,Iowa,7,161,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Colehour,Corey,North Dakota,7,162,1967,QB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Seiple,Larry,Kentucky,7,163,1967,TE,,,,,,,,1967,1977,0,0,1,28,AFL,,,,,FALSE
Carrington,Ed,Virginia,7,164,1967,TE,,,,,,,,1967,1969,0,0,0,0,AFL,,,,,FALSE
Richter,Frank,Georgia,7,165,1967,MLB,,,,,,,,1967,1969,0,0,0,8,AFL,,,,,FALSE
Tuinstra,Ted,Iowa St.,7,166,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Bryant,Bobby,South Carolina,7,167,1967,CB,,,,,,73,170,1967,1980,0,2,9,72,AFL,,,,,FALSE
Matte,Bruce,Miami (OH),7,168,1967,QB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Truitt,John,Indiana St.,7,169,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Jackson,Milt,Tulsa,7,170,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Elliott,John,Texas,7,171,1967,DT,76,,,,,79,305,1967,1973,1,3,5,44,AFL,,,,,FALSE
Love,John,North Texas,7,172,1967,WR,,,,,,,,1967,1972,0,0,0,3,AFL,,,,,FALSE
Conway,Dave,Texas,7,173,1967,K,,,,,,,,1967,1971,0,0,0,0,AFL,,,,,FALSE
Williams,John,San Diego St.,7,174,1967,CB,73,10780,,15131,plpo_WilliamsJohn,67,180,1967,,0,0,0,,AFL,7,,,,FALSE
Randall,Joe,Brown,7,175,1967,K,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Lewellen,Ron,UT Martin,7,176,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
House,Bill,Youngstown St.,7,177,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Crenshaw,Bob,New Mexico St.,7,178,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Rein,Bo,Ohio St.,7,179,1967,FL,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Leo,Bobby,Harvard,7,180,1967,HB,,,,,,,,1967,1968,0,0,0,0,AFL,,,,,FALSE
Gaiser,George,SMU,7,181,1967,LT,,,,,,,,1967,1968,0,0,1,3,AFL,,,,,FALSE
Wright,Rayfield,Fort Valley St.,7,182,1967,LT,,2222,,,plpo_legends_WrightRayfield,,,1967,1979,3,6,8,83,AFL,7,,,,TRUE
Erickson,Dick,WisconsinâStout,7,183,1967,C,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Powell,Bill,Missouri,7,184,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
McKelvey,Bob,Northwestern,7,185,1967,HB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Harris,Sam,Colorado,8,186,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Eaton,Scott,Oregon St.,8,187,1967,CB,,,,,,,,1967,1971,0,0,5,19,AFL,,,,,FALSE
Banks,Estes,Colorado,8,188,1967,HB,,,,,,,,1967,1968,0,0,0,1,AFL,,,,,FALSE
Brunson,John,Benedictine,8,189,1967,HB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Hendershot,Larry,Arizona St.,8,190,1967,MLB,,,,,,,,1967,1967,0,0,0,2,AFL,,,,,FALSE
Cassese,Tom,C.W. Post,8,191,1967,CB,,,,,,,,1967,1967,0,0,1,2,AFL,,,,,FALSE
Foruria,John,Idaho,8,192,1967,CB,,,,,,,,1967,1968,0,0,0,2,AFL,,,,,FALSE
Gold,Mike,Utah St.,8,193,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Barnes,Mike,Purdue,8,194,1967,LT,,,,,,78,255,1967,,0,0,0,,AFL,,"Pittsburgh, Pennsylvania",https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/Barnes-Mike-1977.jpg/250px-Barnes-Mike-1977.jpg,,FALSE
Murphy,Roger,Northwestern,8,195,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Bledsoe,Gene,Texas,8,196,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Beasley,John,California,8,197,1967,TE,,,,,,75,228,1967,1974,0,0,3,19,AFL,,,,,FALSE
Johnson,Walter,Tuskegee,8,198,1967,LE,,,,,,72,241,1967,1967,0,0,0,0,AFL,,"Monroe, Louisiana",,,FALSE
Mills,John,Tennessee,8,199,1967,TE,,,,,,72,230,1967,,0,0,0,,AFL,,,,,FALSE
Griffin,Jerry,SMU,8,200,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Washington,Sharon,Truman St.,8,201,1967,FL,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Anderson,Lee,Bishop,8,202,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Klacking,Don,Wyoming,8,203,1967,FB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Johnson,Cornelius,Virginia Union,8,204,1967,LG,83,10127,JohnsonCornelius_15018,15018,plpo_JohnsonCornelius,75,212,1967,1973,0,0,0,18,AFL,7,"Greenwich, Connecticut",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/2024-0106-Cornelius_Johnson.jpg/250px-2024-0106-Cornelius_Johnson.jpg,,FALSE
Devrow,Bill,Southern Miss,8,205,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Fussell,Thomas,LSU,8,206,1967,LE,,,,,,,,1967,1967,0,0,0,2,AFL,,,,,FALSE
Luke,Tommy,Mississippi,8,207,1967,CB,,,,,,,,1967,1968,0,0,0,1,AFL,,,,,FALSE
Laub,Steve,Illinois Wesleyan,8,208,1967,QB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Altemeier,Tom,Luther,8,209,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Miles,Clarence,,8,210,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Siler,Barry,Albion,8,211,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Lavens,Tim,Idaho,9,212,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Freeman,Fred,Miss. Valley St.,9,213,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Houston,Ken,Prairie View A&M,9,214,1967,CB,,39,,2935,plpo_legends_HoustonKen,,,1967,1980,2,12,13,95,AFL,1,,,,TRUE
Moten,Bobby,Bishop,9,215,1967,WR,,,,,,,,1967,1968,0,0,0,0,AFL,,,,,FALSE
Richardson,John,UCLA,9,216,1967,DT,,,,,,73,228,1967,1973,0,0,5,28,AFL,,,,,FALSE
Summers,Jim,Michigan St.,9,217,1967,CB,,,,,,,,1967,1967,0,0,0,2,AFL,,,,,FALSE
Weger,Mike,Bowling Green,9,218,1967,CB,,,,,,,,1967,1977,0,0,6,43,AFL,,,,,FALSE
Morris,Bill,Holy Cross,9,219,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Otis,Paul,Houston,9,220,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Cass,Greg,Washington,9,221,1967,C,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Larson,Pete,Cornell,9,222,1967,HB,,,,,,,,1967,1968,0,0,0,4,AFL,,,,,FALSE
Briggs,Bob,Heidelberg,9,223,1967,LE,,,,,,,,1967,1974,0,0,2,26,AFL,,,,,FALSE
Scott,Ray,Prairie View A&M,9,224,1967,LE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Newell,Steve,Long Beach St.,9,225,1967,WR,,,,,,,,1967,1967,0,0,0,1,AFL,,,,,FALSE
Smith,Tommie,San Jose St.,9,226,1967,WR,,,,,,,,1967,1969,0,0,0,0,AFL,,,,,FALSE
Wheeler,Ted,West Texas A&M,9,227,1967,LG,,,,,,,,1967,1970,0,0,0,7,AFL,,,,,FALSE
Villing,Mark De,Muskingum,9,228,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Kirkland,Ron,Nebraska,9,229,1967,HB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Dowdy,Cecil,Alabama,9,230,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Stancell,Harold,Tennessee,9,231,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Thornhill,Charlie,Michigan St.,9,232,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Seither,Gerald,Kent St.,9,233,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Morgan,Byron,Findlay,9,234,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Pope,Ed,Jackson St.,9,235,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Reed,Harlan,Mississippi St.,9,236,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Ross,Eugene,Oklahoma,9,237,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Brown,Charlie,Missouri,10,238,1967,HB,,,,,,70,182,1967,1968,0,0,0,1,AFL,,"Charleston, South",https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/CBROWN2019.jpg/250px-CBROWN2019.jpg,,FALSE
Stebbins,Dick,Grambling St.,10,239,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Schafroth,Dick,Iowa St.,10,240,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Beier,Tom,Miami (FL),10,241,1967,CB,,,,,,,,1967,1969,0,0,0,5,AFL,,,,,FALSE
Campbell,Woody,Northwestern,10,242,1967,HB,,,,,,,,1967,1971,0,1,2,17,AFL,,,,,FALSE
Krause,Paul,Dubuque,10,243,1967,QB,,7,,2915,plpo_legends_KrausePaul,75,200,1967,,0,0,0,,AFL,1,,,,TRUE
Tatman,Pete,Nebraska,10,244,1967,HB,,,,,,,,1967,1967,0,0,0,0,AFL,,,,,FALSE
Hayhoe,Jerry,USC,10,245,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Wilsey,Bill,Fresno St.,10,246,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Houlton,Tim,St. Norbert,10,247,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Myers,Chip,NW Oklahoma St.,10,248,1967,WR,,,,,,,,1967,1976,0,1,1,35,AFL,,,,,FALSE
Brown,Raymond,Alcorn St.,10,249,1967,CB,,,,,,73,208,1967,,0,0,0,,AFL,,,,,FALSE
Sullivan,Bruce,Illinois,10,250,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Ossmo,Torre,Western Michigan,10,251,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Moore,Leon,Tennessee St.,10,252,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Sligh,Richard,North Carolina Central,10,253,1967,DT,,,,,,,,1967,1967,0,0,0,3,AFL,,,,,FALSE
Barrs,Lavern,Furman,10,254,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Copeland,Jim,Virginia,10,255,1967,C,,,,,,,,1967,1974,0,0,0,18,AFL,,,,,FALSE
Bates,Maurice,Northern State Univ.,10,256,1967,LE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Runnels,John,Penn St.,10,257,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Gilbert,Leigh,Northern Illinois,10,258,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Croft,Tom,Louisiana Tech,10,259,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Bowen,Eugene,Tennessee St.,10,260,1967,HB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Sheehan,Tim,Stanford,10,261,1967,C,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Shear,Bill,Cortland St.,10,262,1967,K,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Robertson,Roosevelt,North Carolina Central,10,263,1967,FL,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Benson,Jim,Florida,11,264,1967,C,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Pifer,Pete,Oregon St.,11,265,1967,FB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Pyburn,Jack,Texas A&M,11,266,1967,LT,,,,,,,,1967,1968,0,0,0,6,AFL,,,,,FALSE
Decker,Harold,Kalamazoo,11,267,1967,LE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Walker,John,Jackson St.,11,268,1967,MLB,40,,,,,78,270,1967,,0,0,0,,AFL,,"Omaha, Nebraska",,https://www.pro-football-reference.com/req/20230307/images/headshots/WalkJo00_2018.jpg,FALSE
Andrus,Lou,BYU,11,269,1967,MLB,,,,,,,,1967,1967,0,0,0,2,AFL,,,,,FALSE
Shirey,Ray,Arizona St.,11,270,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Trygstad,Bob,Washington St.,11,271,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Whitcomb,Jim,Emporia St.,11,272,1967,FL,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Mayo,Earl,Morgan St.,11,273,1967,HB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Slattery,Herb,Delaware,11,274,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Brown,Bill,Texas-El Paso,11,275,1967,C,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Carmann,Ken,Nebraska-Kearney,11,276,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Jarvis,Carroll,Virginia,11,277,1967,HB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Horak,Frank,TCU,11,278,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Marcontell,Ed,Lamar,11,279,1967,LG,,,,,,,,1967,1967,0,0,0,2,AFL,,,,,FALSE
Benson,Duane,Hamline,11,280,1967,MLB,,,,,,,,1967,1976,0,0,0,25,AFL,,,,,FALSE
Parker,Omar,Washington,11,281,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Sabatino,Bill,Colorado,11,282,1967,DT,,,,,,,,1967,1969,0,0,0,3,AFL,,,,,FALSE
Mitchell,Leroy,Texas Southern,11,283,1967,CB,,,,,,,,1967,1973,0,1,6,37,AFL,,,,,FALSE
Tomich,Paul,Drake,11,284,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Riley,Pat,Kentucky,11,285,1967,FL,,,,,,77,286,1967,,0,0,0,,AFL,,"Marrero, Louisiana",,,FALSE
Braswell,Bill,Auburn,11,286,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Bennett,Dave,Springfield,11,287,1967,QB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Corbin,Bernard,Alabama A&M,11,288,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Pack,Ronnie,Texas Tech,12,289,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Reid,Herman,St. Augustine's,12,290,1967,LT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Shortal,Bob,Dayton,12,291,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Ames,Ernie,Kent St.,12,292,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Gentry,Bill,North Carolina St.,12,293,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Juk,Stan,South Carolina,12,294,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Whitaker,Jim,Missouri,12,295,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Cremer,Fred,,12,296,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Watts,Eric,San Jose St.,12,297,1967,CB,58,10288,WattsEric_14882,14882,plpo_WattsEric,77,277,1967,,0,0,0,,AFL,7,,,,FALSE
Pearson,Preston,Illinois,12,298,1967,HB,,,,,,73,205,1967,1980,0,0,4,57,AFL,,,,,FALSE
Green,Bruce,Midland Lutheran,12,299,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Sepic,Ron,Ohio St.,12,300,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Hall,James,Tuskegee,12,301,1967,MLB,96,,,,,76,260,1967,,0,0,0,,AFL,,,,,FALSE
Rasmussen,Randy,Nebraska-Kearney,12,302,1967,LG,,,,,,74,253,1967,1981,0,0,15,68,AFL,,,,,FALSE
Kolowski,Dick,Lake Forest,12,303,1967,C,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Badjek,Pat,Franklin (IN),12,304,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Dundas,Steve,Pomona,12,305,1967,FL,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Kruse,Bob,Colorado St.,12,306,1967,LG,,,,,,,,1967,1969,0,0,0,8,AFL,,,,,FALSE
Christian,J.B.,Oklahoma St.,12,307,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Fowler,Charlie,Houston,12,308,1967,LG,,,,,,,,1967,1968,0,0,1,5,AFL,,,,,FALSE
Monroe,Ben,New Mexico,12,309,1967,QB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Davis,Dave,Harvard,12,310,1967,LT,,,,,,72,175,1967,,0,0,0,,AFL,,"Alcoa, Tennessee",,,FALSE
Bonner,Bob,Southern,12,311,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Deters,Harold,North Carolina St.,12,312,1967,K,,,,,,,,1967,1967,0,0,0,0,AFL,,,,,FALSE
Lashley,Kent,NE State (OK),12,313,1967,FL,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Bass,Mike,Michigan,12,314,1967,CB,,,,,,,,1967,1975,0,0,7,54,AFL,,,,,FALSE
Robinson,John,Tennessee St.,12,315,1967,FL,,,,,,73,200,1967,,0,0,0,,AFL,,,,,FALSE
Stetz,Bill,Boston Col.,13,316,1967,LG,,,,,,,,1967,1967,0,0,0,1,AFL,,,,,FALSE
Szabo,Sandor,Ithaca,13,317,1967,K,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Finley,Howard,Tennessee St.,13,318,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Carter,George,St. Bonaventure,13,319,1967,HB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Stidham,Tom,Oklahoma,13,320,1967,K,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Furjanic,Dennis,Houston,13,321,1967,LE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Wright,Lamar,Georgia Tech,13,322,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Hardt,Charley,Tulsa,13,323,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Homan,Jim,USC,13,324,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Gibbs,Rich,Iowa,13,325,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Carstens,Kaye,Nebraska,13,326,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Emmer,Jack,Rutgers,13,327,1967,FL,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Rodwell,Bob,Eastern Michigan,13,328,1967,MLB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Carr,Leon,Prairie View A&M,13,329,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Erisman,John,Miami (OH),13,330,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Duncum,Bob,West Texas A&M,13,331,1967,LT,,,,,,,,1967,1968,0,0,0,2,AFL,,,,,FALSE
Kleinpeter,Len,Louisiana,13,332,1967,TE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Andrews,Billy,Southeastern Louisiana,13,333,1967,MLB,,,,,,,,1967,1977,0,0,5,39,AFL,,,,,FALSE
Downs,Bill,Louisville,13,334,1967,DT,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Allen,Marc,West Texas A&M,13,335,1967,LE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Ilg,Ray,Colgate,13,336,1967,MLB,,,,,,,,1967,1968,0,0,0,4,AFL,,,,,FALSE
Wheeler,Randy,Georgia,13,337,1967,HB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Kerkian,Al,Akron,13,338,1967,LE,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Simmons,Linwood,Edward Waters,13,339,1967,FB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Brown,Keith,Central Missouri St.,13,340,1967,FL,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Grossnickle,Gary,Missouri,13,341,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Hester,Jimmy,North Dakota,14,342,1967,TE,,,,,,,,1967,1970,0,0,0,5,AFL,,,,,FALSE
Bates,Bill,Missouri,14,343,1967,K,,25,,20001,plpo_legends_BatesBill,,,1967,,0,0,0,,AFL,1,,,,FALSE
Stikes,Charles,Kent St.,14,344,1967,CB,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
Hailstock,Henry,,14,345,1967,LG,,,,,,,,1967,,0,0,0,,AFL,,,,,FALSE
