last_name,first_name,team,position,jersey,year,freshman_year,possible_draft_year,height_inches,weight,recruiting_year,recruiting_stars,recruiting_rating,national_ranking,home_city,home_state,home_country,season_year,player_id
Castorina,Eric,Wagner,,,2021,,,,,,,,,,,,2021,4368446
DeMayo,Eric,Wagner,,,2021,,,,,,,,,,,,2021,4368453
Leo,Titus,Wagner,DL,1.0,4,,,76.0,245.0,,,,,Sheepshead Bay,NY,USA,2021,4368468
Means-Bowman,Keyon,Wagner,,,2021,,,,,,,,,,,,2021,4368477
Mulreed,Aiden,UL Monroe,PK,99.0,2,,,70.0,176.0,,,,,Wall Township,NJ,USA,2021,4368478
Brewer III,Kenny,Central Michigan,WR,84.0,4,,,72.0,205.0,,,,,Lansing,MI,USA,2021,4368531
Allton,Tanner,Ohio,WR,11.0,2,,,77.0,207.0,,,,,Pataskala,OH,USA,2021,4368532
Edwards,Johnathon,Austin Peay,,,2021,,,,,,,,,,,,2021,4368611
Parker,Jay,Austin Peay,WR,13.0,4,,,65.0,147.0,,,,,Nashville,TN,USA,2021,4368612
Lopes,Brandon,Austin Peay,LB,,4,,,74.0,235.0,,,,,Atlanta,GA,USA,2021,4368621
Williams,Shaviaea,Norfolk State,DB,26.0,4,,,71.0,195.0,,,,,Norfolk,VA,USA,2021,4368671
Coles,R.J.,Norfolk State,DB,28.0,3,,,70.0,189.0,,,,,Richmond,VA,USA,2021,4368672
Savage,Brandon,Norfolk State,DB,2.0,4,,,71.0,160.0,,,,,Baltimore,MD,USA,2021,4368673
Brent,Cameryn,Norfolk State,RB,,2021,,,,,,,,,,,,2021,4368676
Hall,Marquis,Norfolk State,LB,56.0,4,,,74.0,230.0,,,,,Woodbridge,VA,USA,2021,4368679
Byrd,Colby,Norfolk State,OL,74.0,4,,,75.0,277.0,,,,,Virginia Beach,VA,USA,2021,4368680
Cooks Jr.,DeWayne,Eastern Illinois,WR,2.0,3,,,74.0,160.0,,,,,Tulsa,OK,USA,2021,4368703
Dewberry,Bryce,Eastern Illinois,S,,4,,,70.0,215.0,,,,,Mcdonough,GA,USA,2021,4368704
Shelton IV,Charles,Eastern Illinois,CB,46.0,4,,,71.0,160.0,,,,,Maryland Heights,MO,USA,2021,4368708
Tanuvasa,Eliki,Hawai'i,OL,61.0,4,,,74.0,300.0,,,,,Honolulu,HI,USA,2021,4368714
Ubaike,James,Eastern Illinois,,,2021,,,,,,,,,,,,2021,4368722
McKinney,Parker,Eastern Kentucky,QB,18.0,3,,,75.0,208.0,,,,,Coalfield,TN,USA,2021,4368767
Irons,DJ,Akron,QB,,4,,,76.0,215.0,,,,,Lawrenceville,GA,USA,2021,4368768
Sayles,Joseph,Eastern Kentucky,DB,11.0,4,,,72.0,187.0,,,,,Alpharetta,GA,USA,2021,4368774
Richards,Phillip,Eastern Kentucky,P,49.0,4,,,76.0,215.0,,,,,Melbourne,VIC,Australia,2021,4368782
Steele,George,Jacksonville State,DB,13.0,3,,,70.0,180.0,,,,,Trussville,AL,USA,2021,4368794
Edwards,Ahmad,Jacksonville State,WR,14.0,4,,,73.0,180.0,,,,,Alabaster,AL,USA,2021,4368797
Presley,Jamias,Prairie View A&M,CB,4.0,4,,,70.0,170.0,,,,,Opelika,AL,USA,2021,4368800
Feaster,Malik,Jacksonville State,DB,7.0,4,,,72.0,190.0,,,,,Toccoa,GA,USA,2021,4368802
Clark,Marshall,Jacksonville State,,,2021,,,,,,,,,,,,2021,4368809
Price,Demarco,Jacksonville State,,,2021,,,,,,,,,,,,2021,4368810
Coleman,DJ,Jacksonville State,DL,7.0,4,,,77.0,264.0,,,,,Atlanta,GA,USA,2021,4368812
Nesby,Anthony,Jacksonville State,DL,99.0,3,,,73.0,315.0,,,,,Atlanta,GA,USA,2021,4368816
Butler,Deandre,Troy,OL,64.0,4,,,76.0,323.0,,,,,Opelika,AL,USA,2021,4368824
Pierce,Jason,Chattanooga,P,43.0,4,,,74.0,238.0,,,,,Powder Springs,GA,USA,2021,4368826
Honeycutt,Malik,Murray State,WR,,2021,,,,,,,,,,,,2021,4368837
Floyd,Marcis,Murray State,S,24.0,4,,,72.0,200.0,,,,,Louisville,KY,USA,2021,4368838
Victor,Darnel,Murray State,LB,45.0,4,,,74.0,223.0,,,,,Melbourne,FL,USA,2021,4368846
Humpich,Scotty,Murray State,LB,46.0,4,,,76.0,255.0,,,,,Louisville,KY,USA,2021,4368847
Koclanakis,Anthony,Colorado State,LB,49.0,4,,,73.0,230.0,,,,,,,,2021,4368848
Bell,Jacob,Murray State,WR,17.0,3,,,75.0,177.0,,,,,Vero Beach,FL,USA,2021,4368859
Brooks,LaMartez,Murray State,WR,21.0,4,,,73.0,192.0,,,,,Milan,TN,USA,2021,4368863
Hodges,Trai,Southeast Missouri State,DB,8.0,4,,,70.0,170.0,,,,,Rome,GA,USA,2021,4368876
Hess,Geno,Southeast Missouri State,RB,6.0,4,,,68.0,209.0,,,,,Peoria,IL,USA,2021,4368878
Johnson,Lawrence,Southeast Missouri State,DB,7.0,4,,,72.0,194.0,,,,,Saint Louis,MO,USA,2021,4368881
Alston,Aaron,Southeast Missouri State,WR,,2021,,,,,,,,,,,,2021,4368898
Fisher,Bailey,Gardner-Webb,QB,14.0,4,,,71.0,207.0,,,,,Clayton,GA,USA,2021,4368908
Martin,Drew,Tennessee Tech,,,2021,,,,,,,,,,,,2021,4368912
Carlisle,Seth,Tennessee Tech,LB,18.0,4,,,72.0,225.0,,,,,Red Boiling Springs,TN,USA,2021,4368914
Gist,David,Tennessee Tech,RB,21.0,4,,,71.0,190.0,,,,,Cookeville,TN,USA,2021,4368916
Raines,Aidan,Tennessee Tech,LB,27.0,4,,,72.0,195.0,,,,,Mount Juliet,TN,USA,2021,4368917
Warwick,Jack,Tennessee Tech,,,2021,,,,,,,,,,,,2021,4368924
Jones,KeAndre,North Carolina A&T,,,2021,,,,,,,,,,,,2021,4369242
Lockhart,Quinzel,North Carolina A&T,,,2021,,,,,,,,,,,,2021,4369245
Monell,Julian,North Carolina A&T,LB,37.0,3,,,70.0,215.0,,,,,Winston-Salem,NC,USA,2021,4369250
Rivers,Mike,North Carolina A&T,P,44.0,4,,,72.0,187.0,,,,,Wilmington,NC,USA,2021,4369252
Simon,Miles,North Carolina A&T,,,2021,,,,,,,,,,,,2021,4369254
Stuckey,Joseph,North Carolina A&T,LB,8.0,4,,,72.0,210.0,,,,,Hillside,NJ,USA,2021,4369256
Barnes,Tyler,North Carolina Central,WR,81.0,4,,,76.0,235.0,,,,,Charlotte,NC,USA,2021,4369304
Manning,Chuck,North Carolina Central,DL,99.0,4,,,72.0,275.0,,,,,Durham,NC,USA,2021,4369309
Smith,Manny,North Carolina Central,DB,23.0,3,,,72.0,195.0,,,,,Laurel Hill,NC,USA,2021,4369316
Stancil,Romeo,North Carolina Central,DB,24.0,3,,,73.0,175.0,,,,,Clayton,NC,USA,2021,4369317
Stokes,Stephen,North Carolina Central,,,2021,,,,,,,,,,,,2021,4369318
James,Chris,Chattanooga,WR,,2021,,,,,,,,,,,,2021,4369373
Price,Tyrell,Chattanooga,RB,,2021,,,,,,,,,,,,2021,4369374
Snyder,Christian,Chattanooga,,,2021,,,,,,,,,,,,2021,4369375
Smith,Jay,The Citadel,DL,98.0,4,,,73.0,270.0,,,,,Charleston,SC,USA,2021,4369389
Wilkins,Dae'one,Furman,S,5.0,4,,,73.0,202.0,,,,,Spring Hope,NC,USA,2021,4369447
Grainger,Darren,Furman,QB,3.0,4,,,76.0,225.0,,,,,Conway,SC,USA,2021,4369448
Grainger,Darren,Georgia State,QB,3.0,4,,,76.0,225.0,,,,,Conway,SC,USA,2021,4369448
Sisson,Hamp,Furman,QB,,2021,,,,,,,,,,,,2021,4369451
Abrams,Devin,Furman,RB,32.0,4,,,73.0,215.0,,,,,Pensacola,FL,USA,2021,4369454
Blackshear,Travis,Furman,CB,1.0,4,,,71.0,180.0,,,,,Savannah,GA,USA,2021,4369456
Gilby,Braden,Furman,LB,43.0,4,,,74.0,237.0,,,,,Saint Petersburg,FL,USA,2021,4369459
Coleman,Cameron,Furman,DT,,4,,,75.0,304.0,,,,,Elizabethton,TN,USA,2021,4369460
Miller,Ryan,Furman,TE,82.0,4,,,74.0,221.0,,,,,Jackson,TN,USA,2021,4369466
Kyei-Donkor,Nate,Duke,RB,27.0,4,,,69.0,170.0,,,,,Orlando,FL,USA,2021,4369468
Bell,Dejuan,Furman,,,2021,,,,,,,,,,,,2021,4369469
Shahriari,Aaron,Florida Atlantic,PK,46.0,2,,,74.0,225.0,,,,,Clearwater,FL,USA,2021,4369472
King,Ty,Samford,WR,12.0,4,,,73.0,173.0,,,,,Wrens,GA,USA,2021,4369787
Pollard,Torrence,Samford,CB,14.0,4,,,68.0,177.0,,,,,Ensley,AL,USA,2021,4369788
Fineran,Mitchell,Purdue,PK,24.0,5,,,71.0,185.0,,,,,Fort Valley,GA,USA,2021,4369789
Smith,Chandler,Samford,WR,,4,,,70.0,186.0,,,,,Marietta,GA,USA,2021,4369791
Ware,DeMarcus,Samford,RB,28.0,4,,,70.0,195.0,,,,,Memphis,TN,USA,2021,4369794
Mera,Joseph,Samford,DE,35.0,4,,,74.0,257.0,,,,,Fort Myers,FL,USA,2021,4369799
Royal,Braeden,Samford,DT,92.0,4,,,73.0,258.0,,,,,Tuscaloosa,AL,USA,2021,4369822
Taylor,Alontae,Tennessee,DB,2.0,3,,,72.0,193.0,,,,,Manchester,TN,USA,2021,4369835
Shrout,J.T.,Colorado,QB,5.0,4,,,75.0,215.0,,,,,Santa Clarita,CA,USA,2021,4369839
Flowers,Trevon,Tennessee,DB,1.0,4,,,71.0,200.0,,,,,Tucker,GA,USA,2021,4369842
Banks,Jeremy,Tennessee,LB,33.0,4,,,73.0,224.0,,,,,Cordova,TN,USA,2021,4369844
Dobrucky,Tanner,Tennessee,WR,36.0,3,,,69.0,193.0,,,,,Richmond,VA,USA,2021,4369846
Brooks,Paxton,Tennessee,PK,37.0,4,,,78.0,201.0,,,,,Lexington,SC,USA,2021,4369847
George Jr.,Kenneth,Tennessee,DB,5.0,4,,,71.0,200.0,,,,,Lafayette,LA,USA,2021,4369849
Harris,Kingston,Tennessee,OL,54.0,4,,,75.0,340.0,,,,,Orlando,FL,USA,2021,4369853
Mincey,John,Arkansas State,DL,,4,,,76.0,290.0,,,,,Homerville,GA,USA,2021,4369855
Carvin,Jerome,Tennessee,OL,75.0,4,,,77.0,321.0,,,,,Memphis,TN,USA,2021,4369859
Lane,Ollie,Tennessee,OL,78.0,4,,,76.0,320.0,,,,,Corryton,TN,USA,2021,4369860
Garland,Kurott,Tennessee,DL,99.0,4,,,75.0,310.0,,,,,Conyers,GA,USA,2021,4369862
Tillman,Cedric,Tennessee,WR,4.0,4,,,75.0,215.0,,,,,Las Vegas,NV,USA,2021,4369863
Warren,Jacob,Tennessee,TE,87.0,4,,,78.0,253.0,,,,,Knoxville,TN,USA,2021,4369864
Kinsler Jr.,Keyron,Alcorn State,DB,5.0,4,,,71.0,185.0,,,,,Micanopy,FL,USA,2021,4369888
Russell,Jyron,St. Francis (PA),,,2021,,,,,,,,,,,,2021,4369889
Bolton,Jonathon,Alcorn State,RB,,2021,,,,,,,,,,,,2021,4369891
McCullum,Tavarian,Alcorn State,DB,18.0,4,,,75.0,210.0,,,,,Collins,MS,USA,2021,4369901
Bridy,Korey,VMI,RB,1.0,4,,,73.0,205.0,,,,,Chesterfield,VA,USA,2021,4369912
Dennis,Dj,VMI,,,2021,,,,,,,,,,,,2021,4369914
Caselberry,Ethan,VMI,DB,35.0,4,,,76.0,202.0,,,,,Sparkman,AL,USA,2021,4369915
Weaver,Eric,VMI,DL,,4,,,75.0,300.0,,,,,Fort Meade,MD,USA,2021,4369924
Dabney,Warren,VMI,DL,56.0,4,,,73.0,307.0,,,,,Cumberland,VA,USA,2021,4369927
Jackson,Michael,VMI,WR,7.0,4,,,74.0,185.0,,,,,Henrico,VA,USA,2021,4369936
Herres,Jakob,VMI,WR,14.0,4,,,76.0,225.0,,,,,Easton,PA,USA,2021,4369938
Skelton,Ladarius,Southern,RB,,2021,,,,,,,,,,,,2021,4369944
Carter,J'Atyre,Southern,,,2021,,,,,,,,,,,,2021,4369950
Davis,Shane,Lafayette,,,2021,,,,,,,,,,,,2021,4369966
Anderson,Jordan,Lafayette,DB,16.0,3,,,70.0,185.0,,,,,Temple,GA,USA,2021,4369967
Martin,TayJon,Lafayette,,,2021,,,,,,,,,,,,2021,4369970
Burr,Caleb,Lafayette,DB,30.0,4,,,74.0,202.0,,,,,Avon Lake,OH,USA,2021,4369973
Hranicka,Ty,Lafayette,,,2021,,,,,,,,,,,,2021,4369975
Grayson,Ian,Lafayette,DL,52.0,4,,,73.0,280.0,,,,,Cresskill,NJ,USA,2021,4369979
Hollar,Christian,Lafayette,,,2021,,,,,,,,,,,,2021,4369981
Hughes,Mike,Lafayette,,,2021,,,,,,,,,,,,2021,4369982
Shaeffer,Billy,Lafayette,LB,21.0,4,,,75.0,231.0,,,,,Warrington,PA,USA,2021,4369992
Hurlbrink,Colin,Lafayette,,,2021,,,,,,,,,,,,2021,4369993
Hamm,Malik,Lafayette,DL,99.0,4,,,75.0,246.0,,,,,Baltimore,MD,USA,2021,4369994
Bardall,Clayton,Western Carolina,TE,86.0,3,,,75.0,235.0,,,,,Cumming,GA,USA,2021,4370026
Gadie,Charles,Western Carolina,,,2021,,,,,,,,,,,,2021,4370035
Kent Jr.,Ronald,Western Carolina,DB,2.0,4,,,69.0,176.0,,,,,Harrisburg,PA,USA,2021,4370039
Milner,K.J.,Western Carolina,DL,6.0,4,,,76.0,265.0,,,,,Hinesville,GA,USA,2021,4370042
Rogers,A.J.,Rhode Island,S,20.0,4,,,73.0,180.0,,,,,Duncan,SC,USA,2021,4370047
Hendrix,Aretavious,Stephen F. Austin,,,2021,,,,,,,,,,,,2021,4370061
Simmons,Remi,Central Michigan,WR,,4,,,71.0,205.0,,,,,,,,2021,4370065
Davis,Jeremiah,Stephen F. Austin,LB,11.0,3,,,72.0,180.0,,,,,Lufkin,TX,USA,2021,4370067
Evans,Ja'Terious,Stephen F. Austin,LB,27.0,4,,,73.0,215.0,,,,,Center,TX,USA,2021,4370071
Murray,Amad,Stephen F. Austin,DE,54.0,3,,,75.0,245.0,,,,,Huntsville,TX,USA,2021,4370084
McNeely,Joey,McNeese,DL,55.0,3,,,76.0,300.0,,,,,Kinder,LA,USA,2021,4370127
Bowdry,Kameron,Southern Illinois,DT,96.0,3,,,74.0,300.0,,,,,Saint Louis,MO,USA,2021,4370136
Dyal,Davin,Memphis,TE,87.0,4,,,77.0,240.0,,,,,Cookeville,TN,USA,2021,4370143
McCall,Tamel,UT Martin,,,2021,,,,,,,,,,,,2021,4370151
Luther,T.J.,Gardner-Webb,WR,,4,,,73.0,180.0,,,,,Arcadia,FL,USA,2021,4370162
Abercrombie,Zy,Wofford,,,2021,,,,,,,,,,,,2021,4370166
Walker,Nathan,Wofford,FB,21.0,4,,,72.0,235.0,,,,,Ridgeville,SC,USA,2021,4370169
Neal,TJ,Wofford,LB,,4,,,73.0,230.0,,,,,Nashville,TN,USA,2021,4370172
Broussard,Jamari,Wofford,RB,,2021,,,,,,,,,,,,2021,4370173
Russell,Rett,Wofford,LB,46.0,4,,,75.0,205.0,,,,,Acworth,GA,USA,2021,4370177
Garnett,James,Wofford,,,2021,,,,,,,,,,,,2021,4370186
Jones,James,Lamar,,,2021,,,,,,,,,,,,2021,4370217
Jones,Steven,Lamar,,,2021,,,,,,,,,,,,2021,4370219
Johnson,Marcellus,Lamar,WR,81.0,3,,,75.0,215.0,,,,,Killeen,TX,USA,2021,4370221
Colvin,Markeis,Troy,S,12.0,3,,,71.0,202.0,,,,,Seffner,FL,USA,2021,4370340
Cumberlander,Koby,Marshall,DL,32.0,4,,,75.0,235.0,,,,,Roswell,GA,USA,2021,4370342
Darko,Daniel,Liberty,S,36.0,4,,,73.0,190.0,,,,,Columbia,MD,USA,2021,4370344
Evans,Sheldon,Marshall,RB,5.0,3,,,71.0,200.0,,,,,Roswell,GA,USA,2021,4370345
Gammage,Corey,Marshall,WR,4.0,4,,,76.0,220.0,,,,,Delray Beach,FL,USA,2021,4370348
Keaton,Talik,Marshall,WR,1.0,4,,,72.0,190.0,,,,,Sarasota,FL,USA,2021,4370353
Martin,Dallas,Western Illinois,LB,0.0,3,,,74.0,230.0,,,,,Pleasanton,CA,USA,2021,4370356
McDuffie,Arak,Marshall,DL,38.0,2,,,77.0,275.0,,,,,Louisville,KY,USA,2021,4370357
McMillan,Caleb,Marshall,WR,5.0,3,,,73.0,200.0,,,,,Orlando,FL,USA,2021,4370358
Porter,Owen,Marshall,DL,55.0,4,,,75.0,237.0,,,,,Huntington,WV,USA,2021,4370359
Renalds,Naquan,Marshall,S,14.0,3,,,74.0,198.0,,,,,Winter Garden,FL,USA,2021,4370360
Tucker,Dalton,Marshall,OL,68.0,4,,,79.0,319.0,,,,,Paris,KY,USA,2021,4370363
Campbell,Michael,Mercer,CB,9.0,4,,,72.0,190.0,,,,,Darien,GA,USA,2021,4370379
Ferry,Alex,Mercer,,,2021,,,,,,,,,,,,2021,4370410
Hargraves,Jacob,UAlbany,DB,23.0,3,,,71.0,201.0,,,,,New Rochelle,NY,USA,2021,4370523
Hunt,Myles,Charlotte,DB,35.0,2,,,72.0,185.0,,,,,Waxhaw,NC,USA,2021,4370533
Langemeier,Logan,Georgia Southern,OL,66.0,5,,,76.0,285.0,,,,,South Lake Tahoe,CA,USA,2021,4370572
Valet,Alec,South Florida,OL,78.0,1,,,75.0,265.0,,,,,Titusville,FL,USA,2021,4370580
Armstrong,Brennan,Virginia,QB,5.0,4,,,74.0,212.0,,,,,Shelby,OH,USA,2021,4370775
Baker,Jaylon,Virginia,WR,26.0,4,,,74.0,187.0,,,,,Chattanooga,TN,USA,2021,4370776
Bissinger,Joe,Virginia,OL,54.0,4,,,77.0,311.0,,,,,Houston,TX,USA,2021,4370777
Chichester,Mark,Virginia,CB,,2,,,72.0,180.0,,,,,Washington,DC,USA,2021,4370779
Clifford,Josh,Virginia,WR,18.0,4,,,73.0,198.0,,,,,Salem,VA,USA,2021,4370781
Devine,Derek,Virginia,OT,67.0,4,,,78.0,295.0,,,,,Pittsburgh,PA,USA,2021,4370784
Dudley,Lee,Virginia,LS,62.0,4,,,72.0,225.0,,,,,Richmond,VA,USA,2021,4370785
Faumui,Aaron,Virginia,DT,94.0,4,,,74.0,302.0,,,,,Kapolei,HI,USA,2021,4370786
Finkelston,Tucker,Virginia,LS,57.0,2,,,71.0,230.0,,,,,Clarksville,MD,USA,2021,4370787
Harrison,T.C.,Virginia,LB,47.0,2,,,74.0,235.0,,,,,Lawrenceville,GA,USA,2021,4370789
Haskins,Bobby,Virginia,OL,70.0,4,,,79.0,295.0,,,,,Fairfield,CT,USA,2021,4370790
Jones,Perris,Virginia,RB,2.0,4,,,67.0,179.0,,,,,Alexandria,VA,USA,2021,4370794
Keenan,Jack,Virginia,OT,64.0,2,,,77.0,290.0,,,,,Arlington,VA,USA,2021,4370795
Kelly Jr.,Tavares,Virginia,WR,88.0,3,,,68.0,160.0,,,,,Miami,FL,USA,2021,4370796
Kemp IV,Billy,Virginia,WR,1.0,4,,,69.0,180.0,,,,,Highland Springs,VA,USA,2021,4370797
King,Coen,Virginia,S,9.0,4,,,72.0,194.0,,,,,Culpeper,VA,USA,2021,4370799
Klein,Darren,Virginia,S,37.0,2,,,72.0,200.0,,,,,Crozet,VA,USA,2021,4370800
Misch,Grant,Virginia,TE,85.0,4,,,77.0,240.0,,,,,Sterling,VA,USA,2021,4370803
Moore,DaJuan,Virginia,LB,42.0,2,,,72.0,260.0,,,,,Waynesboro,VA,USA,2021,4370804
Obasi,Ugo,Virginia,WR,9.0,4,,,73.0,200.0,,,,,Baltimore,MD,USA,2021,4370806
Oluwatimi,Olusegun,Virginia,OL,55.0,4,,,75.0,307.0,,,,,Upper Marlboro,MD,USA,2021,4370807
Pearson,Hunter,Virginia,PK,,2,,,74.0,210.0,,,,,Seneca,SC,USA,2021,4370808
Redmond,Jordan,Virginia,NT,76.0,2,,,72.0,310.0,,,,,Kissimmee,FL,USA,2021,4370809
Reed,Samson,Virginia,DL,92.0,2,,,74.0,280.0,,,,,Laie,HI,USA,2021,4370810
Taulapapa,Wayne,Virginia,RB,21.0,4,,,71.0,206.0,,,,,Laie,HI,USA,2021,4370813
Taylor,Noah,Virginia,LB,7.0,3,,,77.0,225.0,,,,,Silver Spring,MD,USA,2021,4370814
Vladic,Vinnie,Virginia,S,49.0,2,,,72.0,190.0,,,,,Rancho Santa Margarita,CA,USA,2021,4370816
White,Joseph,Virginia,DB,17.0,3,,,73.0,185.0,,,,,Virginia Beach,VA,USA,2021,4370820
White,Caden,North Dakota,LB,10.0,4,,,75.0,235.0,,,,,Sun Prairie,WI,USA,2021,4370853
Galvin,Hayden,North Dakota,,,2021,,,,,,,,,,,,2021,4370854
Siegel,C.J.,North Dakota,DB,3.0,4,,,73.0,180.0,,,,,La Crosse,WI,USA,2021,4370858
Kauppinen,Kadon,North Dakota,DB,24.0,4,,,74.0,210.0,,,,,Sun Prairie,WI,USA,2021,4370859
Weah,Otis,North Dakota,,,2021,,,,,,,,,,,,2021,4370863
Lickfeldt,Griffin,North Dakota,,,2021,,,,,,,,,,,,2021,4370870
Ventrelli,Donny,North Dakota,OL,74.0,4,,,76.0,300.0,,,,,Saint Paul,MN,USA,2021,4370875
Burian,Tyler,North Dakota,WR,83.0,4,,,76.0,200.0,,,,,Grand Forks,ND,USA,2021,4370880
Peterson,Cade,North Dakota,P,87.0,5,,,73.0,200.0,,,,,Kewaskum,WI,USA,2021,4370882
Maag,Garett,North Dakota,WR,89.0,5,,,76.0,210.0,,,,,Inver Grove Heights,MN,USA,2021,4370883
Jackson,Storey,Liberty,LB,12.0,4,,,74.0,225.0,,,,,,,,2021,4370933
Robinson,DeMarcus,Florida International,,,2021,,,,,,,,,,,,2021,4370934
Connley,Trazon,Prairie View A&M,QB,14.0,3,,,74.0,196.0,,,,,Dallas,TX,USA,2021,4370935
Cheatum,Drake,Prairie View A&M,S,21.0,4,,,70.0,191.0,,,,,Mesquite,TX,USA,2021,4370936
Jackson,Logan,Prairie View A&M,CB,3.0,4,,,72.0,185.0,,,,,Dallas,TX,USA,2021,4370939
Harris,Kyren,Prairie View A&M,,,2021,,,,,,,,,,,,2021,4370940
Darbone,Caleb,Prairie View A&M,P,39.0,4,,,73.0,194.0,,,,,Lake Charles,LA,USA,2021,4370942
Hall,Donald,Florida A&M,DL,93.0,4,,,75.0,315.0,,,,,Olive Branch,MS,USA,2021,4370954
Dumas,Jason,Prairie View A&M,DT,1.0,4,,,70.0,280.0,,,,,Vacherie,LA,USA,2021,4370955
Johnson III,Donald,Grambling,WR,16.0,3,,,69.0,180.0,,,,,Ruston,LA,USA,2021,4370976
Brutton,Darqueze,Grambling,RB,,2021,,,,,,,,,,,,2021,4370978
Mitchell,Quincy,Grambling,DB,5.0,4,,,73.0,190.0,,,,,Baton Rouge,LA,USA,2021,4370979
Fields,Ryan,Grambling,DB,21.0,4,,,74.0,190.0,,,,,Cypress,TX,USA,2021,4370985
Anderson,Sundiata,Grambling,DL,9.0,3,,,77.0,240.0,,,,,College Park,GA,USA,2021,4370989
Dotson,Martavius,Grambling,,,2021,,,,,,,,,,,,2021,4370990
Wright,Matthew,SE Louisiana,,,2021,,,,,,,,,,,,2021,4371021
Jones,Taron,SE Louisiana,RB,22.0,4,,,70.0,205.0,,,,,Mandeville,LA,USA,2021,4371032
Mason,Mike,SE Louisiana,,,2021,,,,,,,,,,,,2021,4371034
Ward-Magee,Donniel,SE Louisiana,DB,8.0,4,,,73.0,175.0,,,,,New Orleans,LA,USA,2021,4371039
Williams,Romelo,Central Connecticut,QB,4.0,3,,,73.0,185.0,,,,,Miramar,FL,USA,2021,4371078
Lawson Jr.,Dexter,Central Connecticut,DB,5.0,4,,,70.0,190.0,,,,,Bloomfield,CT,USA,2021,4371079
Harrison,Elijah,Central Connecticut,,,2021,,,,,,,,,,,,2021,4371083
Boatwright,Tyler,Central Connecticut,CB,19.0,3,,,73.0,170.0,,,,,Hillsborough,NJ,USA,2021,4371084
Brown,Jahlil,Central Connecticut,CB,7.0,4,,,72.0,190.0,,,,,Baltimore,MD,USA,2021,4371085
Washington,Noah,Central Connecticut,LB,9.0,3,,,76.0,250.0,,,,,New Haven,CT,USA,2021,4371092
Smith,Tyler,Central Connecticut,,,2021,,,,,,,,,,,,2021,4371094
Brown Jr.,Marlon,Central Connecticut,LB,6.0,3,,,73.0,190.0,,,,,Queens,NY,USA,2021,4371096
Pierre,Jiovany,Central Connecticut,WR,11.0,3,,,70.0,175.0,,,,,Somerville,MA,USA,2021,4371099
Dolegala,Jadd,Central Connecticut,TE,45.0,3,,,73.0,220.0,,,,,Hamburg,NY,USA,2021,4371105
White,Tyrese,Abilene Christian,RB,24.0,4,,,70.0,200.0,,,,,Hamshire,TX,USA,2021,4371115
Zepeda,Blair,Abilene Christian,PK,39.0,4,,,71.0,220.0,,,,,Richardson,TX,USA,2021,4371120
Napierkowski,Dakota,Oregon State,OL,78.0,3,,,76.0,215.0,,,,,Camas,WA,USA,2021,4371130
Titre,Quent,Abilene Christian,DL,92.0,4,,,74.0,291.0,,,,,Missouri City,TX,USA,2021,4371139
Henderson,Gunnar,Incarnate Word,WR,27.0,4,,,69.0,180.0,,,,,Mcallen,TX,USA,2021,4371177
Henderson,Gunnar,TCU,WR,27.0,4,,,69.0,180.0,,,,,Mcallen,TX,USA,2021,4371177
Paul,Isaiah,Incarnate Word,LB,15.0,4,,,74.0,232.0,,,,,San Antonio,TX,USA,2021,4371186
Anyalebechi,Kelechi,Incarnate Word,LB,8.0,4,,,72.0,240.0,,,,,Pearland,TX,USA,2021,4371195
Soyring,Jared,Incarnate Word,DL,45.0,4,,,74.0,281.0,,,,,Magnolia,TX,USA,2021,4371196
Preston,Cameron,Incarnate Word,DT,93.0,4,,,73.0,304.0,,,,,Crowley,TX,USA,2021,4371209
Gums,Julien,Nicholls,RB,28.0,4,,,70.0,230.0,,,,,New Orleans,LA,USA,2021,4371243
Robinson Jr.,David,Nicholls,WR,5.0,3,,,75.0,200.0,,,,,Raceland,LA,USA,2021,4371259
Vaimaona,Ty,Southern Utah,,,2021,,,,,,,,,,,,2021,4371303
Bartholomew,Shemar,Northwestern State,DB,17.0,4,,,73.0,200.0,,,,,New Orleans,LA,USA,2021,4371336
Anderson,Cedric,Northwestern State,CB,4.0,3,,,76.0,195.0,,,,,Clinton,LA,USA,2021,4371337
Williams,Curtis,Northwestern State,,,2021,,,,,,,,,,,,2021,4371348
Morgan,Trevor,Northwestern State,RB,,2021,,,,,,,,,,,,2021,4371349
Moore,Kyle,Northwestern State,,,2021,,,,,,,,,,,,2021,4371355
Leachman,Keenan,Northwestern State,S,1.0,3,,,71.0,215.0,,,,,Baton Rouge,LA,USA,2021,4371361
Cormier,Ty,Northwestern State,,,2021,,,,,,,,,,,,2021,4371378
Gumms,Levar,Central Michigan,WR,27.0,3,,,74.0,205.0,,,,,,,,2021,4371381
Myers,Cameron,Central Arkansas,,,2021,,,,,,,,,,,,2021,4371389
Godfrey,Cameron,Central Arkansas,DB,4.0,3,,,72.0,190.0,,,,,Spring,TX,USA,2021,4371393
Jessup,Logan,Central Arkansas,DE,9.0,3,,,75.0,255.0,,,,,Wynne,AR,USA,2021,4371408
Fox,Michael,NC State,WR,20.0,3,,,72.0,170.0,,,,,Orlando,FL,USA,2021,4371418
Daniels,Darius,McNeese,,,2021,,,,,,,,,,,,2021,4371479
Oscar,Danuel,Charleston Southern,RB,14.0,3,,,71.0,180.0,,,,,Sebastian,FL,USA,2021,4371481
