Last Name,First Name,College/Univ,Round,Pick,Draft Class,Position,PhotoID,Player Assets ID,CommID,PLPO,Height,Weight,From,To,AP1,PB,St,wAV,League,Race,Home State,Wiki_Image_URL,PFR_Image_URL,isHOF
Wallace,Bob,Texas-El Paso,2,46,1968,WR,,,,,,,1968.0,1972.0,0.0,0.0,2.0,15.0,AFL,,,,,False
Garlington,John,LSU,2,47,1968,MLB,,,,,6-1,218.0,1968.0,1977.0,0.0,0.0,3.0,32.0,AFL,,,,,False
Livingston,Mike,SMU,2,48,1968,QB,,,,,,,1968.0,1979.0,0.0,1.0,5.0,42.0,AFL,,,,,False
Haik,Mac,Mississippi,2,49,1968,WR,,,,,,,1968.0,1971.0,0.0,0.0,2.0,11.0,AFL,,,,,False
Grant,Bob,Wake Forest,2,50,1968,MLB,,,,,,,1968.0,1971.0,0.0,0.0,2.0,18.0,AFL,,,,,False
LaHood,Mike,Wyoming,2,51,1968,LG,,,,,,,1968.0,1972.0,0.0,0.0,0.0,13.0,AFL,,,,,False
Stabler,Ken,Alabama,2,52,1968,QB,2964.0,,,plpo_legends_StablerKen,,,1968.0,1984.0,1.0,4.0,11.0,93.0,AFL,,,,,True
Wright,John,Illinois,2,53,1968,WR,,,,,6-2,210.0,1968.0,1969.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Cox,Jim,Miami (FL),2,54,1968,TE,,,,,,,1968.0,1968.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Smiley,Tommie,Lamar,2,55,1968,HB,,,,,,,1968.0,1970.0,0.0,0.0,2.0,4.0,AFL,,,,,False
Davis,Gary,Vanderbilt,3,56,1968,QB,,,,,5-10,202.0,1968.0,,0.0,0.0,0.0,,AFL,,"Los Angeles, California",,,False
Hazelton,Major,Florida A&M,3,57,1968,CB,,,,,,,1968.0,1970.0,0.0,0.0,0.0,6.0,AFL,,,,,False
Ford,Garrett,West Virginia,3,58,1968,HB,,,,,,,1968.0,1968.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Szymakowski,Dave,West Texas A&M,3,59,1968,WR,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Marsh,Aaron,Eastern Kentucky,3,60,1968,WR,,,,,,,1968.0,1969.0,0.0,0.0,1.0,5.0,AFL,,,,,False
Henderson,Jon,Colorado St.,3,61,1968,WR,,,,,,,1968.0,1970.0,0.0,0.0,0.0,5.0,AFL,,,,,False
Urbanek,Jim,Mississippi,3,62,1968,DT,,,,,,,1968.0,1968.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Trapp,Richard,Florida,3,63,1968,FL,,,,,,,1968.0,1969.0,0.0,0.0,1.0,2.0,AFL,,,,,False
Olszewski,Harry,Clemson,3,64,1968,LG,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Olssen,Lance,Purdue,3,65,1968,LT,,,,,,,1968.0,1969.0,0.0,0.0,0.0,4.0,AFL,,,,,False
Morrison,Reece,Texas St.,3,66,1968,HB,,,,,,,1968.0,1973.0,0.0,0.0,0.0,8.0,AFL,,,,,False
Stevens,Billy,Texas-El Paso,3,67,1968,QB,,,,,,,1968.0,1969.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Young,Adrian,USC,3,68,1968,MLB,,,,,,,1968.0,1973.0,0.0,0.0,1.0,14.0,AFL,,,,,False
Vanderbundt,Skip,Oregon St.,3,69,1968,MLB,,,,,,,1968.0,1978.0,0.0,0.0,7.0,50.0,AFL,,,,,False
Duhon,Bobby,Tulane,3,70,1968,HB,,,,,,,1968.0,1972.0,0.0,0.0,2.0,17.0,AFL,,,,,False
Harmon,Ed,Louisville,3,71,1968,MLB,,,,,,,1968.0,1969.0,0.0,0.0,0.0,3.0,AFL,,,,,False
Walton,Sam,Texas A&M-Commerce,3,72,1968,LT,,,,,,,1968.0,1971.0,0.0,0.0,2.0,16.0,AFL,,,,,False
Anderson,Dick,Colorado,3,73,1968,CB,,,,,,,1968.0,1977.0,2.0,3.0,7.0,73.0,AFL,,,,,False
Sanders,Charlie,Minnesota,3,74,1968,TE,,,,,,,1968.0,1977.0,2.0,7.0,9.0,52.0,AFL,,,,,True
Vaughn,Bob,Mississippi,3,75,1968,LG,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
McGill,Mike,Notre Dame,3,76,1968,MLB,,,,,,,1968.0,1972.0,0.0,0.0,1.0,20.0,AFL,,,,,False
Bethea,Elvin,North Carolina A&T,3,77,1968,LE,,,,,6-2,260.0,1968.0,1983.0,0.0,8.0,13.0,74.0,AFL,,,,,True
O'Hara,Rich,Northern Arizona,3,78,1968,FL,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Hebert,Ken,Houston,3,79,1968,WR,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Shell,Art,MD-Eastern Shore,3,80,1968,LT,,,,,,,1968.0,1982.0,2.0,8.0,12.0,93.0,AFL,,,,,True
Himes,Dick,Ohio St.,3,81,1968,LT,,,,,,,1968.0,1977.0,0.0,0.0,8.0,37.0,AFL,,,,,False
Robinson,Paul,Arizona,3,82,1968,HB,,,,,,,1968.0,1973.0,1.0,2.0,5.0,30.0,AFL,,,,,False
Livingston,Dale,Western Michigan,3,83,1968,K,,,,,,,1968.0,1970.0,0.0,0.0,0.0,5.0,AFL,,,,,False
Phillips,Jess,Michigan St.,4,84,1968,HB,,,,,6-1,210.0,1968.0,1977.0,0.0,0.0,6.0,36.0,AFL,,,,,False
Crittendon,Willie,Tulsa,4,85,1968,DT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Chandler,Edgar,Georgia,4,86,1968,MLB,,,,,,,1968.0,1973.0,0.0,0.0,3.0,20.0,AFL,,,,,False
Fitzgerald,Don,Kent St.,4,87,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Gamble,R.C.,South Carolina St.,4,88,1968,HB,,,,,,,1968.0,1969.0,0.0,0.0,1.0,4.0,AFL,,,,,False
Freeman,Mike,Fresno St.,4,89,1968,CB,,,,,,,1968.0,1970.0,0.0,0.0,0.0,8.0,AFL,,,,,False
McCarty,Mickey,TCU,4,90,1968,TE,,,,,,,1968.0,1969.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Lambert,Gordon,UT Martin,4,91,1968,MLB,,,,,,,1968.0,1969.0,0.0,0.0,0.0,3.0,AFL,,,,,False
McCarthy,Brendan,Boston Col.,4,92,1968,HB,,,,,,,1968.0,1969.0,0.0,0.0,1.0,3.0,AFL,,,,,False
Mooney,Ed,Texas Tech,4,93,1968,MLB,,,,,,,1968.0,1973.0,0.0,0.0,0.0,18.0,AFL,,,,,False
Crane,Dennis,USC,4,94,1968,DT,,,,,,,1968.0,1970.0,0.0,0.0,1.0,9.0,AFL,,,,,False
McNeil,Len,Fresno St.,4,95,1968,LG,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Schmiesing,Joe,New Mexico St.,4,96,1968,LE,,,,,,,1968.0,1974.0,0.0,0.0,2.0,19.0,AFL,,,,,False
Douglas,John,Missouri,4,97,1968,MLB,,,,,,,1968.0,1973.0,0.0,0.0,2.0,13.0,AFL,,,,,False
Fuller,Johnny,Lamar,4,98,1968,CB,,,,,,,1968.0,1975.0,0.0,0.0,4.0,28.0,AFL,,,,,False
Mass,Wayne,Clemson,4,99,1968,LT,,,,,,,1968.0,1972.0,0.0,0.0,1.0,15.0,AFL,,,,,False
Dyer,Ken,Arizona St.,4,100,1968,CB,,,,,,,1968.0,1971.0,0.0,0.0,1.0,9.0,AFL,,,,,False
Magner,Gary,USC,4,101,1968,DT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Garrett,Drake,Michigan St.,4,102,1968,CB,,,,,,,1968.0,1970.0,0.0,0.0,1.0,5.0,AFL,,,,,False
Sartin,Dan,Mississippi,4,103,1968,DT,,,,,,,1968.0,1969.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Meylan,Wayne,Nebraska,4,104,1968,MLB,,,,,,,1968.0,1970.0,0.0,0.0,0.0,8.0,AFL,,,,,False
Beirne,Jim,Purdue,4,105,1968,WR,,,,,,,1968.0,1976.0,0.0,1.0,3.0,18.0,AFL,,,,,False
Bush,Alan,Mississippi,4,106,1968,LG,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Duncan,Jim,MD-Eastern Shore,4,107,1968,CB,,,,,,,1968.0,1971.0,0.0,0.0,1.0,13.0,AFL,,,,,False
Robinson,John,Tennessee St.,4,108,1968,FL,,,,,6-1,200.0,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
McVea,Warren,Houston,4,109,1968,HB,,,,,,,1968.0,1973.0,0.0,0.0,1.0,14.0,AFL,,,,,False
Smith,Charlie,Utah,4,110,1968,HB,,,,,,,1968.0,1975.0,0.0,0.0,4.0,44.0,AFL,,,,,False
Hollomon,Gus,Houston,4,111,1968,CB,,,,,,,1968.0,1972.0,0.0,0.0,2.0,19.0,AFL,,,,,False
Middendorf,Dave,Washington St.,5,112,1968,LG,,,,,,,1968.0,1970.0,0.0,0.0,1.0,9.0,AFL,,,,,False
Barefoot,Ken,Virginia Tech,5,113,1968,TE,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Gregory,Ben,Nebraska,5,114,1968,HB,,,,,,,1968.0,1968.0,0.0,0.0,0.0,2.0,AFL,,,,,False
South,Ronnie Lee,Arkansas,5,115,1968,QB,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Smithberger,Jim,Notre Dame,5,116,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Bragg,Mike,Richmond,5,117,1968,P,,,,,,,1968.0,1980.0,0.0,0.0,0.0,21.0,AFL,,,,,False
Kiick,Jim,Wyoming,5,118,1968,HB,,,,,,,1968.0,1977.0,0.0,2.0,5.0,62.0,AFL,,,,,False
McBath,Mike,Penn St.,5,119,1968,LE,,,,,,,1968.0,1972.0,0.0,0.0,1.0,12.0,AFL,,,,,False
Odle,Phil,BYU,5,120,1968,WR,,,,,,,1968.0,1970.0,0.0,0.0,0.0,1.0,AFL,,,,,False
Duich,Steve,San Diego St.,5,121,1968,LG,,,,,,,1968.0,1969.0,0.0,0.0,0.0,5.0,AFL,,,,,False
Dirks,Mike,Wyoming,5,122,1968,DT,,,,,,,1968.0,1971.0,0.0,0.0,0.0,9.0,AFL,,,,,False
Rosema,Rocky,Michigan,5,123,1968,MLB,,,,,,,1968.0,1971.0,0.0,0.0,1.0,9.0,AFL,,,,,False
Nordquist,Mark,Pacific,5,124,1968,LG,,,,,6-4,246.0,1968.0,1976.0,0.0,0.0,6.0,30.0,AFL,,,,,False
Lee,Dwight,Michigan St.,5,125,1968,HB,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Elzey,Paul,Toledo,5,126,1968,MLB,,,,,,,1968.0,1968.0,0.0,0.0,0.0,1.0,AFL,,,,,False
Turner,Cecil,Cal Poly-San Luis Obispo,5,127,1968,FL,,,,,,,1968.0,1973.0,0.0,1.0,1.0,9.0,AFL,,,,,False
Jacobsen,Lee,Nebraska-Kearney,5,128,1968,MLB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Perry,Bill,Kent St.,5,129,1968,TE,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Nye,Blaine,Stanford,5,130,1968,LG,,,,,6-4,251.0,1968.0,1976.0,0.0,2.0,7.0,55.0,AFL,,,,,False
Wempe,Mike,Missouri,5,131,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Anderson,Max,Arizona St.,5,132,1968,HB,,,,,,,1968.0,1969.0,0.0,0.0,1.0,6.0,AFL,,,,,False
Longo,Bob,Pittsburgh,5,133,1968,TE,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Jackson,Jackie,Clemson,5,134,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Martin,Don,Washington,5,135,1968,K,,,,,5-11,187.0,1968.0,,0.0,0.0,0.0,,AFL,,"Carrollton, Missouri",,https://www.pro-football-reference.com/req/20230307/images/headshots/MartDo00_2018.jpg,False
Naponick,John,Virginia,5,136,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Winkler,Francis,Memphis,5,137,1968,LE,,,,,,,1968.0,1969.0,0.0,0.0,0.0,7.0,AFL,,,,,False
Beauchamp,Al,Southern,5,138,1968,MLB,,,,,,,1968.0,1976.0,0.0,0.0,8.0,49.0,AFL,,,,,False
Fest,Howard,Texas,6,139,1968,LG,,,,,6-6,262.0,1968.0,1977.0,0.0,0.0,8.0,48.0,AFL,,,,,False
Hagle,Jim,SMU,6,140,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Johnson,Lee,Tennessee St.,6,141,1968,WR,,,,,6-2,202.0,1968.0,1970.0,0.0,0.0,0.0,0.0,AFL,,"Conroe, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Lee_Johnson_on_bike.JPG/250px-Lee_Johnson_on_bike.JPG,,False
Hammond,Kim,Florida St.,6,142,1968,QB,,,,,,,1968.0,1969.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Kindricks,Bill,Alabama A&M,6,143,1968,DT,,,,,,,1968.0,1968.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Goodridge,Bob,Vanderbilt,6,144,1968,WR,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Neidert,John,Louisville,6,145,1968,MLB,,,,,,,1968.0,1970.0,0.0,0.0,0.0,8.0,AFL,,,,,False
Hines,Jimmy,Texas Southern,6,146,1968,WR,,,,,,,1968.0,1970.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Wynns,Joe,South Carolina St.,6,147,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Spitzer,Mike,San Jose St.,6,148,1968,LE,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Banks,Willie,Alcorn St.,6,149,1968,LG,,,,,,,1968.0,1973.0,0.0,0.0,2.0,10.0,AFL,,,,,False
Randle,Thurman,Texas-El Paso,6,150,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Lane,Frank,S.F. Austin,6,151,1968,MLB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
James,Nate,Florida A&M,6,152,1968,CB,,,,,,,1968.0,1968.0,0.0,0.0,0.0,3.0,AFL,,,,,False
Belk,Bill,MD-Eastern Shore,6,153,1968,LE,,,,,,,1968.0,1974.0,0.0,0.0,3.0,22.0,AFL,,,,,False
Schmedding,Jim,Weber St.,6,154,1968,LG,,,,,,,1968.0,1970.0,0.0,0.0,0.0,6.0,AFL,,,,,False
Warren,Dewey,Tennessee,6,155,1968,QB,,,,,,,1968.0,1968.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Johnson,Essex,Grambling St.,6,156,1968,HB,,,,,5-9,201.0,1968.0,1976.0,0.0,0.0,2.0,45.0,AFL,,,,,False
Martin,Dave,Notre Dame,6,157,1968,MLB,,,,,5-9,193.0,1968.0,1969.0,0.0,0.0,0.0,2.0,AFL,,"Philadelphia, Pennsylvania",,,False
Maple,Elmo,Southern,6,158,1968,FL,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Lewis,D.D.,Mississippi St.,6,159,1968,MLB,,,,,,,1968.0,1981.0,0.0,0.0,9.0,61.0,AFL,,,,,False
Ellis,Sidney,Jackson St.,6,160,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Webb,Bobby,Southern Miss,6,161,1968,C,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Eber,Rick,Tulsa,6,162,1968,WR,,,,,,,1968.0,1970.0,0.0,0.0,0.0,3.0,AFL,,,,,False
Williams,Monk,Ark-Pine Bluff,6,163,1968,FL,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Chadwick,Walter,Tennessee,6,164,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Johnson,Jim,South Carolina St.,6,165,1968,CB,,,,,,,1968.0,1969.0,0.0,0.0,0.0,1.0,AFL,,,,,False
Smith,Steve,Miami (FL),7,166,1968,TE,,,,,6-1,242.0,1968.0,,0.0,0.0,0.0,,AFL,,"Washington, D",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Steve_Smith_Sr._2015_%28cropped%29.jpg/250px-Steve_Smith_Sr._2015_%28cropped%29.jpg,,False
Reed,Oscar,Colorado St.,7,167,1968,HB,,,,,6-0,222.0,1968.0,1975.0,0.0,0.0,2.0,24.0,AFL,,,,,False
Harper,John,Adams St.,7,168,1968,C,,,,,6-3,230.0,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Phillips,Ray,Michigan,7,169,1968,LG,,,,,6-4,224.0,1968.0,,0.0,0.0,0.0,,AFL,,"Fordyce, Arkansas",,,False
Schneider,John,Toledo,7,170,1968,QB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Snow,Lenny,Georgia Tech,7,171,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Boynton,John,Tennessee,7,172,1968,LT,,,,,,,1968.0,1969.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Richardson,Pete,Dayton,7,173,1968,CB,,,,,,,1968.0,1971.0,0.0,0.0,1.0,14.0,AFL,,,,,False
Dalton,Doug,New Mexico St.,7,174,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Howard,Gene,Langston,7,175,1968,CB,,,,,,,1968.0,1972.0,0.0,0.0,4.0,25.0,AFL,,,,,False
Brunet,Bob,Louisiana Tech,7,176,1968,HB,,,,,,,1968.0,1977.0,0.0,0.0,0.0,5.0,AFL,,,,,False
Henry,Ken,Wake Forest,7,177,1968,FL,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Przybycki,Joe,Michigan St.,7,178,1968,LG,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Richardson,Jerry,Mississippi,7,179,1968,MLB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Chatman,Doug,Jackson St.,7,180,1968,LE,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Holman,Willie,South Carolina St.,7,181,1968,LE,,,,,,,1968.0,1973.0,0.0,0.0,2.0,27.0,AFL,,,,,False
Lubke,Oscar,Ball St.,7,182,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Fenner,Lane,Florida St.,7,183,1968,WR,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Grezaffi,Sammy,LSU,7,184,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Taucher,Bob,Nebraska,7,185,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Brady,Dale,Memphis,7,186,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Toscano,Paul,Wyoming,7,187,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Andrews,Anthony,Hampton,7,188,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Glennon,Bill,Washington,7,189,1968,DT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Atkinson,George,Morris Brown,7,190,1968,CB,,,,,6-1,220.0,1968.0,1979.0,0.0,2.0,9.0,63.0,AFL,,,,,False
Beath,Andy,Duke,7,191,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Bean,Wes,Grambling St.,7,192,1968,MLB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Gunner,Harry,Oregon St.,8,193,1968,LE,,,,,,,1968.0,1970.0,0.0,0.0,1.0,12.0,AFL,,,,,False
Jeffords,Ray,Georgia,8,194,1968,TE,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Swatland,Richard,Notre Dame,8,195,1968,LG,,,,,,,1968.0,1968.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Holloway,Steve,Weber St.,8,196,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Johnson,Daryl,Morgan St.,8,197,1968,CB,9977.0,,,plpo_legends_JohnsonDaryl,,,1968.0,1970.0,0.0,0.0,3.0,14.0,AFL,,,,,False
Urbanowicz,Hank,Miami (FL),8,198,1968,DT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Kalsu,Bob,Oklahoma,8,199,1968,LG,,,,,,,1968.0,1968.0,0.0,0.0,1.0,3.0,AFL,,,,,False
Taylor,Bob,MD-Eastern Shore,8,200,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Holman,Danny,San Jose St.,8,201,1968,QB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Miller,Terry,Illinois,8,202,1968,MLB,,,,,5-10,196.0,1968.0,1974.0,0.0,0.0,1.0,10.0,AFL,,"Columbus, Georgia",,,False
Magnuson,Brian,Montana,8,203,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Lavan,Al,Colorado St.,8,204,1968,CB,,,,,,,1968.0,1970.0,0.0,0.0,1.0,8.0,AFL,,,,,False
Daanen,Jerry,Miami (FL),8,205,1968,WR,,,,,,,1968.0,1970.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Brown,Charley,,8,206,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Gray,Tom,Morehead St.,8,207,1968,FL,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Bell,Wayne,Lenoir-Rhyne,8,208,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Gammage,Elliot,Tennessee,8,209,1968,TE,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Richards,Jim,Virginia Tech,8,210,1968,CB,,,,,,,1968.0,1969.0,0.0,0.0,1.0,9.0,AFL,,,,,False
Brown,Frank,Albany State (GA),8,211,1968,DT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Schoen,Tom,Notre Dame,8,212,1968,CB,,,,,,,1968.0,1970.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Endsley,Lindon,North Texas,8,213,1968,C,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Henke,Karl,Tulsa,8,214,1968,LE,,,,,,,1968.0,1969.0,0.0,0.0,1.0,6.0,AFL,,,,,False
Williams,Joe,Florida A&M,8,215,1968,FL,,,,,6-0,193.0,1968.0,,0.0,0.0,0.0,,AFL,,"Center, Texas",,,False
Davis,Tommy,Tennessee St.,8,216,1968,LG,,,,,6-2,257.0,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Edmunds,Randy,Georgia Tech,8,217,1968,MLB,,,,,,,1968.0,1972.0,0.0,0.0,2.0,15.0,AFL,,,,,False
Owens,Tom,Missouri S&T,8,218,1968,LG,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Brantley,Ed,North Texas,8,219,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Johnson,Phil,Long Beach St.,9,220,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Holland,Henry,North Texas,9,221,1968,C,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Smith,Paul,New Mexico,9,222,1968,DT,,,,,5-11,242.0,1968.0,1980.0,0.0,2.0,6.0,48.0,AFL,,"El Paso, Texas",,,False
Blake,Joe,Tulsa,9,223,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Robertson,Bob,Illinois,9,224,1968,LT,,,,,,,1968.0,1968.0,0.0,0.0,0.0,3.0,AFL,,,,,False
Donohoe,Mike,San Francisco,9,225,1968,TE,,,,,,,1968.0,1974.0,0.0,0.0,0.0,0.0,AFL,,,,,False
McDowell,Sam,Missouri State,9,226,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
McDermott,Gary,Tulsa,9,227,1968,HB,,,,,,,1968.0,1969.0,0.0,0.0,0.0,2.0,AFL,,,,,False
Knight,John,Weber St.,9,228,1968,LE,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Barton,Greg,Tulsa,9,229,1968,QB,,,,,,,1968.0,1969.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Liberatore,Frank,Clemson,9,230,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Sinkule,Billy,Central Michigan,9,231,1968,LE,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Evans,Mike,Boston Col.,9,232,1968,C,6407.0,EvansMike_10857,,plpo_EvansMike,6-3,269.0,1968.0,1973.0,0.0,0.0,4.0,24.0,AFL,,"Croix, Virgin",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/WFT_vs._Buccaneers_%2851685960398%29_%28cropped%29.jpg/250px-WFT_vs._Buccaneers_%2851685960398%29_%28cropped%29.jpg,,False
Boyett,Casey,BYU,9,233,1968,TE,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Koontz,Joe,San Francisco St.,9,234,1968,WR,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Moore,Sam,Miss. Valley St.,9,235,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Houser,Gary,Oregon St.,9,236,1968,TE,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Harris,Grundy,Southern,9,237,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Porter,David,Michigan,9,238,1968,DT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
McClure,Wayne,Mississippi,9,239,1968,MLB,,,,,,,1968.0,1970.0,0.0,0.0,0.0,4.0,AFL,,,,,False
Paciorek,Tom,Houston,9,240,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Kmiec,Ken,Illinois,9,241,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Cole,Terry,Indiana,9,242,1968,HB,,,,,,,1968.0,1971.0,0.0,0.0,0.0,8.0,AFL,,,,,False
Richardson,Bob,Washington,9,243,1968,LT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Eason,John,Florida A&M,9,244,1968,WR,,,,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,AFL,,,,,False
Apisa,Bob,Michigan St.,9,245,1968,HB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Hanrahan,Steve,Weber St.,9,246,1968,DT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Patrick,Wayne,Louisville,10,247,1968,HB,,,,,,,1968.0,1972.0,0.0,0.0,3.0,14.0,AFL,,,,,False
Tomasini,Mike,Colorado St.,10,248,1968,DT,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
Outlaw,John,Jackson St.,10,249,1968,CB,,,,,5-10,180.0,1968.0,1978.0,0.0,0.0,7.0,38.0,AFL,,,,,False
Sakal,Tom,Minnesota,10,250,1968,CB,,,,,,,1968.0,,0.0,0.0,0.0,,AFL,,,,,False
