Last Name,First Name,Asset ID,PID
Murphy,Buntingsean,murphyBuntingSean_20608,20608
Murphy,Byron,murphyByron_20599,20599
Murphy,Myles,murphyMyles_22914,22914
Murray,Jrkenneth,murrayJrKenneth_20998,20998
Murray,Kyler,MurrayKyler_20430,20430
Murray,Latavius,murrayLatavius_11943,11943
Murray,Patrick,murrayPatrick_2334,2334
Musgrave,Luke,MusgraveLuke_22825,22825
Nabers,Malik,NabersMalik_14644,14644
Nacua,Puka,NacuaPuka_22811,22811
Neal,Evan,nealEvan_22441,22441
Neal,Keanu,nealKeanu_17683,17683
Nelson,Jordy,nelsonJordy_28433,28433
Nelson,Quenton,nelsonQuenton_13081,13081
Newsomell,Greg,newsomellGreg_21457,21457
Newton,Cam,newtonCam_10436,10436
Newton,Jerzhan,NewtonJerZhan_14751,14751
Ngakoue,Yannick,ngakoueYannick_17734,17734
Nicholson,Montae,nicholsonMontae_12667,12667
Ninkovich,Rob,ninkovichRob_27849,27849
Nix,Bo,NixBo_14609,14609
Njoku,David,njokuDavid_12532,12532
Nolen,Walter,NolenWalter_15235,15235
Norman,Josh,normanJosh_11579,11579
O,Connellaidan,OConnellAidan_22716,22716
O,Donnellpat,oDonnellPat_2002,2002
O,Neillbrian,ONeillBrian_13257,13257
Odunze,Rome,OdunzeRome_14645,14645
Ogbah,Emmanuel,ogbahEmmanuel_17686,17686
Ojabo,David,ojaboDavid_22311,22311
Okereke,Bobby,okerekeBobby_20425,20425
Okonkwo,Chigoziem,OkonkwoChigoziem_22347,22347
Okudah,Jeff,OkudahJeff_21010,21010
Okung,Russell,okungRussell_9798,9798
Olave,Chris,olaveChris_22072,22072
Oliver,Ed,oliverEd_20548,20548
Olsen,Greg,olsenGreg_27929,27929
Orakpo,Brian,orakpoBrian_20117,20117
Osweiler,Brock,osweilerBrock_11212,11212
Oweh,Odafe,owehOdafe_21511,21511
Owens,Terrell,owensTerrell_939,939
Owusu,Koramoahjeremiah,owusuKoramoahJeremiah_21500,21500
Pace,Jrivan,paceJrIvan_22977,22977
Parker,Devante,parkerDeVante_2437,2437
Parker,Ron,parkerRon_11056,11056
Parsons,Micah,ParsonsMicah_21476,21476
Patterson,Cordarrelle,pattersonCordarrelle_498,498
Paye,Kwity,payeKwity_21884,21884
Payne,Daron,payneDaRon_13104,13104
Payton,Walter,paytonWalter_27505,27505
Pearsall,Ricky,pearsallRicky_14657,14657
Penix,Jrmichael,PenixJrMichael_14608,14608
Penning,Trevor,penningTrevor_22103,22103
Penny,Rashaad,pennyRashaad_13215,13215
Peppers,Jabrill,peppersJabrill_12531,12531
Perine,Samaje,perineSamaje_12627,12627
Perkins,Paul,perkinsPaul_17578,17578
Perriman,Breshad,perrimanBreshad_2440,2440
Peterman,Nathan,petermanNathan_12612,12612
Peters,Jason,petersJason_27021,27021
Peterson,Adrian,petersonAdrian_27899,27899
Peterson,Patrick,petersonPatrick_10743,10743
Petty,Bryce,pettyBryce_2385,2385
Phillips,Adrian,phillipsAdrian_2759,2759
Pickett,Kenny,pickettKenny_22046,22046
Pierce,Alec,pierceAlec_22085,22085
Pierce,Dameon,pierceDameon_22067,22067
Pierre,Pauljason,pierrePaulJason_9835,9835
Pinion,Bradley,pinionBradley_2604,2604
Pitre,Jalen,PitreJalen_22230,22230
Pitts,Kyle,pittsKyle_21565,21565
Poe,Dontari,poeDontari_11296,11296
Polamalu,Troy,polamaluTroy_16548,16548
Pollard,Tony,pollardTony_20473,20473
Porter,Jrjoey,PorterJrJoey_22706,22706
Pouncey,Maurkice,pounceyMaurkice_9827,9827
Pouncey,Mike,pounceyMike_10686,10686
Powell,Bilal,powellBilal_10598,10598
Pratt,Germaine,prattGermaine_20424,20424
Prescott,Dak,prescottDak_17567,17567
Prosise,Cj,prosiseCJ_17577,17577
Purdy,Brock,PurdyBrock_22383,22383
Quinn,Robert,quinnRobert_10694,10694
Ragland,Reggie,raglandReggie_17687,17687
Ramczyk,Ryan,ramczykRyan_12533,12533
Ramsey,Jalen,ramseyJalen_17538,17538
Randall,Damarious,randallDamarious_2592,2592
Rankins,Sheldon,rankinsSheldon_17550,17550
Rapp,Taylor,rappTaylor_20622,20622
Reagor,Jalen,reagorJalen_20938,20938
Reddick,Haason,reddickHaason_12560,12560
Reed,Jayden,ReedJayden_22786,22786
Reid,Eric,reidEric_1477,1477
Reiff,Riley,reiffRiley_11284,11284
Renfrow,Hunter,RenfrowHunter_20356,20356
Ricard,Patrick,ricardPatrick_12959,12959
Rice,Jerry,riceJerry_10894,10894
Rice,Rashee,RiceRashee_22765,22765
Richardson,Anthony,richardsonAnthony_22689,22689
Richardson,Paul,richardsonPaul_10463,10463
Richardson,Sheldon,richardsonSheldon_1042,1042
Ridder,Desmond,ridderDesmond_22047,22047
Riddick,Theo,riddickTheo_11947,11947
Ridley,Calvin,ridleyCalvin_13113,13113
Riley,Duke,rileyDuke_12617,12617
Roberts,Andre,robertsAndre_9766,9766
Robinson,Ashawn,robinsonAShawn_17562,17562
Robinson,Bijan,robinsonBijan_22690,22690
Robinson,Cam,robinsonCam_12557,12557
Robinson,James,RobinsonJames_21043,21043
Robinson,Jrbrian,robinsonJrBrian_22055,22055
Robinson,Patrick,robinsonPatrick_9924,9924
Robinson,Wandale,robinsonWanDale_22368,22368
Rodgers,Aaron,rodgersAaron_26668,26668
Romo,Tony,romoTony_17083,17083
Rosen,Josh,RosenJosh_13094,13094
Ross,John,rossJohn_12539,12539
Rudolph,Kyle,rudolphKyle_10642,10642
Rudolph,Mason,rudolphMason_13088,13088
Ruggs,Iiihenry,RuggsIIIHenry_20936,20936
Rush,Cooper,rushCooper_12931,12931
Ryan,Logan,ryanLogan_1435,1435
Ryan,Matt,ryanMatt_28325,28325
Rypien,Brett,RypienBrett_20331,20331
Samuel,Curtis,samuelCurtis_12579,12579
Samuel,Deebo,samuelDeebo_20348,20348
Samuel,Jrasante,samuelJrAsante_21459,21459
Samuels,Jaylen,samuelsJaylen_13173,13173
Sanchez,Mark,sanchezMark_20052,20052
Sanders,Barry,sandersBarry_10890,10890
Sanders,Deion02,SandersDeion02_10888,10888
Sanders,Emmanuel,SandersEmmanuel_9773,9773
Sanders,Miles,sandersMiles_20492,20492
Santos,Cairo,santosCairo_2200,2200
Sanu,Srmohamed,sanuSrMohamed_11257,11257
Savage,Jrdarnell,savageJrDarnell_20458,20458
Scarbrough,Bo,scarbroughBo_13293,13293
Scherff,Brandon,scherffBrandon_2497,2497
Schmidt,Colton,schmidtColton_2291,2291
Schoonmaker,Luke,schoonmakerLuke_22843,22843
Schultz,Dalton,schultzDalton_13435,13435
Scourton,Nic,ScourtonNic_15203,15203
Seals,Jonesricky,sealsJonesRicky_12698,12698
Seumalo,Isaac,seumaloIsaac_17776,17776
Sewell,Penei,SewellPenei_21540,21540
Shaheed,Rashid,ShaheedRashid_22666,22666
Shakir,Khalil,ShakirKhalil_22074,22074
Sharpe,Shannon,sharpeShannon_11427,11427
Sharpe,Tajae,sharpeTajae_17604,17604
Sheard,Jabaal,sheardJabaal_10700,10700
Shenault,Jrlaviska,shenaultJrLaviska_20942,20942
Shepard,Sterling,shepardSterling_17592,17592
Shields,Sam,shieldsSam_10065,10065
Shockey,Jeremy,shockeyJeremy_14823,14823
Short,Kawann,shortKawann_1112,1112
Shough,Tyler,ShoughTyler_14788,14788
Siemian,Trevor,siemianTrevor_2691,2691
Simmons,Isaiah,SimmonsIsaiah_21000,21000
Simmons,Josh,simmonsJosh_15124,15124
Simpson,Trenton,SimpsonTrenton_22704,22704
Singletary,Mike,singletaryMike_2917,2917
Sitton,Josh,sittonJosh_28487,28487
Skrine,Buster,skrineBuster_10785,10785
Slater,Matthew,slaterMatthew_28503,28503
Slater,Rashawn,slaterRashawn_21541,21541
Slay,Jrdarius,slayJrDarius_1426,1426
Slayton,Darius,slaytonDarius_20655,20655
Smith,Cam,smithCam_22708,22708
Smith,Devin,smithDevin_2441,2441
Smith,Emmitt,smithEmmitt_11206,11206
Smith,Geno,smithGeno_112,112
Smith,Harrison,smithHarrison_11440,11440
Smith,Ito,smithIto_13158,13158
Smith,Jaylon,smithJaylon_17544,17544
Smith,Jimmy,smithJimmy_10767,10767
Smith,Jonnu,SmithJonnu_12700,12700
Smith,Jrjry,smithJrJry_20519,20519
Smith,Lee,smithLee_10649,10649
Smith,Njigbajaxon,SmithNjigbaJaxon_22694,22694
Smith,Nolan,smithNolan_22700,22700
Smith,Preston,smithPreston_2534,2534
Smith,Roquan,smithRoquan_13082,13082
Smith,Schusterjuju,smithSchusterJuJu_12571,12571
Smith,Srsteve,smithSrSteve_14165,14165
Smith,Telvin,smithTelvin_2064,2064
Smith,Trey,smithTrey_21648,21648
Smith,Tyler,smithTyler_22445,22445
Smith,Tyron,smithTyron_10653,10653
Sneed,Ljarius,sneedLJarius_21351,21351
Solder,Nate,solderNate_10654,10654
Spears,Tyjae,spearsTyjae_22749,22749
Stafford,Matthew,staffordMatthew_20051,20051
Staley,Joe,staleyJoe_27965,27965
Stanley,Ronnie,stanleyRonnie_17545,17545
Stanton,Drew,stantonDrew_27939,27939
Starks,Malaki,StarksMalaki_15357,15357
Sternberger,Jace,sternbergerJace_20522,20522
Stevenson,Rhamondre,stevensonRhamondre_21632,21632
Stick,Easton,StickEaston_20335,20335
Stidham,Jarrett,stidhamJarrett_20381,20381
Stingley,Jrderek,stingleyJrDerek_22269,22269
Stokes,Eric,stokesEric_21705,21705
Strahan,Michael,StrahanMichael_999,999
Strange,Cole,strangeCole_22137,22137
Stroud,Cj,stroudCJ_22688,22688
Sturgis,Caleb,sturgisCaleb_11940,11940
Suh,Ndamukong,suhNdamukong_9858,9858
Surtain,Iipatrick,surtainIIPatrick_21764,21764
Sutton,Courtland,suttonCourtland_13087,13087
Sweat,Montez,sweatMontez_20411,20411
Swift,Dandre,SwiftDAndre_20920,20920
Tabor,Teez,taborTeez_12534,12534
Tagovailoa,Tua,tagovailoaTua_20916,20916
Takitaki,Sione,takitakiSione_20487,20487
Talib,Aqib,talibAqib_28387,28387
Tankersley,Cordrea,tankersleyCordrea_12637,12637
Tannehill,Ryan,tannehillRyan_11211,11211
Tatelll,Golden,tatelllGolden_9755,9755
Taylor,Jawaan,taylorJawaan_20534,20534
Taylor,Jonathan,taylorJonathan_20928,20928
Taylor,Lawrence,taylorLawrence_10891,10891
Taylor,Mason,TaylorMason_15118,15118
Taylor,Sean,taylorSean_17497,17497
Taylor,Srphil,taylorSrPhil_10721,10721
Taylor,Trent,taylorTrent_12743,12743
Taylor,Tyrod,taylorTyrod_10583,10583
Teller,Wyatt,TellerWyatt_13208,13208
Terrell,Aj,terrellAJ_21002,21002
Thibodeaux,Kayvon,thibodeauxKayvon_22139,22139
Thielen,Adam,thielenAdam_2280,2280
Thomas,Andrew,ThomasAndrew_20964,20964
Thomas,Deanthony,thomasDeAnthony_12383,12383
Thomas,Jrbrian,ThomasJrBrian_14648,14648
Thomas,Michael,thomasMichael_17552,17552
Thomas,Solomon,thomasSolomon_12526,12526
Thompson,Shaq,thompsonShaq_2562,2562
Thornhill,Juan,ThornhillJuan_20456,20456
Thornton,Tyquan,ThorntonTyquan_22371,22371
Toilolo,Levine,toiloloLevine_1686,1686
Tolbert,Jalen,tolbertJalen_22088,22088
Tomlinson,Dalvin,tomlinsonDalvin_12595,12595
Tomlinson,Ladainian,tomlinsonLaDainian_14130,14130
Toney,Kadarius,toneyKadarius_21609,21609
Too,Toohenry,TooTooHenry_22998,22998
Tranquil,Idrue,tranquilIDrue_20444,20444
Trask,Kyle,traskKyle_21558,21558
Trautman,Adam,trautmanAdam_21092,21092
Treadwell,Laquon,treadwellLaquon_17555,17555
Tremble,Tommy,trembleTommy_21777,21777
Trubisky,Mitchell,trubiskyMitchell_12552,12552
Tucker,Justin,tuckerJustin_11814,11814
Tuipulotu,Marlon,tuipulotuMarlon_21528,21528
Tuitt,Stephon,tuittStephon_12386,12386
Tunsil,Laremy,tunsilLaremy_17541,17541
Turbin,Robert,turbinRobert_11235,11235
Turner,Dallas,TurnerDallas_14894,14894
Turner,Trai,TurnerTrai_11453,11453
Turpin,Kavontae,TurpinKaVontae_22599,22599
Uche,Josh,ucheJosh_20990,20990
Urlacher,Brian,urlacherBrian_1895,1895
Vaccaro,Kenny,vaccaroKenny_1466,1466
Van,Nesslukas,VanNessLukas_22926,22926
Van,Noykyle,vanNoyKyle_12387,12387
Vanden,Boschkyle,VandenBoschKyle_14238,14238
Vander,Eschleighton,vanderEschLeighton_13139,13139
Vea,Vita,veaVita_13091,13091
Verner,Alterraun,vernerAlterraun_9938,9938
Vernon,Olivier,vernonOlivier_11528,11528
Verret,Jason,verretJason_12388,12388
Verse,Jared,VerseJared_14752,14752
Vick,Mike,vickMike_14120,14120
Waddle,Jaylen,waddleJaylen_21760,21760
Wagner,Bobby,wagnerBobby_11567,11567
Walker,Iiikenneth,walkerIIIKenneth_22338,22338
Walker,Jalon,walkerJalon_15265,15265
Walker,Travon,walkerTravon_22305,22305
Wallace,Tylan,wallaceTylan_21619,21619
Walsh,Blair,walshBlair_11683,11683
Ward,Cam,WardCam_14778,14778
Ward,Charvarius,WardCharvarius_13507,13507
Ward,Denzel,wardDenzel_13101,13101
Ward,Tj,wardTJ_9958,9958
Warren,Jaylen,WarrenJaylen_22471,22471
Warren,Tyler,WarrenTyler_15102,15102
Watkins,Carlos,watkinsCarlos_12599,12599
Watkins,Quez,watkinsQuez_20945,20945
Watson,Christian,watsonChristian_22373,22373
Watson,Dekoda,watsonDekoda_9887,9887
Watt,Jj,wattJJ_10693,10693
Watt,Tj,wattTJ_12562,12562
Way,Tress,wayTress_2335,2335
Weddle,Eric,weddleEric_27992,27992
West,Terrance,westTerrance_12391,12391
Westbrook,Dede,westbrookDede_12618,12618
White,Mike,whiteMike_13250,13250
White,Rachaad,whiteRachaad_22056,22056
White,Reggie,whiteReggie_11250,11250
White,Tredavious,whiteTreDavious_12548,12548
Whitehead,Lucky,whiteheadLucky_2788,2788
Whitworth,Andrew,whitworthAndrew_27243,27243
Wiggins,Nate,wigginsNate_14924,14924
Wilber,Kyle,wilberKyle_11554,11554
Wilfork,Vince,wilforkVince_17417,17417
Wilkerson,Muhammad,wilkersonMuhammad_10699,10699
Wilkins,Christian,wilkinsChristian_20550,20550
Williams,Caleb,WilliamsCaleb_14500,14500
Williams,Greedy,williamsGreedy_20600,20600
Williams,Jamaal,williamsJamaal_12663,12663
Williams,Jameson,williamsJameson_22375,22375
Williams,Javonte,williamsJavonte_21581,21581
Williams,Karlos,williamsKarlos_2410,2410
Williams,Kyren,williamsKyren_22051,22051
Williams,Leonard,williamsLeonard_2527,2527
Williams,Marcus,williamsMarcus_12573,12573
Williams,Mike,williamsMike_12529,12529
Williams,Mykel,WilliamsMykel_15199,15199
Williams,Quinnen,WilliamsQuinnen_20547,20547
Williams,Ricky,williamsRicky_1554,1554
Williams,Sam,williamsSam_22150,22150
Williams,Tim,williamsTim_12553,12553
Williams,Trayeon,williamsTrayeon_20510,20510
Williams,Trent,williamsTrent_9800,9800
Williams,Tyleik,WilliamsTyleik_15204,15204
Williams,Vince,williamsVince_12321,12321
Willis,Malik,willisMalik_22048,22048
Wils,Jrjedrick,wilsJrJedrick_20968,20968
Wilson,Donovan,WilsonDonovan_20713,20713
Wilson,Garrett,wilsonGarrett_22376,22376
Wilson,Jrjeff,WilsonJrJeff_13363,13363
Wilson,Michael,wilsonMichael_22810,22810
Wilson,Quincy,wilsonQuincy_12542,12542
Wilson,Russell,wilsonRussell_11217,11217
Wilson,Srmack,wilsonSrMack_20582,20582
Wilson,Tyree,wilsonTyree_22973,22973
Winfield,Jrantoine,winfieldJrAntoine_21017,21017
Winston,Jameis,winstonJameis_19982,19982
Wirfs,Tristan,wirfsTristan_20971,20971
Wishnowsky,Mitch,wishnowskyMitch_20481,20481
Witherspoon,Devon,WitherspoonDevon_23023,23023
Woods,Robert,woodsRobert_521,521
Woods,Xavier,woodsXavier_12846,12846
Woodson,Charles,woodsonCharles_1370,1370
Woodson,Rod,woodsonRod_10889,10889
