Team,Position,First Name,Last Name,Jersey,Height,Weight,College,Draft Year,Draft Pick,Overall,Pro Bowls,All-Pro,HOF,Status
Chicago Bears,QB,Joe,Flacco,5.0,78.0,245.0,Delaware,2008,18,88,0.0,0.0,False,Active
Chicago Bears,QB,Ryan,Fitzpatrick,14.0,74.0,228.0,Harvard,2005,250,88,0.0,0.0,False,Active
Chicago Bears,QB,Ryan,Tannehill,17.0,76.0,217.0,Texas A&M,2012,8,87,1.0,0.0,False,Active
Chicago Bears,RB,Tony,Dollinger,,,,Evangel,1986,UD,75,,,,Active
Chicago Bears,RB,Joe,Dudek,,,,Plymouth State,1986,UD,75,,,,Active
Chicago Bears,RB,Warren,Loving,,73.0,230.0,William Penn,1986,UD,75,,,,Active
Chicago Bears,RB,Broderick,Sargent,,70.0,215.0,Baylor,1986,UD,75,,,,Active
Chicago Bears,FB,Alec,Ingold,30.0,73.0,232.0,Wisconsin,2019,UD,75,,,,Active
Chicago Bears,WR,Alshon,Jeffery,17.0,75.0,218.0,South Carolina,2012,45,80,1.0,0.0,False,Active
Chicago Bears,WR,Terry,McLaurin,17.0,72.0,210.0,Ohio St.,2019,76,80,2.0,0.0,False,Active
Chicago Bears,WR,Chris,Godwin,14.0,73.0,209.0,Penn St.,2017,84,80,1.0,0.0,False,Active
Chicago Bears,WR,D.J.,Moore,30.0,,,Maryland,2018,24,79,0.0,0.0,False,Active
Chicago Bears,WR,Tyler,Boyd,83.0,74.0,203.0,Pittsburgh,2016,55,78,0.0,0.0,False,Active
Chicago Bears,WR,JuJu,Smith-Schuster,19.0,73.0,215.0,USC,2017,62,78,1.0,0.0,False,Active
Chicago Bears,TE,Shane,Zylstra,84.0,76.0,244.0,Minnesota St.,2020,UD,75,,,,Active
Chicago Bears,TE,Hunter,Henry,86.0,77.0,249.0,Arkansas,2016,35,75,0.0,0.0,False,Active
Chicago Bears,TE,Tyler,Higbee,89.0,78.0,253.0,Western Kentucky,2016,110,75,0.0,0.0,False,Active
Chicago Bears,OT,Jeff,Criswell,,,,Graceland,1987,UD,75,,,,Active
Chicago Bears,OT,Sean,Dowling,,76.0,280.0,C. W. Post,1987,UD,75,,,,Active
Chicago Bears,OT,Matt,Hanousek,,,,Utah State,1987,UD,75,,,,Active
Chicago Bears,C,A.Q.,Shipley,53.0,,,Penn St.,2009,226,77,0.0,0.0,False,Active
Chicago Bears,C,Stefen,Wisniewski,61.0,75.0,305.0,Penn St.,2011,48,77,0.0,0.0,False,Active
Chicago Bears,DE,Joe,Costello,,,,Central Connecticut State,1986,UD,75,,,,Active
Chicago Bears,DE,Alec,Gibson,,,,Illinois,1986,UD,75,,,,Active
Chicago Bears,DE,Elston,Ridgle,,78.0,260.0,Nevada,1986,UD,75,,,,Active
Chicago Bears,DE,Warren,Bone,,76.0,260.0,Texas Southern,1987,UD,75,,,,Active
Chicago Bears,DT,Daron,Payne,94.0,75.0,320.0,Alabama,2018,13,79,1.0,0.0,False,Active
Chicago Bears,DT,Maliek,Collins,96.0,74.0,310.0,Nebraska,2016,67,79,0.0,0.0,False,Active
Chicago Bears,DT,Kawann,Short,99.0,75.0,315.0,Purdue,2013,44,79,2.0,0.0,False,Active
Chicago Bears,DT,Mike,Daniels,76.0,72.0,310.0,Iowa,2012,132,79,1.0,0.0,False,Active
Chicago Bears,LB,Dan,DeRose,,,,CSU Pueblo,1983,UD,75,,,,Active
Chicago Bears,LB,David,Frye,,74.0,223.0,Purdue,1983,UD,75,,,,Active
Chicago Bears,LB,Gary,Plummer,,74.0,247.0,California,1983,UD,75,,,,Active
Chicago Bears,LB,Ed,Reynolds,39.0,73.0,207.0,Virginia,1983,UD,75,,,,Active
Chicago Bears,LB,Mike,Weddington,,,,Oklahoma,1983,UD,75,,,,Active
Chicago Bears,LB,Harry,Flaherty,,73.0,232.0,Holy Cross,1984,UD,75,,,,Active
Chicago Bears,CB,Buster,Skrine,22.0,69.0,187.0,Chattanooga,2011,137,77,0.0,0.0,False,Active
Chicago Bears,CB,Desmond,Trufant,21.0,73.0,190.0,Washington,2013,22,77,1.0,0.0,False,Active
Chicago Bears,CB,Jamal,Agnew,39.0,70.0,190.0,San Diego,2017,165,77,1.0,1.0,False,Active
Chicago Bears,CB,Wayne,Haddix,,,,Liberty,1987,UD,76,1.0,,,Active
Chicago Bears,CB,Marcus,Gilchrist,38.0,70.0,200.0,Clemson,2011,50,76,0.0,0.0,False,Active
Chicago Bears,S,Cornell,Gowdy,,73.0,196.0,Morgan State,1985,UD,75,,,,Active
Chicago Bears,S,Tiger,Greene,,,,Western Carolina,1985,UD,75,,,,Active
Chicago Bears,S,Tommy,Haynes,,,,USC,1985,UD,75,,,,Active
Chicago Bears,S,Brett,Maxie,,74.0,194.0,Texas Southern,1985,UD,75,,,,Active
Chicago Bears,K,Dean,Biasucci,,72.0,190.0,Western Carolina,1984,UD,76,1.0,,,Active
Chicago Bears,P,Kevin,Huber,10.0,73.0,210.0,Cincinnati,2009,142,77,1.0,0.0,False,Active
Cincinnati Bengals,QB,Baker,Mayfield,6.0,73.0,215.0,Oklahoma,2018,1,85,2.0,0.0,False,Active
Cincinnati Bengals,QB,Jalen,Hurts,1.0,73.0,223.0,Oklahoma,2020,53,84,2.0,0.0,False,Active
Cincinnati Bengals,QB,Deshaun,Watson,4.0,75.0,223.0,Clemson,2017,12,84,3.0,0.0,False,Active
Cincinnati Bengals,RB,Lee,Weigel,,71.0,220.0,Wisconsin–Eau Claire,1986,UD,75,,,,Active
Cincinnati Bengals,RB,Nathan,Wonsley,,70.0,190.0,Ole Miss,1986,UD,75,,,,Active
Cincinnati Bengals,RB,Clarence,Bailey,,71.0,220.0,Hampton,1987,UD,75,,,,Active
Cincinnati Bengals,RB,Karl,Bernard,,,,Southwestern Louisiana,1987,UD,75,,,,Active
Cincinnati Bengals,FB,Brad,Hoover,45.0,,,Western Carolina,2000,UD,75,,,,Active
Cincinnati Bengals,WR,Mohamed,Sanu,12.0,74.0,210.0,Rutgers,2012,83,77,0.0,0.0,False,Active
Cincinnati Bengals,WR,Sammy,Watkins,14.0,73.0,211.0,Clemson,2014,4,77,0.0,0.0,False,Active
Cincinnati Bengals,WR,Darren,Waller,83.0,78.0,238.0,Georgia Tech,2015,204,77,1.0,0.0,False,Active
Cincinnati Bengals,WR,Courtland,Sutton,14.0,75.0,216.0,SMU,2018,40,77,1.0,0.0,False,Active
Cincinnati Bengals,WR,Nelson,Agholor,15.0,72.0,200.0,USC,2015,20,76,0.0,0.0,False,Active
Cincinnati Bengals,WR,Jamison,Crowder,80.0,69.0,177.0,Duke,2015,105,76,0.0,0.0,False,Active
Cincinnati Bengals,TE,John,Brandes,,74.0,237.0,Cameron,1987,UD,75,,,,Active
Cincinnati Bengals,TE,Jake,Ballard,48.0,,,Ohio State,2010,UD,75,,,,Active
Cincinnati Bengals,TE,Kory,Sperry,82.0,77.0,265.0,Colorado St.,2009,UD,75,,,,Active
Cincinnati Bengals,OT,Shawn,Heffern,,77.0,270.0,Notre Dame,1987,UD,75,,,,Active
Cincinnati Bengals,OT,Walt,Housman,,,,Upsala,1987,UD,75,,,,Active
Cincinnati Bengals,OT,Ed,Konopasek,,,,Ball State,1987,UD,75,,,,Active
Cincinnati Bengals,C,Ted,Larsen,62.0,75.0,323.0,North Carolina St.,2010,205,77,0.0,0.0,False,Active
Cincinnati Bengals,C,Bart,Oates,,75.0,275.0,BYU,1983,UD,76,1.0,,,Active
Cincinnati Bengals,DE,Tommy,Dawkins,,75.0,260.0,Appalachian State,1987,UD,75,,,,Active
Cincinnati Bengals,DE,Jeff,Faulkner,,,,Southern,1987,UD,75,,,,Active
Cincinnati Bengals,DE,John,Klingel,,75.0,267.0,Eastern Kentucky,1987,UD,75,,,,Active
Cincinnati Bengals,DE,Suge,Knight,,,,UNLV,1987,UD,75,,,,Active
Cincinnati Bengals,DT,David,Onyemata,93.0,76.0,310.0,Manitoba,2016,120,78,0.0,0.0,False,Active
Cincinnati Bengals,DT,D.J.,Reader,98.0,,,Clemson,2016,166,78,0.0,0.0,False,Active
Cincinnati Bengals,DT,Davon,Godchaux,92.0,75.0,330.0,LSU,2017,178,78,0.0,0.0,False,Active
Cincinnati Bengals,DT,Arik,Armstead,91.0,79.0,290.0,Oregon,2015,17,78,0.0,0.0,False,Active
Cincinnati Bengals,LB,Mike,Reichenbach,,,,East Stroudsburg,1984,UD,75,,,,Active
Cincinnati Bengals,LB,Ken,Rose,,,,UNLV,1984,UD,75,,,,Active
Cincinnati Bengals,LB,Steve,Boadway,,,,Arizona,1985,UD,75,,,,Active
Cincinnati Bengals,LB,Derek,Bunch,,75.0,215.0,Michigan State,1985,UD,75,,,,Active
Cincinnati Bengals,LB,Julio,Cortes,,72.0,226.0,Miami (FL),1985,UD,75,,,,Active
Cincinnati Bengals,LB,Lamonte,Hunley,,,,Arizona,1985,UD,75,,,,Active
Cincinnati Bengals,CB,Jaylon,Johnson,33.0,72.0,195.0,Utah,2020,50,76,2.0,0.0,False,Active
Cincinnati Bengals,CB,Ronald,Darby,21.0,71.0,193.0,Florida St.,2015,50,76,0.0,0.0,False,Active
Cincinnati Bengals,CB,Steven,Nelson,20.0,71.0,194.0,Oregon St.,2015,98,76,0.0,0.0,False,Active
Cincinnati Bengals,CB,Shaquill,Griffin,26.0,72.0,198.0,Central Florida,2017,90,76,1.0,0.0,False,Active
Cincinnati Bengals,CB,Duron,Harmon,30.0,72.0,205.0,Rutgers,2013,91,76,0.0,0.0,False,Active
Cincinnati Bengals,S,Paul,Tripoli,,72.0,197.0,Alabama,1985,UD,75,,,,Active
Cincinnati Bengals,S,Pat,Ballage,,,,Notre Dame,1986,UD,75,,,,Active
Cincinnati Bengals,S,Todd,Bowles,,74.0,203.0,Temple,1986,UD,75,,,,Active
Cincinnati Bengals,S,Jack,Epps,,,,Kansas State,1986,UD,75,,,,Active
Cincinnati Bengals,K,David,Treadwell,,73.0,195.0,Clemson,1988,UD,76,1.0,,,Active
Cincinnati Bengals,P,Jeff,Gossett,,,,Eastern Illinois,1980,UD,76,1.0,,,Active
Cleveland Browns,QB,Kyler,Murray,1.0,70.0,207.0,Oklahoma,2019,1,84,2.0,0.0,False,Active
Cleveland Browns,QB,Tyrod,Taylor,2.0,73.0,217.0,Virginia Tech,2011,180,83,1.0,0.0,False,Active
Cleveland Browns,QB,Carson,Wentz,11.0,77.0,237.0,North Dakota St.,2016,2,83,1.0,0.0,False,Active
Cleveland Browns,RB,John,Chirico,,72.0,220.0,Columbia,1987,UD,75,,,,Active
Cleveland Browns,RB,Robert,DiRico,,70.0,202.0,Kutztown,1987,UD,75,,,,Active
Cleveland Browns,RB,Doug,DuBose,,,,Nebraska,1987,UD,75,,,,Active
Cleveland Browns,RB,Bruce,Hansen,,73.0,225.0,BYU,1987,UD,75,,,,Active
Cleveland Browns,FB,Scott,Dragos,45.0,74.0,245.0,Boston College,1998,UD,75,,,,Active
Cleveland Browns,WR,Kenny,Stills,10.0,73.0,202.0,Oklahoma,2013,144,76,0.0,0.0,False,Active
Cleveland Browns,WR,Calvin,Ridley,18.0,73.0,190.0,Alabama,2018,26,76,0.0,0.0,False,Active
Cleveland Browns,WR,Christian,Kirk,13.0,71.0,200.0,Texas A&M,2018,47,76,0.0,0.0,False,Active
Cleveland Browns,WR,Steven,Sims,82.0,70.0,176.0,Kansas,2019,UD,75,,,,Active
Cleveland Browns,WR,KaVontae,Turpin,9.0,69.0,153.0,TCU,2019,UD,75,,,,Active
Cleveland Browns,WR,Trenton,Irwin,16.0,74.0,204.0,Stanford,2019,UD,75,,,,Active
Cleveland Browns,TE,Tim,Hendrix,,,,Tennessee,1987,UD,75,,,,Active
Cleveland Browns,TE,Judd,Conrad,,,,Pitt,2010,UD,75,,,,Active
Cleveland Browns,TE,Mike,Caussin,82.0,,,JMU,2010,UD,75,,,,Active
Cleveland Browns,OT,Jeff,Lucas,,,,West Virginia,1987,UD,75,,,,Active
Cleveland Browns,OT,Jerry,Quaerna,,,,Michigan,1987,UD,75,,,,Active
Cleveland Browns,OT,Scott,Urch,,74.0,270.0,Virginia,1987,UD,75,,,,Active
Cleveland Browns,C,Jeff,Bostic,,74.0,245.0,Clemson,1980,UD,76,1.0,,,Active
Cleveland Browns,C,Jay,Hilgenberg,,75.0,250.0,Iowa,1981,UD,76,1.0,,,Active
Cleveland Browns,DE,Greg,Liter,,,,Iowa State,1987,UD,75,,,,Active
Cleveland Browns,DE,Ray,Perkins,,70.0,205.0,Virginia,1987,UD,75,,,,Active
Cleveland Browns,DE,Brian,Sisley,,76.0,235.0,South Dakota State,1987,UD,75,,,,Active
Cleveland Browns,DE,Calvin,Wallace,,75.0,230.0,West Virginia Tech,1987,UD,75,,,,Active
Cleveland Browns,DT,Nnamdi,Madubuike,92.0,75.0,305.0,Texas A&M,2020,71,78,2.0,0.0,False,Active
Cleveland Browns,DT,Star,Lotulelei,98.0,74.0,315.0,Utah,2013,14,78,0.0,0.0,False,Active
Cleveland Browns,DT,Dalvin,Tomlinson,94.0,75.0,335.0,Alabama,2017,55,78,0.0,0.0,False,Active
Cleveland Browns,DT,Jarran,Reed,90.0,75.0,315.0,Alabama,2016,49,78,0.0,0.0,False,Active
Cleveland Browns,LB,Art,Price,,,,Wisconsin,1985,UD,75,,,,Active
Cleveland Browns,LB,Paul,Vogel,,76.0,219.0,South Carolina,1985,UD,75,,,,Active
Cleveland Browns,LB,Paul,Butcher,,72.0,235.0,Wayne State,1986,UD,75,,,,Active
Cleveland Browns,LB,Anthony,Copeland,,74.0,250.0,Louisville,1986,UD,75,,,,Active
Cleveland Browns,LB,Rick,DiBernardo,,,,Notre Dame,1986,UD,75,,,,Active
Cleveland Browns,LB,Eric,Fairs,,75.0,235.0,Memphis,1986,UD,75,,,,Active
Cleveland Browns,CB,Ha Ha,Clinton-Dix,21.0,,,Alabama,2014,21,76,1.0,0.0,False,Active
Cleveland Browns,CB,Sandy,LaBeaux,,75.0,210.0,Cal State Hayward,1982,UD,75,,,,Active
Cleveland Browns,CB,James,Pierre,42.0,74.0,185.0,FAU,2020,UD,75,,,,Active
Cleveland Browns,CB,Dee,Alford,20.0,,,Tusculum,2020,UD,75,,,,Active
Cleveland Browns,CB,Leslie,Frazier,,72.0,189.0,Alcorn State,1981,UD,75,,,,Active
Cleveland Browns,S,J.C.,Pearson,,,,Washington,1986,UD,75,,,,Active
Cleveland Browns,S,Ed,Zeman,,,,Fort Lewis,1986,UD,75,,,,Active
Cleveland Browns,S,Chris,Barber,,,,North Carolina A&T,1987,UD,75,,,,Active
Cleveland Browns,S,Craig,Birdsong,,,,North Texas State,1987,UD,75,,,,Active
Cleveland Browns,K,Scott,Norwood,,72.0,207.0,James Madison,1982,UD,76,1.0,,,Active
Cleveland Browns,P,Rich,Camarillo,,,,Washington,1981,UD,76,1.0,,,Active
Dallas Cowboys,QB,Jameis,Winston,3.0,76.0,231.0,Florida St.,2015,1,83,1.0,0.0,False,Active
Dallas Cowboys,QB,Joe,Burrow,9.0,76.0,215.0,LSU,2020,1,82,2.0,0.0,False,Active
Dallas Cowboys,QB,Teddy,Bridgewater,5.0,74.0,210.0,Louisville,2014,32,81,1.0,0.0,False,Active
Dallas Cowboys,RB,Mike,Panepinto,,,,Canisius,1987,UD,75,,,,Active
Dallas Cowboys,RB,Dan,Rice,,,,Michigan,1987,UD,75,,,,Active
Dallas Cowboys,RB,John,Sterling,,74.0,203.0,Central State (OK),1987,UD,75,,,,Active
Dallas Cowboys,RB,Dwight,Stone,83.0,72.0,195.0,Middle Tennessee State,1987,UD,75,,,,Active
Dallas Cowboys,FB,Larry,Bowie,47.0,72.0,249.0,Georgia,1996,UD,75,,,,Active
Dallas Cowboys,WR,Marquez,Callaway,1.0,74.0,204.0,Tennessee,2020,UD,75,,,,Active
Dallas Cowboys,WR,Dan,Chisena,85.0,,,PSU,2020,UD,75,,,,Active
Dallas Cowboys,WR,Kendall,Hinton,9.0,72.0,195.0,Wake,2020,UD,75,,,,Active
Dallas Cowboys,WR,John,Hurst,6.0,74.0,190.0,West Georgia,2020,UD,75,,,,Active
Dallas Cowboys,WR,Mason,Kinsey,12.0,71.0,200.0,Berry,2020,UD,75,,,,Active
Dallas Cowboys,WR,Nick,Westrbook-Ikhine,,,,Indiana,2020,UD,75,,,,Active
Dallas Cowboys,TE,Nakia,Griffin-Stewart,87.0,77.0,260.0,Pitt,2020,UD,75,,,,Active
Dallas Cowboys,TE,Ricky,Seals-Jones,83.0,,,TA&M,2017,UD,75,,,,Active
Dallas Cowboys,TE,Matt,LaCosse,83.0,,,Illinois,2015,UD,75,,,,Active
Dallas Cowboys,OT,Ricky,Siglar,,79.0,308.0,San Jose State,1990,UD,75,,,,Active
Dallas Cowboys,OT,Mike,Keim,,,,BYU,1991,UD,75,,,,Active
Dallas Cowboys,OT,Derrick,Deese,63.0,75.0,289.0,USC,1992,UD,75,,,,Active
Dallas Cowboys,C,Braxston,Cave,60.0,75.0,305.0,ND,2013,UD,75,,,,Active
Dallas Cowboys,C,Badara,Traore,76.0,79.0,327.0,LSU,2020,UD,75,,,,Active
Dallas Cowboys,DE,John,Shannon,,75.0,269.0,Kentucky,1988,UD,75,,,,Active
Dallas Cowboys,DE,Pellom,McDaniels,77.0,75.0,280.0,Oregon State,1991,UD,75,,,,Active
Dallas Cowboys,DE,Sebastian,Barrie,,74.0,280.0,Liberty,1992,UD,75,,,,Active
Dallas Cowboys,DE,Mark,Flythe,,79.0,290.0,Penn State,1992,UD,75,,,,Active
Dallas Cowboys,DT,J.R.,Sweezy,64.0,,,North Carolina St.,2012,225,78,0.0,0.0,False,Active
Dallas Cowboys,DT,Derek,Wolfe,95.0,77.0,285.0,Cincinnati,2012,36,78,0.0,0.0,False,Active
Dallas Cowboys,DT,Corey,Liuget,94.0,74.0,300.0,Illinois,2011,18,77,0.0,0.0,False,Active
Dallas Cowboys,DT,Eddie,Goldman,91.0,75.0,320.0,Florida St.,2015,39,77,0.0,0.0,False,Active
Dallas Cowboys,LB,Jerry,Keeble,,75.0,230.0,Minnesota,1986,UD,75,,,,Active
Dallas Cowboys,LB,Mike,Knox,,,,Nebraska,1986,UD,75,,,,Active
Dallas Cowboys,LB,Eldridge,Milton,,73.0,235.0,Clemson,1986,UD,75,,,,Active
Dallas Cowboys,LB,Jay,Norvell,,,,Iowa,1986,UD,75,,,,Active
Dallas Cowboys,LB,Brad,Saar,,,,Ball State,1986,UD,75,,,,Active
Dallas Cowboys,LB,Sam,Anno,,,,USC,1987,UD,75,,,,Active
Dallas Cowboys,CB,Sam,Washington,,,,Mississippi Valley State,1982,UD,75,,,,Active
Dallas Cowboys,CB,Jim,Thorpe,,,,Hofstra,1969,437,75,0.0,0.0,True,Active
Dallas Cowboys,CB,Mike,Dennis,,,,Wyoming,1980,UD,75,,,,Active
Dallas Cowboys,CB,Paul,Dombroski,,72.0,185.0,Linfield,1980,UD,75,,,,Active
Dallas Cowboys,CB,Jeff,George,3.0,,,Illinois State,1980,UD,75,,,,Active
Dallas Cowboys,S,Danny,Burmeister,,,,North Carolina,1987,UD,75,,,,Active
Dallas Cowboys,S,Cris,D'Annunzio,,,,Princeton,1987,UD,75,,,,Active
Dallas Cowboys,S,Tony,Elliott,,,,Central Michigan,1987,UD,75,,,,Active
Dallas Cowboys,S,Anthony,Harrison,,,,Georgia Tech,1987,UD,75,,,,Active
Dallas Cowboys,K,Cary,Blanchard,15.0,,,Oklahoma State,1991,UD,76,1.0,,,Active
Dallas Cowboys,P,Jeff,Feagles,18.0,,,Miami,1988,UD,76,1.0,,,Active
Denver Broncos,QB,Marcus,Mariota,8.0,76.0,222.0,Oregon,2015,2,81,0.0,0.0,False,Active
Denver Broncos,QB,Justin,Herbert,10.0,78.0,236.0,Oregon,2020,6,81,1.0,0.0,False,Active
Denver Broncos,QB,Jimmy,Garoppolo,10.0,74.0,225.0,Eastern Illinois,2014,62,79,0.0,0.0,False,Active
Denver Broncos,RB,Mike,Varajon,,,,Toledo,1987,UD,75,,,,Active
Denver Broncos,RB,Kevin,Willhite,,71.0,208.0,Oregon,1987,UD,75,,,,Active
Denver Broncos,RB,Al,Wolden,,,,Bemidji State,1987,UD,75,,,,Active
Denver Broncos,RB,Jeff,Womack,,,,Memphis State,1987,UD,75,,,,Active
Denver Broncos,FB,Mike,Hagen,,,,Montana,1982,UD,75,,,,Active
Denver Broncos,WR,Oronde,Gadsden,86.0,74.0,215.0,Winston–Salem State,1995,UD,75,,,,Active
Denver Broncos,WR,Freddie,Soloman,,,,SC St.,1995,UD,75,,,,Active
Denver Broncos,WR,Brett,Bech,,73.0,201.0,LSU,1995,UD,75,,,,Active
Denver Broncos,WR,Fabien,Bownes,19.0,71.0,189.0,Western Illinois,1995,UD,75,,,,Active
Denver Broncos,WR,Ben,Bronson,,,,Baylor,1995,UD,75,,,,Active
Denver Broncos,WR,Mark,Seay,,72.0,175.0,Long Beach State,1992,UD,75,,,,Active
Denver Broncos,TE,Mark,Walczak,,78.0,255.0,Arizona,1986,UD,75,,,,Active
Denver Broncos,TE,Xavier,Grimble,85.0,76.0,261.0,USC,2014,UD,75,,,,Active
Denver Broncos,TE,Marcel,Jensen,87.0,78.0,270.0,Fresno St.,2014,UD,75,,,,Active
Denver Broncos,C,Donovan,Raiola,59.0,74.0,293.0,Wisconsin,2006,UD,75,,,,Active
Denver Broncos,C,Joe,Bock,,,,Virginia,1981,UD,75,,,,Active
Denver Broncos,DE,Darren,Mickell,92.0,77.0,285.0,Florida,1992,UD,75,,,,Active
Denver Broncos,DE,Willie,Oshodin,,,,Villanova,1992,UD,75,,,,Active
Denver Broncos,DT,Larry,Ogunjobi,65.0,75.0,305.0,Charlotte,2017,65,77,0.0,0.0,False,Active
Denver Broncos,DT,Brian,Sochia,,75.0,252.0,Northwestern Oklahoma State,1983,UD,76,1.0,,,Active
Denver Broncos,DT,Rakeem,Nunez-Roches,56.0,74.0,305.0,Southern Miss,2015,217,76,0.0,0.0,False,Active
Denver Broncos,DT,Jordan,Phillips,97.0,78.0,341.0,Oklahoma,2015,52,76,0.0,0.0,False,Active
Denver Broncos,LB,Steve,Apke,,,,Pittsburgh,1987,UD,75,,,,Active
Denver Broncos,LB,Todd,Auer,,73.0,230.0,Western Illinois,1987,UD,75,,,,Active
Denver Broncos,LB,Matt,Battaglia,,,,Louisville,1987,UD,75,,,,Active
Denver Broncos,LB,Brian,Bosworth,,74.0,248.0,Oklahoma,1987,UD,75,,,,Active
Denver Broncos,LB,Ron,Burton,,,,North Carolina,1987,UD,75,,,,Active
Denver Broncos,LB,Dave,Butler,,,,Notre Dame,1987,UD,75,,,,Active
Denver Broncos,CB,Elbert,Foules,,71.0,185.0,Alcorn State,1983,UD,75,,,,Active
Denver Broncos,CB,Van,Jakes,,72.0,185.0,Kent State,1983,UD,75,,,,Active
Denver Broncos,CB,Josh,Nurse,38.0,,,Utah,2020,UD,75,,,,Active
Denver Broncos,CB,Breon,Borders,41.0,72.0,189.0,Duke,2017,UD,75,,,,Active
Denver Broncos,CB,Roy,Bennett,,74.0,195.0,Jackson State,1984,UD,75,,,,Active
Denver Broncos,S,Ray,Isom,,,,Penn State,1987,UD,75,,,,Active
Denver Broncos,S,Larry,Joyner,,72.0,207.0,Minnesota,1987,UD,75,,,,Active
Denver Broncos,S,Dan,Land,,,,Albany State,1987,UD,75,,,,Active
Denver Broncos,S,Chris,Mandeville,,,,UC Davis,1987,UD,75,,,,Active
Denver Broncos,K,John,Carney,3.0,71.0,185.0,Notre Dame,1987,UD,76,1.0,,,Active
Denver Broncos,P,Rick,Tuten,,,,Florida State,1988,UD,76,1.0,,,Active
Detroit Lions,QB,Tua,Tagovailoa,1.0,73.0,225.0,Alabama,2020,5,78,1.0,0.0,False,Active
Detroit Lions,QB,Mitchell,Trubisky,10.0,74.0,222.0,North Carolina,2017,2,78,1.0,0.0,False,Active
Detroit Lions,QB,Sam,Darnold,14.0,75.0,225.0,USC,2018,3,77,1.0,0.0,False,Active
Detroit Lions,RB,Curtis,Stewart,,71.0,208.0,Auburn,1988,UD,75,,,,Active
Detroit Lions,RB,John,Harvey,,71.0,185.0,UTEP,1989,UD,75,,,,Active
Detroit Lions,RB,Garrett,Limbrick,,74.0,235.0,Oklahoma State,1989,UD,75,,,,Active
Detroit Lions,RB,Mike,Lowman,,,,Coffeyville J.C.,1989,UD,75,,,,Active
Detroit Lions,FB,Ed,Toner,,,,Boston College,1991,UD,75,,,,Active
Detroit Lions,WR,Deonte,Harty,11.0,66.0,170.0,Assumption,2019,UD,75,,,,Active
Detroit Lions,WR,Ronnie,Powell,,70.0,174.0,Northwestern State,1999,UD,75,,,,Active
Detroit Lions,WR,Kevin,Swayne,82.0,73.0,191.0,Wayne State,1997,UD,75,,,,Active
Detroit Lions,WR,Damon,Dunn,83.0,69.0,182.0,Stanford,1998,UD,75,,,,Active
Detroit Lions,WR,Brian,Finneran,86.0,77.0,210.0,Villanova,1998,UD,75,,,,Active
Detroit Lions,WR,Tony,Horne,82.0,,,Clemson,1998,UD,75,,,,Active
Detroit Lions,TE,Eli,Wolf,87.0,,,Georgia,2020,UD,75,,,,Active
Detroit Lions,TE,Cameron,Brate,84.0,77.0,245.0,Harvard,2014,UD,75,,,,Active
Detroit Lions,TE,A.C.,Leonard,,,,Tennessee St.,2014,UD,75,,,,Active
Detroit Lions,C,Drew,Nowak,64.0,75.0,292.0,Western Michigan,2012,UD,75,,,,Active
Detroit Lions,C,Sean,Pollard,69.0,,,Clemson,2020,UD,75,,,,Active
Detroit Lions,DT,Sheldon,Rankins,98.0,74.0,305.0,Louisville,2016,12,76,0.0,0.0,False,Active
Detroit Lions,DT,Ed,Oliver,91.0,73.0,287.0,Houston,2019,9,76,0.0,0.0,False,Active
Detroit Lions,DT,Jim,Burt,,,,Miami,1981,UD,76,1.0,,,Active
Detroit Lions,DT,Joe,Nash,,,,Boston College,1982,UD,76,1.0,,,Active
Detroit Lions,LB,Toney,Catchings,,75.0,236.0,Cincinnati,1987,UD,75,,,,Active
Detroit Lions,LB,Bobby,Curtis,,,,Savannah State,1987,UD,75,,,,Active
Detroit Lions,LB,Joe,DeForest,,,,Southwestern Louisiana,1987,UD,75,,,,Active
Detroit Lions,LB,Jim,Dick,,,,North Dakota State,1987,UD,75,,,,Active
Detroit Lions,LB,Scott,Fox,,,,Austin Peay,1987,UD,75,,,,Active
Detroit Lions,LB,Brian,Gant,,72.0,235.0,Illinois State,1987,UD,75,,,,Active
Detroit Lions,CB,Marquis,Walker,38.0,70.0,175.0,Southeast Missouri State,1996,UD,75,,,,Active
Detroit Lions,CB,Michael,Jaquet,,,,UL Mon.,2020,UD,75,,,,Active
Detroit Lions,CB,Sherman,Cocroft,,73.0,195.0,San Jose State,1984,UD,75,,,,Active
Detroit Lions,CB,Wymon,Henderson,,70.0,190.0,UNLV,1985,UD,75,,,,Active
Detroit Lions,CB,Darrel,Hopper,,73.0,196.0,USC,1985,UD,75,,,,Active
Detroit Lions,S,Robert,Niehoff,,74.0,205.0,Cincinnati,1987,UD,75,,,,Active
Detroit Lions,S,Donovan,Small,,71.0,190.0,Minnesota,1987,UD,75,,,,Active
Detroit Lions,S,Todd,Krumm,,72.0,189.0,Michigan State,1988,UD,75,,,,Active
Detroit Lions,S,Pat,Eilers,,,,Notre Dame,1990,UD,75,,,,Active
Detroit Lions,K,Mike,Nugent,2.0,70.0,190.0,Ohio St.,2005,47,76,0.0,0.0,False,Active
Detroit Lions,P,Michael,Dickson,4.0,74.0,208.0,Texas,2018,149,76,1.0,1.0,False,Active
Green Bay Packers,QB,Chad,Henne,7.0,75.0,230.0,Michigan,2008,57,77,0.0,0.0,False,Active
